Unnamed: 0,Unnamed: 0.1,CMP_SPEED_1,POWER_1,FUEL_FLOW_1,CO2_1,CMP_SPEED_2,POWER_2,FUEL_FLOW_2,CO2_2,CMP_SPEED_3,POWER_3,FUEL_FLOW_3,CO2_3,CMP_SPEED_4,POWER_4,FUEL_FLOW_4,CO2_4,THERMAL_EFF
16,01-01-2021 16:00,0.0,0.0,0.0,0.0,8784.788755,12598.1997,1.744026626,4.688115722,8905.358657,12892.7517,1.754800531,4.717077041,0.0,0.0,0.0,0.0,
17,01-01-2021 17:00,0.0,0.0,0.0,0.0,8786.371375,12639.00191,1.746360204,4.694388608,8908.573051,12940.18392,1.757605092,4.72461598,0.0,0.0,0.0,0.0,
18,01-01-2021 18:00,0.0,0.0,0.0,0.0,8782.962581,12602.62383,1.742537902,4.684113884,8907.823465,12910.10131,1.754277915,4.715672199,0.0,0.0,0.0,0.0,
19,01-01-2021 19:00,0.0,0.0,0.0,0.0,8789.813198,12658.86353,1.749845139,4.70375646,8900.389794,12930.64309,1.75913414,4.72872621,0.0,0.0,0.0,0.0,
20,01-01-2021 20:00,0.0,0.0,0.0,0.0,8788.289932,12635.62194,1.746855438,4.695719848,8912.95586,12942.54493,1.758519996,4.727075331,0.0,0.0,0.0,0.0,
21,01-01-2021 21:00,0.0,0.0,0.0,0.0,8790.08595,12663.04482,1.749585222,4.703057777,8898.057697,12927.85846,1.758396346,4.726742948,0.0,0.0,0.0,0.0,
22,01-01-2021 22:00,0.0,0.0,0.0,0.0,8790.401616,12646.89604,1.747717622,4.698037484,8895.956059,12904.76794,1.756025696,4.720370408,0.0,0.0,0.0,0.0,
23,01-01-2021 23:00,0.0,0.0,0.0,0.0,8788.353626,12637.38346,1.747094204,4.696361673,8925.858176,12976.35709,1.760772055,4.733129088,0.0,0.0,0.0,0.0,
24,02-01-2021 00:00,0.0,0.0,0.0,0.0,8791.475131,12638.54493,1.744411814,4.689151146,8914.458152,12940.59011,1.755557651,4.719112256,0.0,0.0,0.0,0.0,
25,02-01-2021 01:00,0.0,0.0,0.0,0.0,8789.982549,12654.44221,1.747917223,4.698574029,8917.39901,12967.70633,1.75976716,4.730427831,0.0,0.0,0.0,0.0,
26,02-01-2021 02:00,0.0,0.0,0.0,0.0,8790.263208,12640.12563,1.747569255,4.697638657,8920.532562,12959.96124,1.759888814,4.730754848,0.0,0.0,0.0,0.0,
27,02-01-2021 03:00,0.0,0.0,0.0,0.0,8787.800773,12627.52349,1.743844672,4.687626612,8921.618258,12956.6483,1.756763282,4.722353111,0.0,0.0,0.0,0.0,
28,02-01-2021 04:00,0.0,0.0,0.0,0.0,8787.383427,12646.48572,1.746878498,4.695781836,8910.30975,12948.3749,1.757915038,4.725449144,0.0,0.0,0.0,0.0,
29,02-01-2021 05:00,0.0,0.0,0.0,0.0,8785.475212,12641.79015,1.747330604,4.69699714,8902.483384,12928.29641,1.757349155,4.723927996,0.0,0.0,0.0,0.0,
30,02-01-2021 06:00,0.0,0.0,0.0,0.0,8789.203853,12639.9906,1.747036333,4.69620611,8916.420143,12952.00096,1.75874223,4.727672719,0.0,0.0,0.0,0.0,
31,02-01-2021 07:00,0.0,0.0,0.0,0.0,8782.901225,12601.57012,1.744904931,4.690476692,8920.522034,12938.4674,1.758318071,4.726532537,0.0,0.0,0.0,0.0,
32,02-01-2021 08:00,0.0,0.0,0.0,0.0,8780.111946,12603.47605,1.744969294,4.690649705,8944.112022,13008.4681,1.762968903,4.739034433,0.0,0.0,0.0,0.0,
33,02-01-2021 09:00,0.0,0.0,0.0,0.0,8781.974068,12607.745,1.746413463,4.694531774,8929.2031,12970.36838,1.761719994,4.735677242,0.0,0.0,0.0,0.0,
34,02-01-2021 10:00,0.0,0.0,0.0,0.0,8783.777663,12600.22463,1.744003087,4.688052447,8952.64152,13018.37681,1.763021112,4.739174775,0.0,0.0,0.0,0.0,
35,02-01-2021 11:00,0.0,0.0,0.0,0.0,8784.917034,12613.54017,1.747731505,4.698074803,8955.329538,13035.48523,1.767020964,4.749926771,0.0,0.0,0.0,0.0,
36,02-01-2021 12:00,0.0,0.0,0.0,0.0,8787.57182,12598.55127,1.744577564,4.689596699,8953.315559,13008.63249,1.763050573,4.73925397,0.0,0.0,0.0,0.0,
37,02-01-2021 13:00,0.0,0.0,0.0,0.0,8790.228695,12593.29906,1.744666729,4.689836382,8955.615734,13001.47296,1.763060235,4.73927994,0.0,0.0,0.0,0.0,
38,02-01-2021 14:00,0.0,0.0,0.0,0.0,8799.559799,12658.66222,1.751732251,4.708829204,8982.725169,13114.2414,1.773252988,4.766679067,0.0,0.0,0.0,0.0,
39,02-01-2021 15:00,0.0,0.0,0.0,0.0,8795.910322,12618.54497,1.746248876,4.69408935,8955.600395,13013.39425,1.763781782,4.741219532,0.0,0.0,0.0,0.0,
40,02-01-2021 16:00,0.0,0.0,0.0,0.0,8799.065438,12618.42167,1.747719762,4.698043235,8947.502877,12983.41899,1.763279704,4.739869897,0.0,0.0,0.0,0.0,
41,02-01-2021 17:00,0.0,0.0,0.0,0.0,8795.608983,12629.53172,1.749981997,4.704124345,8952.917462,13017.26076,1.767119009,4.750190326,0.0,0.0,0.0,0.0,
42,02-01-2021 18:00,0.0,0.0,0.0,0.0,8796.64364,12614.33369,1.74702313,4.696170621,8955.172847,13005.40627,1.764416267,4.742925089,0.0,0.0,0.0,0.0,
43,02-01-2021 19:00,0.0,0.0,0.0,0.0,8794.691768,12607.33934,1.747093993,4.696361106,8951.810709,12994.72081,1.76432581,4.742681933,0.0,0.0,0.0,0.0,
44,02-01-2021 20:00,0.0,0.0,0.0,0.0,8794.162764,12583.93216,1.74548499,4.692035948,8957.235834,12985.95527,1.763774229,4.741199228,0.0,0.0,0.0,0.0,
45,02-01-2021 21:00,0.0,0.0,0.0,0.0,8800.608643,12577.49328,1.745265661,4.69144637,8966.891412,12986.04291,1.763994863,4.741792315,0.0,0.0,0.0,0.0,
46,02-01-2021 22:00,0.0,0.0,0.0,0.0,8801.848779,12626.46365,1.75033901,4.705084034,8947.886252,12985.12944,1.76560931,4.746132108,0.0,0.0,0.0,0.0,
47,02-01-2021 23:00,0.0,0.0,0.0,0.0,8800.661689,12598.88172,1.747570941,4.69764319,8950.216191,12966.17542,1.763516512,4.740506458,0.0,0.0,0.0,0.0,
48,03-01-2021 00:00,0.0,0.0,0.0,0.0,8802.708026,12586.15492,1.748950312,4.701351077,8952.882646,12952.84453,1.764859698,4.744117075,0.0,0.0,0.0,0.0,
49,03-01-2021 01:00,0.0,0.0,0.0,0.0,8800.981047,12553.68654,1.745002816,4.690739818,8972.382088,12973.0009,1.764474796,4.743082421,0.0,0.0,0.0,0.0,
50,03-01-2021 02:00,0.0,0.0,0.0,0.0,8801.059578,12594.05541,1.750965507,4.70676812,8966.088092,12998.14753,1.76940776,4.756342715,0.0,0.0,0.0,0.0,
51,03-01-2021 03:00,0.0,0.0,0.0,0.0,8798.62989,12580.72018,1.749619592,4.703150168,8964.216402,12986.08973,1.768170738,4.753017479,0.0,0.0,0.0,0.0,
52,03-01-2021 04:00,0.0,0.0,0.0,0.0,8798.318382,12562.04018,1.74718899,4.696616467,8965.09581,12969.56764,1.765863111,4.746814348,0.0,0.0,0.0,0.0,
53,03-01-2021 05:00,0.0,0.0,0.0,0.0,8803.864409,12565.23537,1.747080687,4.696325339,8962.665124,12952.34106,1.764408713,4.742904783,0.0,0.0,0.0,0.0,
54,03-01-2021 06:00,0.0,0.0,0.0,0.0,8800.849898,12563.74166,1.750579866,4.705731478,8954.194594,12935.79355,1.766945915,4.749725033,0.0,0.0,0.0,0.0,
55,03-01-2021 07:00,0.0,0.0,0.0,0.0,8801.789877,12520.89846,1.745294591,4.691524136,8969.048888,12926.39028,1.763860513,4.741431169,0.0,0.0,0.0,0.0,
56,03-01-2021 08:00,0.0,0.0,0.0,0.0,8800.284034,12545.83277,1.748199861,4.699333789,8974.699833,12970.54255,1.76797491,4.752491072,0.0,0.0,0.0,0.0,
57,03-01-2021 09:00,0.0,0.0,0.0,0.0,8800.746786,12524.57198,1.748151246,4.699203107,8981.537177,12963.87782,1.769013674,4.755283373,0.0,0.0,0.0,0.0,
58,03-01-2021 10:00,0.0,0.0,0.0,0.0,8800.149441,12534.27058,1.748590894,4.700384926,8987.052321,12990.42942,1.770634369,4.759639961,0.0,0.0,0.0,0.0,
59,03-01-2021 11:00,0.0,0.0,0.0,0.0,8802.202705,12530.85918,1.748658275,4.700566052,8951.138467,12889.46382,1.764109502,4.742100476,0.0,0.0,0.0,0.0,
60,03-01-2021 12:00,0.0,0.0,0.0,0.0,8802.531569,12533.40661,1.750383354,4.705203233,8961.147917,12915.84107,1.767421859,4.751004417,0.0,0.0,0.0,0.0,
61,03-01-2021 13:00,0.0,0.0,0.0,0.0,8804.569782,12509.48302,1.747691826,4.69796814,8980.309215,12934.10264,1.767617025,4.751529043,0.0,0.0,0.0,0.0,
62,03-01-2021 14:00,0.0,0.0,0.0,0.0,8803.847272,12498.15531,1.74765179,4.697860521,8964.482173,12882.85551,1.764886751,4.744189796,0.0,0.0,0.0,0.0,
63,03-01-2021 15:00,0.0,0.0,0.0,0.0,8807.67791,12529.12531,1.751154048,4.707274937,8954.689515,12879.9177,1.765984673,4.74714112,0.0,0.0,0.0,0.0,
64,03-01-2021 16:00,0.0,0.0,0.0,0.0,8806.03494,12519.63127,1.749962198,4.704071125,8968.145092,12908.83577,1.767468503,4.751129801,0.0,0.0,0.0,0.0,
65,03-01-2021 17:00,0.0,0.0,0.0,0.0,8812.543768,12508.46712,1.748967816,4.701398129,8982.887233,12917.3099,1.767896881,4.752281323,0.0,0.0,0.0,0.0,
66,03-01-2021 18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8979.635971,12883.26088,1.765849007,4.746776437,0.0,0.0,0.0,0.0,
67,03-01-2021 19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8972.467125,12890.96041,1.769602525,4.756866262,0.0,0.0,0.0,0.0,
68,03-01-2021 20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8965.741678,12889.98773,1.768877969,4.754918584,0.0,0.0,0.0,0.0,
69,03-01-2021 21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8970.278832,12841.30668,1.763537777,4.740563622,0.0,0.0,0.0,0.0,
70,03-01-2021 22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8986.897472,12893.62433,1.768310563,4.75339334,0.0,0.0,0.0,0.0,
71,03-01-2021 23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8987.237535,12904.41292,1.769655998,4.757010003,0.0,0.0,0.0,0.0,
72,04-01-2021 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9002.921704,12942.49413,1.774995911,4.771364216,0.0,0.0,0.0,0.0,
73,04-01-2021 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8989.054591,12898.12239,1.771701466,4.762508424,0.0,0.0,0.0,0.0,
74,04-01-2021 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8956.574161,12782.65642,1.763264609,4.739829318,0.0,0.0,0.0,0.0,
75,04-01-2021 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8932.340419,12735.21559,1.75989624,4.730774812,0.0,0.0,0.0,0.0,
76,04-01-2021 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8924.235407,12733.23397,1.761324948,4.734615318,0.0,0.0,0.0,0.0,
77,04-01-2021 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8911.446706,12656.5497,1.753110553,4.712534215,6753.622281,7539.888818,1.354108768,3.63997803,25.87086255830331
78,04-01-2021 06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8912.448192,12637.74781,1.753106796,4.712524115,6758.571085,7536.149297,1.354841326,3.641947218,25.844050167965953
79,04-01-2021 07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8905.335095,12623.92752,1.752489885,4.710865797,6759.262415,7540.253331,1.355508827,3.643741528,25.845390848588067
80,04-01-2021 08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8894.580995,12605.50716,1.75139885,4.707932988,6751.0289,7527.978218,1.354649363,3.641431205,25.81968703159666
81,04-01-2021 09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8911.576759,12665.54481,1.757746571,4.724996288,6746.306411,7527.453907,1.356394833,3.646123199,25.784665111132725
82,04-01-2021 10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8917.224814,12682.01527,1.759073013,4.728561895,6749.269911,7534.232708,1.356951955,3.647620798,25.797289418267567
83,04-01-2021 11:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8919.68037,12643.79951,1.755146363,4.718006672,6749.004187,7505.977108,1.353522609,3.638402379,25.76565801009705
84,04-01-2021 12:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8936.481974,12732.81468,1.76310399,4.739397559,6754.79642,7547.326978,1.358608474,3.652073685,25.81061564433742
85,04-01-2021 13:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8930.590387,12678.47502,1.759798441,4.730511917,6746.94771,7504.538876,1.355245036,3.643032432,25.72798083581115
86,04-01-2021 14:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8931.80531,12660.40436,1.757093289,4.723240203,6740.45304,7478.222494,1.351790146,3.633745346,25.703284483666593
87,04-01-2021 15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8917.097179,12638.48009,1.756245388,4.72096096,6752.086857,7512.697134,1.355264771,3.643085482,25.755574925550835
88,04-01-2021 16:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8875.70812,12553.52894,1.752268434,4.710270514,6766.328807,7554.828943,1.360403701,3.656899432,25.80217685917677
89,04-01-2021 17:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8878.583239,12556.10164,1.752236638,4.710185044,6760.492513,7539.207246,1.358851056,3.652725768,25.77824474554294
90,04-01-2021 18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8786.936302,12336.75122,1.736946024,4.669082365,6762.943067,7551.317505,1.359861768,3.655442662,25.800462087199406
91,04-01-2021 19:00,8248.494479,10897.24372,1.607027466,4.319848456,0.0,0.0,0.0,0.0,8786.974177,12310.99439,1.732711535,4.657699641,6762.049626,7534.201011,1.356508796,3.646429542,25.805608590148353
92,04-01-2021 20:00,8250.562733,10924.35182,1.611811403,4.332708151,0.0,0.0,0.0,0.0,8779.029419,12316.62145,1.736146433,4.666932986,6753.209504,7529.841736,1.358586274,3.65201401,25.75123977718935
93,04-01-2021 21:00,8250.066535,10900.59762,1.609758036,4.327188499,0.0,0.0,0.0,0.0,8780.560788,12296.19515,1.734367637,4.662151407,6754.877275,7517.605967,1.357272126,3.64848145,25.7342873172886
94,04-01-2021 22:00,8245.303778,10867.84409,1.606099455,4.317353871,0.0,0.0,0.0,0.0,8770.175181,12246.49716,1.729524923,4.649133712,6755.040528,7503.373523,1.35493832,3.64220795,25.72980874197522
95,04-01-2021 23:00,8241.498917,10889.73273,1.608234974,4.323094357,0.0,0.0,0.0,0.0,8758.916371,12252.74949,1.730568873,4.651939953,6753.615657,7522.572255,1.357100298,3.64801956,25.75454840216014
96,05-01-2021 00:00,8233.771744,10870.83394,1.607241313,4.320423297,0.0,0.0,0.0,0.0,8746.908667,12222.61982,1.728869,4.647370527,6770.10217,7558.012667,1.360531847,3.657243902,25.81061901933621
97,05-01-2021 01:00,8233.767808,10863.15245,1.604819549,4.313913357,0.0,0.0,0.0,0.0,8753.223282,12229.67059,1.727427222,4.643494886,6780.224217,7575.551689,1.360559141,3.657317271,25.8699958078033
98,05-01-2021 02:00,8234.195869,10888.0688,1.608426226,4.323608463,0.0,0.0,0.0,0.0,8740.464137,12224.7348,1.728975033,4.647655554,6785.033257,7602.769878,1.364428929,3.667719642,25.88930807872022
99,05-01-2021 03:00,8233.296394,10846.33864,1.604656475,4.313474999,0.0,0.0,0.0,0.0,8735.840584,12170.62587,1.72442407,4.635422116,6758.398609,7516.406809,1.356206489,3.645616912,25.75039980478409
100,05-01-2021 04:00,8234.135899,10870.34211,1.60621103,4.317653797,0.0,0.0,0.0,0.0,8746.928348,12222.53154,1.727846912,4.644623053,6759.408136,7535.03502,1.357692355,3.649611068,25.785966825827117
101,05-01-2021 05:00,8233.88646,10855.08722,1.605286823,4.315169437,0.0,0.0,0.0,0.0,8745.571752,12203.01405,1.726593403,4.641253496,6760.869925,7527.374883,1.357163321,3.64818897,25.76979411654783
102,05-01-2021 06:00,8228.594789,10853.77991,1.603674873,4.310836355,0.0,0.0,0.0,0.0,8735.147331,12188.59534,1.723952172,4.634153607,6769.416561,7554.690019,1.358204568,3.650987946,25.843479140757243
103,05-01-2021 07:00,8228.270699,10873.9275,1.607599697,4.321386669,0.0,0.0,0.0,0.0,8747.036169,12242.10864,1.730294975,4.651203688,6789.425154,7612.424631,1.365272779,3.669987994,25.906162870008732
104,05-01-2021 08:00,8231.275197,10863.48987,1.606404391,4.31817357,0.0,0.0,0.0,0.0,8766.275431,12270.47452,1.731713052,4.655015618,6784.314212,7588.03523,1.362672233,3.66299747,25.872443617944562
105,05-01-2021 09:00,8233.342841,10852.05779,1.604025487,4.311778842,0.0,0.0,0.0,0.0,8783.304894,12294.97784,1.73182387,4.655313508,6771.175235,7548.000504,1.357879744,3.650114787,25.82677194844684
106,05-01-2021 10:00,8229.95134,10852.2677,1.602680174,4.308162506,0.0,0.0,0.0,0.0,8767.676764,12265.08118,1.728345328,4.645962844,6777.666354,7568.895701,1.358572778,3.65197773,25.88505722832898
107,05-01-2021 11:00,8235.305267,10909.30988,1.608894339,4.324866796,0.0,0.0,0.0,0.0,8744.690727,12256.71902,1.730016243,4.650454429,6766.309013,7575.341816,1.360897181,3.658225955,25.86285330719351
108,05-01-2021 12:00,8226.29299,10852.53217,1.604132225,4.312065763,0.0,0.0,0.0,0.0,8754.486898,12242.17251,1.728249627,4.645705591,6756.099165,7527.970329,1.356189537,3.645571345,25.790337546457227
109,05-01-2021 13:00,8225.413102,10860.46194,1.604421855,4.312844317,0.0,0.0,0.0,0.0,8764.138796,12276.76866,1.730316909,4.651262649,6734.560881,7487.970106,1.352408371,3.635407196,25.725022821757676
110,05-01-2021 14:00,8230.087016,10905.07509,1.60870493,4.324357645,0.0,0.0,0.0,0.0,8754.535282,12289.51836,1.732345571,4.656715893,6728.843026,7499.366808,1.354313949,3.640529579,25.727925041290028
111,05-01-2021 15:00,8227.989746,10860.05232,1.602892962,4.308734503,0.0,0.0,0.0,0.0,8764.892762,12271.20128,1.72845183,4.646249133,6718.208602,7448.912861,1.347781459,3.622969601,25.678694071655716
112,05-01-2021 16:00,8225.203079,10879.12661,1.604377302,4.312724554,0.0,0.0,0.0,0.0,8746.701433,12253.97254,1.727370707,4.643342968,6697.103781,7421.633708,1.345484947,3.61679635,25.628323055968615
113,05-01-2021 17:00,8222.362498,10873.31044,1.602878927,4.308696774,0.0,0.0,0.0,0.0,8748.493146,12259.18962,1.726579194,4.641215304,6685.514864,7397.590182,1.342452393,3.608644545,25.60300210387667
114,05-01-2021 18:00,8221.269962,10868.11488,1.603514472,4.310405182,0.0,0.0,0.0,0.0,8755.017569,12273.02937,1.72859748,4.646640653,6682.673003,7388.768976,1.342450148,3.608638509,25.5725147437329
115,05-01-2021 19:00,8229.371891,10911.20918,1.60775223,4.321796694,0.0,0.0,0.0,0.0,8769.972832,12336.63348,1.734239061,4.661805781,6672.537748,7383.119255,1.342957693,3.610002841,25.54330382099108
116,05-01-2021 20:00,8233.905967,10912.52752,1.604733897,4.313683117,0.0,0.0,0.0,0.0,8747.599073,12268.77192,1.726290949,4.640440471,6674.572069,7381.729719,1.340204293,3.60260143,25.59096435071749
117,05-01-2021 21:00,8238.050069,10919.99509,1.606893375,4.319488007,0.0,0.0,0.0,0.0,8730.27829,12223.70713,1.724858655,4.636590324,6669.938711,7369.31761,1.340462961,3.603296755,25.543004115383884
118,05-01-2021 22:00,8242.935376,10963.52802,1.60991931,4.327622018,0.0,0.0,0.0,0.0,8738.76103,12279.44404,1.728673621,4.646845328,6661.032979,7372.154397,1.340597608,3.603658699,25.550270307630825
119,05-01-2021 23:00,8242.256215,10938.07551,1.607614974,4.321427735,0.0,0.0,0.0,0.0,8745.034583,12269.35567,1.727465118,4.643596753,6661.618861,7357.222557,1.338911219,3.59912552,25.530635788118204
120,06-01-2021 00:00,8244.790495,10967.45476,1.608722744,4.324405531,0.0,0.0,0.0,0.0,8756.257202,12322.39952,1.730084132,4.65063692,6666.224072,7384.091125,1.340456392,3.603279096,25.594336447640604
121,06-01-2021 01:00,8238.676978,10954.15614,1.608335266,4.323363951,0.0,0.0,0.0,0.0,8779.226144,12382.28054,1.734851543,4.663452193,6676.369362,7406.68228,1.342867616,3.609760704,25.626543447232493
122,06-01-2021 02:00,8235.407449,10951.86898,1.607393085,4.320831275,0.0,0.0,0.0,0.0,8774.94118,12377.35137,1.733615035,4.660128338,6694.534726,7450.847218,1.346104501,3.618461771,25.717360857452636
123,06-01-2021 03:00,8238.752117,10957.43331,1.605848695,4.316679803,0.0,0.0,0.0,0.0,8809.342501,12459.86165,1.737237614,4.669866187,6691.924479,7444.354357,1.343872845,3.612462861,25.737619514879224
124,06-01-2021 04:00,8235.26666,10950.80152,1.606804122,4.319248085,0.0,0.0,0.0,0.0,8839.240941,12537.29236,1.74401939,4.688096269,6694.721447,7450.793675,1.345602902,3.617113423,25.726762613392168
125,06-01-2021 05:00,8236.955968,10976.49981,1.606560973,4.318594476,0.0,0.0,0.0,0.0,8851.823528,12591.1657,1.745349469,4.691671653,6690.175848,7456.601213,1.344226873,3.613414522,25.773171338124655
126,06-01-2021 06:00,8240.7306,10989.48072,1.607389925,4.320822781,0.0,0.0,0.0,0.0,8844.453025,12577.35765,1.744351248,4.688988337,6690.636428,7460.35627,1.344460051,3.614041327,25.781678154092162
127,06-01-2021 07:00,8240.680745,10989.30796,1.606718329,4.319017466,0.0,0.0,0.0,0.0,8844.447172,12576.99484,1.743598418,4.686964656,6689.496099,7458.255991,1.343710829,3.612027346,25.788791178450005
128,06-01-2021 08:00,8237.980496,10991.5679,1.606875987,4.319441266,0.0,0.0,0.0,0.0,8826.445806,12541.93335,1.741210018,4.6805444,6679.407194,7442.459317,1.342329656,3.608314614,25.760649061728103
129,06-01-2021 09:00,8233.876316,11023.9098,1.61078872,4.329959079,0.0,0.0,0.0,0.0,8820.371552,12574.28279,1.745156022,4.691151651,6681.135251,7475.488096,1.346501653,3.619529356,25.79480091999348
130,06-01-2021 10:00,8236.74133,11000.40123,1.60684107,4.319347407,0.0,0.0,0.0,0.0,8811.902562,12518.60465,1.738969407,4.674521418,6666.589093,7423.172919,1.340050364,3.602187654,25.73759563370196
131,06-01-2021 11:00,8237.129517,11019.19484,1.610534137,4.329274735,0.0,0.0,0.0,0.0,8807.10156,12526.88721,1.741953326,4.682542486,6653.087916,7405.293605,1.340454307,3.603273491,25.667867259502096
132,06-01-2021 12:00,8228.822204,11007.53747,1.608439528,4.323644218,0.0,0.0,0.0,0.0,8798.317069,12513.0656,1.73964985,4.676350515,6639.233872,7381.791518,1.337328852,3.59487196,25.646203149757614
133,06-01-2021 13:00,8229.505463,11038.1984,1.610318772,4.328695812,0.0,0.0,0.0,0.0,8792.060611,12529.34994,1.740518037,4.678684289,6647.90086,7421.197701,1.340490577,3.603370991,25.722297267140604
134,06-01-2021 14:00,8228.994934,11027.74294,1.609918895,4.327620903,0.0,0.0,0.0,0.0,8781.136113,12491.84091,1.738360319,4.67288413,6645.004008,7408.137668,1.33961634,3.601020953,25.693787337799673
135,06-01-2021 15:00,8233.782534,11009.23695,1.605294542,4.315190186,0.0,0.0,0.0,0.0,8791.470416,12483.29356,1.734231905,4.661786544,6657.619076,7416.058441,1.337576617,3.595537978,25.760482464161623
136,06-01-2021 16:00,8236.656603,11050.57797,1.607853839,4.322069829,0.0,0.0,0.0,0.0,8791.961179,12522.83503,1.736622418,4.668212479,6665.264541,7457.412511,1.340887606,3.604438244,25.840166488897548
