,CMP_SPEED_1,POWER_1,FUEL_FLOW_1,CO2_1,CMP_SPEED_2,POWER_2,FUEL_FLOW_2,CO2_2
04-01-2021 3.00,0,,,,8271.655585,10117.01103,1.511430636,3.912899415
04-01-2021 4.00,0,,,,8273.647395,10137.54059,1.51389559,3.919280864
04-01-2021 5.00,0,,,,8267.631122,10097.839,1.509015194,3.906646147
04-01-2021 6.00,0,,,,8267.655226,10122.65869,1.513235861,3.917572911
04-01-2021 7.00,0,,,,8270.017185,10097.07932,1.511108973,3.912066671
04-01-2021 8.00,0,,,,8270.750347,10107.53046,1.513589241,3.918487765
04-01-2021 9.00,0,,,,8270.913561,10103.14412,1.511714112,3.913633298
04-01-2021 10.00,0,,,,8267.657478,10084.09536,1.510707279,3.911026738
04-01-2021 11.00,0,,,,8272.005558,10060.27941,1.508204745,3.904547999
04-01-2021 12.00,0,,,,8266.089369,10066.83316,1.510497317,3.910483172
04-01-2021 13.00,0,,,,8260.554977,10051.50863,1.508194271,3.904520883
04-01-2021 14.00,0,,,,8265.616295,10036.45217,1.507170923,3.901871566
04-01-2021 15.00,0,,,,8269.046266,10076.2036,1.511860695,3.914012783
04-01-2021 16.00,0,,,,8272.035633,10085.75338,1.512332831,3.915235083
04-01-2021 17.00,0,,,,8275.796827,10089.27264,1.512894244,3.916688507
04-01-2021 18.00,0,,,,8274.222973,10084.29167,1.51267897,3.91613119
04-01-2021 19.00,0,,,,8275.505676,10075.11882,1.512247111,3.915013163
04-01-2021 20.00,0,,,,8276.066718,10067.66378,1.511080724,3.911993537
04-01-2021 21.00,0,,,,8275.19196,10084.64898,1.51436828,3.920504597
04-01-2021 22.00,0,,,,8270.025298,10061.01701,1.509598086,3.90815518
04-01-2021 23.00,0,,,,8262.673121,10037.60588,1.508341185,3.904901222
05-01-2021 0.00,0,,,,8254.648973,10029.97192,1.509416181,3.907684249
05-01-2021 1.00,0,,,,8257.78216,10022.83222,1.50811642,3.904319336
05-01-2021 2.00,0,,,,8256.012124,10038.91396,1.508700526,3.90583151
05-01-2021 3.00,0,,,,8258.30222,10045.8149,1.510607015,3.910767165
05-01-2021 4.00,0,,,,8259.930703,10025.32991,1.505746921,3.898185009
05-01-2021 5.00,0,,,,8258.14166,10051.64666,1.511328734,3.912635604
05-01-2021 6.00,0,,,,8268.416619,10083.98783,1.512444382,3.915523874
05-01-2021 7.00,0,,,,8262.88962,10037.59737,1.506741289,3.9007593
05-01-2021 8.00,0,,,,8264.281049,10038.43634,1.506614567,3.900431232
05-01-2021 9.00,0,,,,8258.492717,10046.12647,1.508720695,3.905883726
05-01-2021 10.00,0,,,,8254.41404,10047.99318,1.50749141,3.902701266
05-01-2021 11.00,0,,,,8252.182748,10061.72298,1.50984846,3.908803366
05-01-2021 12.00,0,,,,8259.257897,10054.65118,1.50663078,3.900473206
05-01-2021 13.00,0,,,,8262.709173,10061.21897,1.50638292,3.899831527
05-01-2021 14.00,0,,,,8263.691091,10096.54496,1.511126708,3.912112583
05-01-2021 15.00,0,,,,8259.229712,10050.17011,1.506255671,3.899502095
05-01-2021 16.00,0,,,,8257.53641,10063.14207,1.505661295,3.897963334
05-01-2021 17.00,0,,,,8258.277848,10069.92797,1.507124442,3.901751233
05-01-2021 18.00,0,,,,8263.867761,10093.66777,1.508754671,3.905971687
05-01-2021 19.00,0,,,,8255.718195,10071.3558,1.507356778,3.902352721
05-01-2021 20.00,0,,,,8258.499562,10100.66435,1.508822626,3.906147612
05-01-2021 21.00,0,,,,8254.949144,10085.15947,1.507236428,3.90204115
05-01-2021 22.00,0,,,,8254.452471,10088.59608,1.505926446,3.898649776
05-01-2021 23.00,0,,,,8250.037985,10099.56337,1.508607628,3.905591011
06-01-2021 0.00,0,,,,8252.301869,10103.98939,1.506549269,3.900262182
06-01-2021 1.00,0,,,,8246.564427,10091.31295,1.504393152,3.894680275
06-01-2021 2.00,0,,,,8248.418114,10128.01562,1.509908738,3.908959418
06-01-2021 3.00,0,,,,8247.580555,10099.63529,1.50422634,3.894248419
06-01-2021 4.00,0,,,,8252.023342,10125.43829,1.507787968,3.903469017
06-01-2021 5.00,0,,,,8251.732634,10162.23565,1.511459232,3.912973445
06-01-2021 6.00,0,,,,8252.86436,10147.01922,1.508455133,3.905196221
06-01-2021 7.00,0,,,,8257.05194,10161.6567,1.507266181,3.902118176
06-01-2021 8.00,0,,,,8254.517692,10184.64469,1.509519055,3.907950577
06-01-2021 9.00,0,,,,8249.785131,10182.97641,1.510412197,3.910262807
06-01-2021 10.00,0,,,,8249.705903,10191.94294,1.509317327,3.907428331
06-01-2021 11.00,0,,,,8252.498509,10212.75093,1.510965449,3.911695107
06-01-2021 12.00,0,,,,8260.9806,10205.7363,1.507782808,3.903455657
06-01-2021 13.00,0,,,,8265.435346,10249.97669,1.513690188,3.918749103
06-01-2021 14.00,0,,,,8267.632243,10246.54424,1.512557023,3.915815486
06-01-2021 15.00,0,,,,8264.72025,10261.10393,1.511780672,3.913805612
06-01-2021 16.00,0,,,,8258.09368,10237.5818,1.510329693,3.910049214
06-01-2021 17.00,0,,,,8259.583203,10266.68703,1.511178273,3.91224608
06-01-2021 18.00,0,,,,8270.592975,10281.78454,1.510683527,3.910965245
06-01-2021 19.00,0,,,,8268.893722,10302.98334,1.514429535,3.920663177
06-01-2021 20.00,0,,,,8272.479189,10316.4882,1.513505904,3.918272018
06-01-2021 21.00,0,,,,8265.802495,10299.06397,1.511470533,3.913002704
06-01-2021 22.00,0,,,,8267.670763,10318.07672,1.512827406,3.916515472
06-01-2021 23.00,0,,,,8269.827603,10327.87206,1.513740141,3.918878425
07-01-2021 0.00,0,,,,8269.579492,10341.33911,1.51384871,3.919159498
07-01-2021 1.00,0,,,,8270.448154,10341.41791,1.513181092,3.917431119
07-01-2021 2.00,0,,,,8275.699534,10320.94691,1.509733508,3.908505768
07-01-2021 3.00,0,,,,8270.257561,10322.6972,1.50992521,3.90900206
07-01-2021 4.00,0,,,,8271.213625,10368.75262,1.51443749,3.920683773
07-01-2021 5.00,0,,,,8273.155538,10366.90756,1.514849625,3.921750737
07-01-2021 6.00,0,,,,8269.408238,10352.35296,1.510590613,3.910724703
07-01-2021 7.00,0,,,,8271.912053,10377.47792,1.51352962,3.918333414
07-01-2021 8.00,0,,,,8279.553624,10407.72004,1.515757335,3.924100682
07-01-2021 9.00,0,,,,8281.857404,10392.80498,1.514203244,3.92007734
07-01-2021 10.00,0,,,,8280.339408,10409.24836,1.514799786,3.92162171
07-01-2021 11.00,0,,,,8278.76939,10406.08563,1.514297623,3.920321676
07-01-2021 12.00,0,,,,8282.945259,10392.96878,1.511843817,3.913969087
07-01-2021 13.00,0,,,,8278.253348,10394.181,1.510431967,3.910313988
07-01-2021 14.00,0,,,,8275.560568,10404.12991,1.51218933,3.914863576
07-01-2021 15.00,0,,,,8268.157772,10386.35374,1.511541614,3.913186723
07-01-2021 16.00,0,,,,8266.128418,10376.39867,1.510484868,3.910450944
07-01-2021 17.00,0,,,,8267.150383,10363.33118,1.508338606,3.904894547
07-01-2021 18.00,0,,,,8268.677405,10403.8215,1.514029544,3.919627653
07-01-2021 19.00,0,,,,8275.547334,10424.16366,1.515488155,3.923403809
07-01-2021 20.00,0,,,,8280.009481,10428.25476,1.515282284,3.922870837
07-01-2021 21.00,0,,,,8283.156501,10431.57253,1.51436184,3.920487925
07-01-2021 22.00,0,,,,8283.543857,10447.7084,1.516610735,3.926310024
07-01-2021 23.00,0,,,,8291.462539,10463.22055,1.516672736,3.926470536
08-01-2021 0.00,0,,,,8284.501877,10434.13806,1.514523333,3.92090601
08-01-2021 1.00,0,,,,8283.453748,10414.96119,1.510830771,3.911346442
08-01-2021 2.00,0,,,,8284.623331,10426.11352,1.514530792,3.92092532
08-01-2021 3.00,0,,,,8283.44582,10435.06794,1.514360955,3.920485634
08-01-2021 4.00,0,,,,8285.15218,10429.60351,1.513498482,3.918252801
08-01-2021 5.00,0,,,,8280.40921,10417.79627,1.513687374,3.91874182
08-01-2021 6.00,0,,,,8277.839354,10408.09954,1.511893528,3.914097783
08-01-2021 7.00,0,,,,8275.369185,10405.29423,1.512854753,3.91658627
08-01-2021 8.00,0,,,,8278.425535,10417.62529,1.514997556,3.922133712
08-01-2021 9.00,0,,,,8279.832757,10388.16557,1.511326788,3.912630565
08-01-2021 10.00,0,,,,8278.23606,10413.18913,1.515290133,3.922891156
08-01-2021 11.00,0,,,,8283.454045,10434.52787,1.517312341,3.928126392
08-01-2021 12.00,0,,,,8290.382127,10415.68082,1.513747625,3.918897801
08-01-2021 13.00,0,,,,8290.967272,10434.38341,1.517712825,3.929163194
08-01-2021 14.00,0,,,,8294.452881,10403.59228,1.512526574,3.915736657
08-01-2021 15.00,0,,,,8291.249776,10429.53156,1.517861081,3.92954701
08-01-2021 16.00,0,,,,8290.561073,10383.44535,1.512156014,3.914777326
08-01-2021 17.00,0,,,,8286.065258,10412.71146,1.517046874,3.927439131
08-01-2021 18.00,0,,,,8291.181049,10384.6522,1.512978213,3.916905893
08-01-2021 19.00,0,,,,8295.535547,10411.48694,1.518176924,3.930364687
08-01-2021 20.00,0,,,,8297.247452,10409.10428,1.518824473,3.932041107
08-01-2021 21.00,0,,,,8300.498927,10395.93763,1.515793363,3.924193955
08-01-2021 22.00,0,,,,8300.174643,10375.75703,1.514070618,3.91973399
08-01-2021 23.00,0,,,,8297.05028,10352.96663,1.512659302,3.916080273
09-01-2021 0.00,0,,,,8292.621879,10341.19964,1.513840568,3.919138418
09-01-2021 1.00,0,,,,8294.024404,10347.12071,1.513836599,3.919128144
09-01-2021 2.00,0,,,,8298.552902,10361.86747,1.515430441,3.923254395
09-01-2021 3.00,0,,,,8302.063158,10344.71659,1.513726426,3.918842919
09-01-2021 4.00,0,,,,8299.023423,10363.80231,1.517661351,3.929029934
09-01-2021 5.00,0,,,,8292.970723,10335.31648,1.517226331,3.927903724
09-01-2021 6.00,0,,,,8296.509357,10336.47044,1.517826435,3.929457315
09-01-2021 7.00,0,,,,8295.375773,10333.58414,1.517875093,3.929583284
09-01-2021 8.00,0,,,,8294.966613,10321.9205,1.518432487,3.931026307
09-01-2021 9.00,0,,,,8297.464503,10294.78526,1.513056341,3.917108155
09-01-2021 10.00,0,,,,8302.454009,10279.1051,1.513728144,3.918847369
09-01-2021 11.00,0,,,,8305.523533,10320.47257,1.520196733,3.935593712
09-01-2021 12.00,0,,,,8309.335291,10320.922,1.519016959,3.93253943
09-01-2021 13.00,0,,,,8308.669809,10277.98364,1.515253868,3.922797269
09-01-2021 14.00,0,,,,8318.718314,10328.61782,1.522249484,3.940908019
09-01-2021 15.00,0,,,,8320.879674,10329.95587,1.521546972,3.939089308
09-01-2021 16.00,0,,,,8316.203339,10291.77913,1.516936884,3.927154382
09-01-2021 17.00,0,,,,8309.863907,10250.76922,1.514964943,3.92204928
09-01-2021 18.00,0,,,,8306.837369,10280.71529,1.519009917,3.932521197
09-01-2021 19.00,0,,,,8304.406988,10253.65066,1.518059732,3.930061291
09-01-2021 20.00,0,,,,8302.240179,10210.16756,1.513476986,3.918197152
09-01-2021 21.00,0,,,,8303.319421,10221.91525,1.516562562,3.926185311
09-01-2021 22.00,0,,,,8300.858808,10220.37515,1.516708053,3.926561969
09-01-2021 23.00,0,,,,8298.662031,10196.36757,1.514855313,3.921765462
10-01-2021 0.00,0,,,,8307.803389,10250.30283,1.520444956,3.936236329
10-01-2021 1.00,0,,,,8303.760208,10216.94752,1.51712011,3.927628732
10-01-2021 2.00,0,,,,8306.990134,10224.00467,1.520415069,3.936158955
10-01-2021 3.00,0,,,,8306.454924,10190.32623,1.516144617,3.925103306
10-01-2021 4.00,0,,,,8304.088865,10190.8441,1.517263484,3.927999909
10-01-2021 5.00,0,,,,8306.350833,10170.59795,1.514023595,3.919612253
10-01-2021 6.00,0,,,,8309.332643,10183.15983,1.516675785,3.926478431
10-01-2021 7.00,0,,,,8312.795977,10200.51979,1.518214028,3.930460743
10-01-2021 8.00,0,,,,8310.12158,10176.7686,1.516843478,3.926912567
10-01-2021 9.00,0,,,,8307.258854,10189.16826,1.518523566,3.931262098
10-01-2021 10.00,0,,,,8306.070716,10172.29608,1.518369113,3.930862238
10-01-2021 11.00,0,,,,8306.121629,10152.06362,1.51604691,3.924850354
10-01-2021 12.00,0,,,,8310.35613,10193.25224,1.520270327,3.935784238
10-01-2021 13.00,0,,,,8308.642308,10176.99859,1.520052518,3.935220359
10-01-2021 14.00,0,,,,8311.845445,10144.91314,1.515338927,3.923017477
10-01-2021 15.00,0,,,,8313.084216,10165.79494,1.516871091,3.926984052
10-01-2021 16.00,0,,,,8312.421791,10162.06075,1.516744981,3.926657569
10-01-2021 17.00,0,,,,8316.358466,10179.99387,1.520536578,3.936473526
10-01-2021 18.00,0,,,,8320.022592,10173.23379,1.518810008,3.932003659
10-01-2021 19.00,0,,,,8323.679398,10173.47248,1.518802679,3.931984684
10-01-2021 20.00,0,,,,8317.568387,10158.03564,1.518304399,3.930694703
10-01-2021 21.00,0,,,,8310.995435,10154.82973,1.517566454,3.928784258
10-01-2021 22.00,0,,,,8319.736356,10179.00497,1.520431179,3.936200663
10-01-2021 23.00,0,,,,8320.063669,10176.12421,1.520148336,3.935468419
11-01-2021 0.00,0,,,,8322.962879,10156.91137,1.517147398,3.927699375
11-01-2021 1.00,0,,,,8316.205482,10174.31193,1.520044655,3.935200001
11-01-2021 2.00,0,,,,8313.524821,10172.56589,1.518967327,3.932410938
11-01-2021 3.00,0,,,,8317.258881,10178.98774,1.519450933,3.933662932
11-01-2021 4.00,0,,,,8316.927121,10167.80984,1.519606434,3.934065503
11-01-2021 5.00,0,,,,8314.985211,10166.9723,1.51758214,3.928824867
11-01-2021 6.00,0,,,,8312.428766,10182.75955,1.52067373,3.936828596
11-01-2021 7.00,0,,,,8305.845299,10170.8653,1.520218427,3.935649875
11-01-2021 8.00,0,,,,8304.100198,10169.78652,1.519055574,3.932639399
11-01-2021 9.00,0,,,,8308.241574,10156.76438,1.516357387,3.925654139
11-01-2021 10.00,0,,,,8313.267109,10186.51999,1.519919878,3.934876971
11-01-2021 11.00,0,,,,8319.24626,10204.82926,1.520992945,3.937655001
11-01-2021 12.00,0,,,,8322.644676,10199.61956,1.519356668,3.933418891
11-01-2021 13.00,0,,,,8320.147902,10187.23579,1.51693125,3.927139797
11-01-2021 14.00,0,,,,8325.081853,10198.3448,1.518113831,3.930201345
11-01-2021 15.00,0,,,,8326.528274,10207.34725,1.518839563,3.932080174
11-01-2021 16.00,0,,,,8320.389347,10202.16909,1.517746145,3.929249455
11-01-2021 17.00,0,,,,8322.789285,10206.30998,1.517168331,3.927753568
11-01-2021 18.00,0,,,,8320.650832,10200.95851,1.517071667,3.927503318
11-01-2021 19.00,0,,,,8324.572956,10226.62405,1.517720844,3.929183954
11-01-2021 20.00,0,,,,8325.913664,10236.458,1.51954422,3.933904439
11-01-2021 21.00,0,,,,8327.347066,10278.43249,1.523065364,3.943020228
11-01-2021 22.00,0,,,,8331.565786,10293.32917,1.523380723,3.943836652
11-01-2021 23.00,0,,,,8329.362888,10288.87266,1.522018205,3.940309268
12-01-2021 0.00,0,,,,8326.093371,10276.21676,1.520922676,3.937473084
12-01-2021 1.00,0,,,,8325.735172,10284.84011,1.521908033,3.940024048
12-01-2021 2.00,0,,,,8327.496818,10308.17353,1.522394765,3.941284134
12-01-2021 3.00,0,,,,8323.132617,10267.05199,1.517250727,3.92796688
12-01-2021 4.00,0,,,,8313.620036,10294.54717,1.521391447,3.938686672
12-01-2021 5.00,0,,,,8313.630479,10264.80035,1.51666139,3.926441163
12-01-2021 6.00,0,,,,8310.091942,10267.30315,1.515138845,3.922499492
12-01-2021 7.00,0,,,,8308.986793,10290.37547,1.518402819,3.9309495
12-01-2021 8.00,0,,,,8146.975793,9949.912793,1.49334114,3.866068038
12-01-2021 9.00,0,,,,8143.963387,9937.834474,1.492147933,3.862978978
12-01-2021 10.00,0,,,,8149.977877,9947.577105,1.492726949,3.864477976
12-01-2021 11.00,0,,,,8144.705567,9952.80711,1.492216015,3.863155234
12-01-2021 12.00,0,,,,8144.643548,9949.370654,1.490413053,3.858487596
12-01-2021 13.00,0,,,,8141.131287,9957.136136,1.492085808,3.862818143
12-01-2021 14.00,0,,,,8142.659073,9945.200214,1.488540858,3.853640725
12-01-2021 15.00,0,,,,8143.366103,9969.15834,1.490500518,3.858714034
12-01-2021 16.00,0,,,,8141.798684,9989.769318,1.493592141,3.866717847
12-01-2021 17.00,0,,,,8144.831872,9994.556439,1.49293782,3.865023895
12-01-2021 18.00,0,,,,8147.162651,9989.253412,1.489121986,3.855145191
12-01-2021 19.00,0,,,,8150.229467,9991.334258,1.489277694,3.855548298
12-01-2021 20.00,0,,,,8156.12131,10032.80874,1.491540035,3.861405208
12-01-2021 21.00,0,,,,8154.014257,10029.05475,1.49126617,3.860696208
12-01-2021 22.00,0,,,,8164.925124,10085.61452,1.496050359,3.873081857
12-01-2021 23.00,0,,,,8157.44434,10084.77862,1.496614583,3.874542561
13-01-2021 0.00,0,,,,8159.430058,10082.75624,1.496120761,3.87326412
13-01-2021 1.00,0,,,,8154.217241,10052.90568,1.492137109,3.862950957
13-01-2021 2.00,0,,,,8154.639948,10046.67726,1.490013976,3.857454437
13-01-2021 3.00,0,,,,8154.569408,10081.04321,1.494545237,3.869185289
13-01-2021 4.00,0,,,,8151.554946,10067.42225,1.492303369,3.863381383
13-01-2021 5.00,0,,,,8144.422284,10080.18689,1.494610697,3.869354756
13-01-2021 6.00,0,,,,8142.599131,10060.28164,1.489911042,3.857187955
13-01-2021 7.00,0,,,,8144.242998,10102.11715,1.494557983,3.869218287
13-01-2021 8.00,0,,,,8144.242284,10090.48921,1.491734014,3.861907395
13-01-2021 9.00,0,,,,8142.1776,10070.49923,1.489221534,3.855402908
13-01-2021 10.00,0,,,,8144.223351,10065.47222,1.489131514,3.855169858
13-01-2021 11.00,0,,,,8138.698415,10080.42972,1.489453492,3.856003418
13-01-2021 12.00,0,,,,8132.277069,10057.08454,1.487370557,3.850610966
13-01-2021 13.00,0,,,,8132.328944,10079.33528,1.489800448,3.856901641
13-01-2021 14.00,0,,,,8131.731959,10056.79641,1.488114907,3.852537993
13-01-2021 15.00,0,,,,8128.054662,10074.78702,1.488809081,3.85433512
13-01-2021 16.00,0,,,,8125.53389,10086.12165,1.490308465,3.858216832
13-01-2021 17.00,0,,,,8128.877599,10072.51219,1.487317778,3.85047433
13-01-2021 18.00,0,,,,8129.718907,10091.9898,1.490057104,3.857566092
13-01-2021 19.00,0,,,,8132.235422,10107.07581,1.49262389,3.86421117
13-01-2021 20.00,0,,,,8136.012876,10074.73826,1.487746396,3.851583966
13-01-2021 21.00,0,,,,8136.241688,10105.91044,1.4903954,3.858441897
13-01-2021 22.00,0,,,,8135.627005,10113.7351,1.492153858,3.862994316
13-01-2021 23.00,0,,,,8142.967361,10095.67024,1.489356588,3.855752544
14-01-2021 0.00,0,,,,8133.461467,10078.88375,1.488926992,3.854640377
14-01-2021 1.00,0,,,,8137.449819,10106.64022,1.490070167,3.857599909
14-01-2021 2.00,0,,,,8140.269568,10082.7349,1.488919306,3.854620478
14-01-2021 3.00,0,,,,8140.580392,10094.84243,1.488616327,3.853836105
14-01-2021 4.00,0,,,,8136.516916,10093.05659,1.491247265,3.860647265
14-01-2021 5.00,0,,,,8137.961483,10122.69098,1.493307594,3.865981191
14-01-2021 6.00,0,,,,8135.710895,10117.63353,1.493575957,3.866675949
14-01-2021 7.00,0,,,,8135.910675,10114.35711,1.493118493,3.865491634
14-01-2021 8.00,0,,,,8140.232623,10111.60152,1.493241922,3.865811175
14-01-2021 9.00,0,,,,8137.702489,10091.11537,1.491322033,3.86084083
14-01-2021 10.00,0,,,,8135.267119,10095.55948,1.493600721,3.866740059
14-01-2021 11.00,0,,,,8136.566041,10079.01295,1.491209153,3.860548597
14-01-2021 12.00,0,,,,8131.01748,10072.12923,1.492421326,3.863686758
14-01-2021 13.00,0,,,,8133.287105,10064.6992,1.489520849,3.856177794
14-01-2021 14.00,0,,,,8125.764844,10028.82839,1.487875155,3.851917305
14-01-2021 15.00,0,,,,8121.271585,10035.01894,1.488208384,3.852779992
14-01-2021 16.00,0,,,,8122.253799,10015.88178,1.488118866,3.852548243
14-01-2021 17.00,0,,,,8124.089602,10038.21805,1.491421461,3.861098235
14-01-2021 18.00,0,,,,8125.219533,10014.61849,1.488819899,3.854363127
14-01-2021 19.00,0,,,,8126.068469,10030.46813,1.490988616,3.859977656
14-01-2021 20.00,0,,,,8130.55294,10036.191,1.492494541,3.863876302
14-01-2021 21.00,0,,,,8136.658882,10022.11184,1.49069617,3.859220551
14-01-2021 22.00,0,,,,8132.836039,10008.43149,1.488087722,3.852467613
14-01-2021 23.00,0,,,,8133.569775,10021.137,1.492563515,3.864054866
15-01-2021 0.00,0,,,,8132.203769,9985.015393,1.487747223,3.851586105
15-01-2021 1.00,0,,,,8130.392086,10000.83315,1.489712106,3.856672935
15-01-2021 2.00,0,,,,8125.516247,9981.904655,1.490457021,3.858601425
15-01-2021 3.00,0,,,,8128.313893,9986.211915,1.490475963,3.858650464
15-01-2021 4.00,0,,,,8128.741308,9950.674173,1.487009496,3.849676227
15-01-2021 5.00,0,,,,8133.245884,9965.240542,1.488110091,3.852525526
15-01-2021 6.00,0,,,,8128.835987,9947.239931,1.488868249,3.854488298
15-01-2021 7.00,0,,,,8125.630261,9953.786394,1.490879245,3.859694508
15-01-2021 8.00,0,,,,8125.555078,9946.204425,1.491406429,3.861059321
15-01-2021 9.00,0,,,,8132.697879,9931.496268,1.487481502,3.850898188
