,CMP_SPEED_1,POWER_1,FUEL_FLOW_1,CO2_1,CMP_SPEED_2,POWER_2,FUEL_FLOW_2,CO2_2,CMP_SPEED_3,POWER_3,FUEL_FLOW_3,CO2_3,CMP_SPEED_4,POWER_4,FUEL_FLOW_4,CO2_4,CMP_SPEED_5,POWER_5,FUEL_FLOW_5,CO2_5
01-01-2021 21:00,6348.570267,6614.102291,1.156563891,3.149557553,6382.780635,6627.091982,1.148452646,3.127468993,4967.745875,4009.395221,0.913961928,2.488903308,0,,,,8466.930215,11214.80848,1.502143614,4.090641083
01-01-2021 22:00,6358.378478,6624.38603,1.157501985,3.152112175,6382.542976,6617.110171,1.147657831,3.125304551,4965.073187,3998.391851,0.912880629,2.485958713,0,,,,8461.003469,11187.4079,1.500445657,4.086017201
01-01-2021 23:00,6358.677996,6633.508482,1.159811267,3.158400815,6400.891457,6662.266863,1.152980603,3.139799534,4962.16713,3997.78763,0.91401534,2.48904876,0,,,,8463.554548,11209.4158,1.50388785,4.095390988
02-01-2021 00:00,6354.843427,6632.437962,1.159725709,3.158167825,6406.14295,6679.375084,1.154409214,3.143689933,4962.589983,4003.068953,0.914588311,2.490609076,0,,,,8466.159352,11225.58588,1.504963726,4.098320817
02-01-2021 01:00,6350.842583,6623.88552,1.157735706,3.152748644,6413.800868,6694.517519,1.15444991,3.143800757,4961.753808,4002.30726,0.913514898,2.487685955,0,,,,8459.247209,11206.66387,1.502183229,4.090748962
02-01-2021 02:00,6352.213855,6617.981434,1.156615732,3.149698726,6407.93649,6674.00591,1.152147205,3.137530023,4961.815728,3997.116443,0.9124448,2.484771862,0,,,,8461.50324,11197.26649,1.500719708,4.086763498
02-01-2021 03:00,6351.326398,6624.274346,1.159024073,3.156257127,6403.094102,6672.390458,1.153869516,3.142220225,4961.09918,3999.904777,0.914254445,2.48969989,0,,,,8460.738409,11211.52862,1.50403357,4.095787814
02-01-2021 04:00,6346.264333,6588.610586,1.154258399,3.143279232,6407.424497,6655.117413,1.150679684,3.133533666,4958.373366,3979.402282,0.910649214,2.479882116,0,,,,8462.952351,11174.47108,1.499306462,4.082914941
02-01-2021 05:00,6353.107292,6626.329144,1.158500818,3.154832198,6440.115021,6745.181974,1.159287389,3.156974191,4957.433962,3993.003541,0.912946425,2.486137889,0,,,,8460.257461,11206.3454,1.502759076,4.092317109
02-01-2021 06:00,6351.260878,6633.45163,1.15969013,3.158070936,6427.503181,6730.706105,1.158646315,3.155228416,4954.688873,3994.899638,0.913572957,2.48784406,0,,,,8460.424403,11223.92065,1.504654508,4.097478755
02-01-2021 07:00,6335.48128,6591.284049,1.155329398,3.146195779,6450.721092,6767.010239,1.160886806,3.161329726,4955.693905,3990.097278,0.912389264,2.484620626,0,,,,8463.69562,11213.88722,1.502944118,4.092821017
02-01-2021 08:00,6339.435704,6609.277901,1.157705572,3.152666582,6473.830849,6824.395877,1.166518541,3.17666608,4951.947085,3989.953913,0.913055359,2.486434537,0,,,,8458.145616,11218.23906,1.504294034,4.096497111
02-01-2021 09:00,6335.183206,6581.760491,1.154070257,3.142766882,6508.657582,6875.260042,1.169403745,3.184523074,4950.675403,3975.874046,0.910468496,2.479389984,0,,,,8459.467503,11189.4863,1.500671731,4.086632846
02-01-2021 10:00,6334.216566,6598.463063,1.156877022,3.150410272,6504.674145,6886.581673,1.171730513,3.190859335,4954.253307,3993.49305,0.913490085,2.487618385,0,,,,8460.655094,11223.02502,1.504610906,4.097360016
02-01-2021 11:00,6331.798084,6581.232451,1.155781001,3.147425586,6505.763453,6876.244414,1.171295538,3.18967481,4956.842619,3989.366806,0.913384465,2.487330759,0,,,,8465.106225,11215.64842,1.504594597,4.097315604
02-01-2021 12:00,6335.213598,6570.596063,1.152405096,3.138232313,6512.265996,6870.882998,1.168306587,3.18153529,4959.102744,3983.257034,0.91072728,2.480094707,0,,,,8466.307953,11186.60076,1.499512547,4.083476154
02-01-2021 13:00,6336.496617,6563.42499,1.152037606,3.137231562,6466.358873,6768.478074,1.160028444,3.158992233,4960.288738,3978.753279,0.910447081,2.479331668,0,,,,8465.083899,11169.66826,1.498654022,4.081138216
02-01-2021 14:00,6321.306513,6558.097294,1.154446645,3.143791865,6463.269448,6788.049432,1.16454012,3.171278438,4962.772953,3997.741804,0.914825252,2.491254315,0,,,,8463.276552,11209.70698,1.504978548,4.09836118
02-01-2021 15:00,6316.334831,6550.857831,1.153360048,3.140832841,6452.749122,6769.996239,1.162614791,3.16603538,4968.365943,4009.381827,0.915693352,2.493618325,0,,,,8464.322268,11215.58137,1.504787628,4.097841266
02-01-2021 16:00,6310.563761,6531.448323,1.151880158,3.136802801,6455.001679,6766.093441,1.162477689,3.165662022,4972.014842,4010.152976,0.915926705,2.494253792,0,,,,8467.62852,11211.48529,1.504728309,4.097679729
02-01-2021 17:00,6307.427588,6527.208605,1.151517535,3.135815305,6479.00505,6817.105222,1.166754956,3.177309886,4973.347802,4013.915972,0.916343114,2.49538776,0,,,,8477.557372,11238.03021,1.506538995,4.102610594
02-01-2021 18:00,6304.145534,6521.606268,1.150963978,3.134307857,6496.52231,6853.802619,1.169745966,3.185455011,4974.258537,4016.02486,0.916485336,2.495775058,0,,,,8478.802257,11242.49057,1.506742846,4.10316572
02-01-2021 19:00,6302.848386,6510.627204,1.150112827,3.13199,6511.343385,6874.784433,1.171573354,3.19043136,4977.383047,4015.431499,0.916492396,2.495794286,0,,,,8480.893303,11234.56763,1.506355625,4.102111239
02-01-2021 20:00,6316.590619,6539.719506,1.151796646,3.136575382,6517.493625,6888.854578,1.171906636,3.191338952,4975.192185,4013.508257,0.915656482,2.493517922,0,,,,8479.662749,11232.25882,1.505192032,4.098942542
02-01-2021 21:00,6322.154029,6545.566134,1.153339245,3.14077619,6543.587313,6935.765879,1.176809506,3.204690462,4978.635197,4014.995646,0.916654198,2.496234905,0,,,,8481.790087,11231.3498,1.506450588,4.102369844
02-01-2021 22:00,6324.373523,6528.018295,1.149932797,3.131499744,6526.886565,6878.962707,1.170230432,3.186774311,4983.647603,4009.947754,0.914531849,2.490455319,0,,,,8483.065225,11196.48672,1.501664709,4.089336926
02-01-2021 23:00,6316.937367,6519.607326,1.150690751,3.133563805,6551.632658,6935.919656,1.176461796,3.203743577,4981.363959,4009.267598,0.91568967,2.493608299,0,,,,8491.544625,11229.22215,1.505732736,4.100414988
03-01-2021 00:00,6309.029208,6523.367316,1.150949705,3.134268989,6574.839059,7004.082086,1.181974814,3.218756641,4983.95756,4026.97594,0.917514338,2.498577238,0,,,,8494.507953,11265.98491,1.508126009,4.106932354
03-01-2021 01:00,6299.67529,6506.448992,1.150502238,3.133050446,6565.145057,6986.603952,1.181574033,3.217665231,4984.808156,4029.063336,0.918560244,2.501425452,0,,,,8496.474311,11275.59744,1.51007347,4.112235684
03-01-2021 02:00,6305.012835,6494.201921,1.147556548,3.125028736,6546.328361,6923.902716,1.17440998,3.198156065,4979.758144,4006.282357,0.914552352,2.490511151,0,,,,8497.5895,11239.34069,1.505197489,4.098957401
03-01-2021 03:00,6304.034166,6502.449023,1.150359266,3.132661103,6557.698717,6957.678625,1.179318618,3.211523281,4974.644002,4003.020199,0.915909759,2.494207647,0,,,,8499.187431,11263.48612,1.509496672,4.110664948
03-01-2021 04:00,6303.868104,6496.309437,1.149852566,3.131281259,6563.6291,6963.896807,1.179960071,3.213270086,4975.744536,4001.111449,0.915740058,2.493745516,0,,,,8495.37828,11246.05903,1.508422211,4.107738972
03-01-2021 05:00,6298.740841,6472.739985,1.145844123,3.120365455,6530.375542,6881.736506,1.17106905,3.189058036,4982.456887,4005.08334,0.914575437,2.490574017,0,,,,8497.841445,11226.8499,1.504600683,4.097332178
03-01-2021 06:00,6290.740333,6447.925135,1.144167751,3.115800355,6520.104647,6852.173802,1.169102012,3.183701396,4986.227791,4005.241481,0.914974066,2.491659566,0,,,,8495.745304,11209.99017,1.504115129,4.096009916
03-01-2021 07:00,6289.264073,6454.357251,1.144244152,3.116008411,6528.209721,6878.14044,1.170715369,3.188094893,4985.770939,4010.968326,0.915188328,2.492243044,0,,,,8497.355354,11226.6467,1.504591617,4.097307488
03-01-2021 08:00,6294.171081,6477.037272,1.149466784,3.130230694,6520.015108,6875.302318,1.17382877,3.196573313,4983.335042,4013.267195,0.918114241,2.500210897,0,,,,8497.964181,11254.95411,1.510662477,4.113839669
03-01-2021 09:00,6296.241968,6473.37061,1.148010974,3.12626623,6526.917832,6881.240651,1.173196115,3.194850465,4982.00075,4006.58739,0.916500599,2.495816624,0,,,,8498.278015,11241.58288,1.508393877,4.107661812
03-01-2021 10:00,6307.948502,6506.166085,1.150635604,3.133413628,6500.684219,6837.973585,1.169426007,3.1845837,4982.54941,4014.07017,0.917153251,2.497593927,0,,,,8500.759042,11261.25137,1.509476396,4.110609731
03-01-2021 11:00,6316.241473,6510.978352,1.152081643,3.137351484,6514.71828,6854.09024,1.171797559,3.191041914,4982.001097,4004.434692,0.916976556,2.49711275,0,,,,8500.148632,11244.56805,1.509702031,4.111224181
03-01-2021 12:00,6305.660572,6494.077038,1.151360937,3.135388856,6468.728063,6766.072868,1.165214497,3.173114904,4983.420175,4009.477969,0.918130301,2.500254631,0,,,,8501.654791,11256.67973,1.511437615,4.115950528
03-01-2021 13:00,6292.764542,6472.412708,1.147666053,3.125326939,6468.842656,6770.625471,1.163737013,3.169091417,4978.088192,4004.417105,0.916119207,2.494778016,0,,,,8496.858372,11247.79942,1.508476076,4.107885659
03-01-2021 14:00,6314.351738,6492.809482,1.148202897,3.126788876,6488.807441,6786.552563,1.163815025,3.169303859,4980.426429,3993.535441,0.913935039,2.488830085,0,,,,8497.736179,11211.62027,1.504512627,4.097092383
03-01-2021 15:00,6315.061596,6500.723437,1.150738505,3.133693848,6491.979567,6799.663263,1.166761216,3.177326935,4976.353419,3989.62713,0.915041905,2.491844305,0,,,,8500.76358,11233.04127,1.508372351,4.107603192
03-01-2021 16:00,6294.006203,6455.184055,1.145187002,3.118575982,6495.331586,6802.962599,1.16537418,3.173549754,4976.215526,3988.1736,0.91351491,2.487685987,0,,,,8503.366783,11230.10561,1.506037642,4.101245308
03-01-2021 17:00,6316.524548,6499.496032,1.15145288,3.135639235,6498.897747,6809.561949,1.168402788,3.181797267,4975.526273,3984.901233,0.915181281,2.492223853,0,,,,8506.791457,11243.43834,1.510240942,4.112691745
03-01-2021 18:00,6320.11788,6492.73202,1.149477877,3.130260904,6495.722474,6788.660423,1.16523164,3.173161588,4978.02861,3980.952864,0.913626426,2.487989667,0,,,,8506.031683,11217.63816,1.506735401,4.103145446
03-01-2021 19:00,6310.619109,6484.060391,1.147809564,3.12571775,6502.168074,6812.518937,1.166319483,3.176124006,4981.925065,3995.192121,0.914366044,2.490003798,0,,,,8509.982486,11240.22714,1.507005309,4.10388046
03-01-2021 20:00,6321.812636,6515.564207,1.153898653,3.14229957,6493.225828,6803.694483,1.168970942,3.183344465,4980.68428,3996.872442,0.91732344,2.498057385,0,,,,8506.000852,11252.34059,1.512116762,4.117799981
03-01-2021 21:00,6310.261954,6477.507636,1.148249193,3.126914949,6506.426466,6814.46284,1.167441095,3.179178382,4979.905444,3987.103667,0.914297055,2.489815926,0,,,,8500.614234,11211.70049,1.506352511,4.102102761
03-01-2021 22:00,6301.342646,6470.809414,1.149777091,3.131075724,6516.976166,6847.718568,1.172378911,3.192625055,4985.110894,4002.008829,0.917619196,2.498862788,0,,,,8503.812267,11241.21798,1.511004712,4.114771646
03-01-2021 23:00,6293.182673,6454.938229,1.147069033,3.123701134,6526.024232,6866.539118,1.172603358,3.193236269,4984.818296,4002.707026,0.916611474,2.496118559,0,,,,8507.784032,11248.54658,1.509854344,4.111638959
04-01-2021 00:00,6311.360049,6475.944586,1.148374959,3.127257434,6550.162506,6898.962108,1.174746351,3.199072073,4989.425835,4000.479063,0.915974044,2.494382707,0,,,,8508.014781,11224.62457,1.507641438,4.105612768
04-01-2021 01:00,6322.019155,6499.138433,1.149248447,3.129636119,6559.584494,6920.058451,1.175342026,3.200694215,4991.194972,4005.541554,0.915547651,2.493221553,0,,,,8508.389887,11226.37471,1.506389178,4.102202611
04-01-2021 02:00,6316.118467,6503.582734,1.151410634,3.135524191,6578.457002,6975.53654,1.181708308,3.218030889,4993.478939,4019.128849,0.918461793,2.501157352,0,,,,8508.890472,11256.16491,1.510616844,4.113715402
04-01-2021 03:00,6314.468453,6485.316789,1.15068102,3.133537305,6586.248128,6975.628097,1.182649914,3.220595075,4991.921148,4005.689111,0.917739488,2.499190369,0,,,,8509.261966,11236.37279,1.510444835,4.113246987
04-01-2021 04:00,6309.019755,6476.581217,1.149188916,3.129474005,6600.005623,7006.050267,1.18446584,3.225540208,4987.739013,4000.560931,0.916638667,2.496192611,0,,,,8505.147502,11228.99295,1.509089946,4.109557349
04-01-2021 05:00,6319.07045,6511.070763,1.152606237,3.138780061,6589.199267,6999.909173,1.184467235,3.225544008,4988.181102,4011.059404,0.918154992,2.50032187,0,,,,8498.937365,11237.59887,1.510212519,4.112614343
04-01-2021 06:00,6298.085565,6451.417078,1.147845942,3.125816815,6569.328585,6940.629417,1.180026491,3.213450961,4991.227852,4003.814566,0.917716965,2.499129033,0,,,,8501.667686,11217.90169,1.509474855,4.110605533
04-01-2021 07:00,6305.043549,6453.096557,1.146472057,3.122075447,6551.588209,6891.179679,1.174340316,3.197966355,4990.57728,3995.332728,0.9155332,2.4931822,0,,,,8500.452194,11192.51545,1.505736259,4.100424581
04-01-2021 08:00,6077.267242,6029.266996,1.111233018,3.026112412,6520.722187,6856.474565,1.173415493,3.195447878,4984.940507,4002.266601,0.917892822,2.499607926,0,,,,8496.883879,11228.66565,1.510595785,4.113658055
04-01-2021 09:00,6084.339338,6029.995773,1.11027226,3.023496074,6504.286812,6808.564328,1.168361351,3.181684424,4988.131662,3998.903491,0.916660668,2.496252522,0,,,,8495.811472,11202.36763,1.50752352,4.105291655
04-01-2021 10:00,6088.372374,6030.791269,1.109778916,3.022152598,6493.994472,6779.7622,1.165343274,3.173465591,4990.494694,3998.092665,0.916039325,2.494560479,0,,,,8496.671561,11191.4604,1.506001966,4.101148154
04-01-2021 11:00,6094.509698,6059.084373,1.114589313,3.035252282,6498.78815,6807.565367,1.169997608,3.186140283,4991.210239,4009.55566,0.919153748,2.503041685,0,,,,8499.400128,11229.24821,1.511520092,4.116175128
04-01-2021 12:00,6084.087447,6037.443096,1.111384013,3.026523603,6501.687007,6811.845301,1.169014263,3.183462436,4990.641541,4008.428677,0.917946466,2.499754012,0,,,,8490.823454,11203.96347,1.508151019,4.10700046
04-01-2021 13:00,6094.538401,6045.763441,1.112149985,3.028609498,6481.832657,6758.622942,1.16460494,3.171454958,4988.680425,3996.302923,0.916630623,2.496170705,0,,,,8490.770386,11184.86485,1.506982109,4.103817282
04-01-2021 14:00,6094.343943,6049.120966,1.11315765,3.031353575,6481.483867,6762.418611,1.165727376,3.174511578,4985.297505,3992.940508,0.916955572,2.497055607,0,,,,8491.578439,11194.90165,1.508628558,4.108300895
04-01-2021 15:00,6340.131957,6527.120515,1.153558953,3.141374499,6503.572365,6798.422187,1.167340516,3.178904485,4983.087621,3984.724066,0.914949976,2.491593962,0,,,,8491.588273,11179.62266,1.505900302,4.100871304
04-01-2021 16:00,6351.159695,6558.574738,1.15773207,3.15273874,6473.737282,6748.132552,1.164658261,3.171600161,4986.462224,3995.751071,0.917374184,2.498195572,0,,,,8485.912616,11184.4842,1.50819275,4.107114104
04-01-2021 17:00,6344.647349,6525.415599,1.152895348,3.139567369,6498.29883,6776.177215,1.164955807,3.172410439,4981.306991,3974.605629,0.913486421,2.487608407,0,,,,8484.68544,11146.86102,1.503194813,4.093503709
04-01-2021 18:00,6349.424303,6559.64788,1.15583837,3.147581812,6511.111007,6827.64963,1.169267139,3.184151069,4983.894788,3995.78835,0.915780201,2.493854833,0,,,,8478.612029,11170.16871,1.504784636,4.097833118
04-01-2021 19:00,6360.837408,6571.06263,1.157384742,3.151792898,6526.917308,6847.814073,1.171501753,3.190236376,4986.413449,3992.008071,0.915840788,2.494019824,0,,,,8486.016349,11171.28999,1.505562825,4.099952286
04-01-2021 20:00,6345.060025,6533.426248,1.153573545,3.141414236,6538.324416,6864.187153,1.172276829,3.192347063,4992.432276,3998.394671,0.916046604,2.494580303,0,,,,8483.989899,11155.87705,1.503808178,4.095174027
04-01-2021 21:00,6336.090339,6549.108771,1.156253817,3.14871316,6553.504157,6930.631014,1.179138555,3.211032934,4995.209442,4025.0805,0.920020251,2.505401349,0,,,,8480.175401,11200.3863,1.508460163,4.107842323
04-01-2021 22:00,6337.683315,6522.309226,1.152739569,3.13914315,6583.434032,6959.192993,1.180204996,3.213937068,4995.287211,4005.632272,0.916912048,2.496937082,0,,,,8478.15412,11147.22312,1.503321245,4.093848009
04-01-2021 23:00,6331.94679,6515.000761,1.151268017,3.135135817,6623.239071,7044.200143,1.186321357,3.230593157,4993.563948,4006.275324,0.916277485,2.495209037,0,,,,8477.347273,11149.9082,1.502433575,4.091430704
05-01-2021 00:00,6342.747869,6546.127485,1.15475635,3.144635252,6615.455891,7038.603208,1.186704007,3.231635189,4988.747528,4003.867818,0.916680289,2.496305956,0,,,,8477.206367,11165.78904,1.50452034,4.097113387
05-01-2021 01:00,6332.100808,6511.951353,1.151107415,3.134698466,6604.418671,7002.769136,1.183057901,3.221706104,4994.832795,4006.126596,0.916328089,2.495346844,0,,,,8476.060775,11142.55514,1.502019865,4.090304087
05-01-2021 02:00,6323.257111,6516.677351,1.153160129,3.14028842,6611.186028,7040.815837,1.187843498,3.234738255,4996.371625,4022.736147,0.919430446,2.503795189,0,,,,8472.267029,11170.60269,1.505927971,4.100946651
05-01-2021 03:00,6305.009746,6463.035284,1.14753544,3.124971254,6607.027465,7013.864821,1.184646926,3.226033343,4998.212604,4014.986947,0.917811867,2.499387471,0,,,,8473.78942,11145.83459,1.503001536,4.092977377
05-01-2021 04:00,6308.542419,6473.741327,1.148822623,3.128476515,6616.812264,7037.752941,1.186947843,3.232299205,5000.833876,4021.944227,0.9188442,2.502198723,0,,,,8473.114942,11150.93274,1.503737322,4.094981072
05-01-2021 05:00,6315.424506,6489.818231,1.151631773,3.136126397,6629.118981,7065.675506,1.190743761,3.242636258,5001.671358,4023.848173,0.920216886,2.505936826,0,,,,8466.42199,11142.34287,1.505061342,4.098586645
05-01-2021 06:00,6308.22855,6470.075788,1.14813219,3.126596325,6627.87418,7057.038964,1.188194868,3.235695105,5000.803905,4020.20224,0.91838719,2.500954192,0,,,,8465.176109,11127.22163,1.501724685,4.089500254
05-01-2021 07:00,6306.750652,6477.238752,1.14896568,3.128866087,6612.698498,7036.920288,1.186787505,3.231862572,5000.253611,4025.92595,0.91919058,2.503141986,0,,,,8463.161941,11137.79565,1.502686824,4.092120352
05-01-2021 08:00,6299.27098,6445.146128,1.145590705,3.119675347,6628.977084,7051.475183,1.187320486,3.233313986,5005.633273,4023.875908,0.91843211,2.501076519,0,,,,8459.218346,11101.16934,1.499350044,4.083033625
05-01-2021 09:00,6303.391717,6474.490654,1.148407459,3.127345939,6634.431856,7085.276915,1.190285955,3.241389559,5003.553346,4034.584061,0.919760394,2.504693704,0,,,,8456.338604,11127.10059,1.501302662,4.088351
05-01-2021 10:00,6309.326403,6476.125969,1.149341691,3.129890042,6624.948866,7054.982966,1.188654648,3.236947179,5006.830135,4032.620681,0.920229979,2.505972479,0,,,,8462.61873,11128.05118,1.502416214,4.091383427
05-01-2021 11:00,6314.436385,6482.88994,1.149827477,3.131212936,6642.450467,7087.083617,1.191156274,3.243759614,5006.698124,4030.139976,0.919848605,2.50493392,0,,,,8465.536499,11129.57036,1.502400524,4.091340699
05-01-2021 12:00,6305.557968,6470.112389,1.148557208,3.127753737,6642.190178,7092.192036,1.191469514,3.244612631,5012.422402,4043.53269,0.921134233,2.508434945,0,,,,8471.291857,11149.67996,1.503492226,4.094313624
05-01-2021 13:00,6308.164447,6493.555871,1.150976086,3.134340829,6651.416979,7131.138453,1.195099875,3.254498839,5016.634106,4063.115243,0.923563104,2.515049254,0,,,,8474.804152,11186.31465,1.506437407,4.10233395
05-01-2021 14:00,6308.310763,6500.223594,1.151596027,3.136029054,6636.003285,7106.841176,1.193217408,3.2493725,5017.043112,4068.308467,0.924193935,2.516767133,0,,,,8475.157364,11196.96543,1.507252116,4.104552567
05-01-2021 15:00,6312.637494,6494.365047,1.150266134,3.132407487,6606.396078,7030.519886,1.186131478,3.230076079,5020.271204,4064.428547,0.923123631,2.51385248,0,,,,8476.971692,11177.51449,1.504962798,4.09831829
05-01-2021 16:00,6309.300047,6502.880312,1.151844492,3.136705674,6587.206358,7007.90582,1.185117127,3.227313793,5018.961321,4072.093264,0.924646388,2.517999256,0,,,,8478.83781,11207.11702,1.50800487,4.106602467
05-01-2021 17:00,6324.790742,6527.130974,1.152452153,3.138360459,6596.707743,7020.240623,1.184623839,3.225970471,5024.513225,4077.826994,0.923992154,2.516217644,0,,,,8479.651227,11195.73436,1.505351812,4.099377654
05-01-2021 18:00,6314.358416,6517.724108,1.153212504,3.140431048,6582.089646,7002.540477,1.184756223,3.226330979,5025.5526,4086.243272,0.926181639,2.522180054,0,,,,8474.155978,11203.24393,1.507832754,4.106133762
05-01-2021 19:00,6306.479864,6492.723437,1.150702987,3.133597126,6594.778107,7018.144956,1.185683743,3.228856805,5024.624956,4078.477639,0.925082994,2.51918822,0,,,,8477.073033,11194.91826,1.506811689,4.103353194
05-01-2021 20:00,6308.817523,6502.107871,1.15204725,3.137257827,6574.305325,6981.772366,1.18328578,3.222326664,5031.704671,4093.562964,0.927161486,2.524848375,0,,,,8474.427556,11198.0479,1.507817457,4.106092106
05-01-2021 21:00,6302.84143,6470.420793,1.146619685,3.122477468,6569.595488,6950.946461,1.177973201,3.207859437,5031.835408,4082.283337,0.923756233,2.515575183,0,,,,8471.403523,11155.55405,1.501584079,4.089117354
05-01-2021 22:00,6301.425966,6471.79633,1.146918611,3.123291503,6592.588201,7001.992359,1.182378195,3.219855129,5029.002659,4080.105248,0.923660572,2.51531468,0,,,,8645.128561,11565.46486,1.528958006,4.163662097
05-01-2021 23:00,6285.280509,6439.548326,1.14510743,3.118359293,6575.648831,6967.416317,1.180506552,3.214758266,5028.036951,4077.762243,0.924173605,2.516711772,0,,,,8644.950452,11567.53702,1.530382954,4.167542521
06-01-2021 00:00,6289.943035,6478.682496,1.149307601,3.129797208,6608.610184,7066.680266,1.189467122,3.239159712,5028.319018,4098.486452,0.9270664,2.524589436,0,,,,8643.399897,11612.87727,1.534445171,4.178604758
