,CMP_SPEED_1,POWER_1,FUEL_FLOW_1,CO2_1,CMP_SPEED_2,POWER_2,FUEL_FLOW_2,CO2_2,CMP_SPEED_3,POWER_3,FUEL_FLOW_3,CO2_3,CMP_SPEED_4,POWER_4,FUEL_FLOW_4,CO2_4,CMP_SPEED_5,POWER_5,FUEL_FLOW_5,CO2_5,CMP_SPEED_6,POWER_6,FUEL_FLOW_6,CO2_6
02-01-2021 20:00,0,,,,7444.146717,8478.361111,1.380643302,3.288548005,6774.396471,7056.393556,1.271135287,3.027711362,0,,,,10000,14429.96885,1.795812833,4.277438423,8430.870124,10645.10821,1.544539886,3.678932533
02-01-2021 21:00,0,,,,7438.535009,8465.780204,1.379551822,3.285948213,6753.252497,7013.184808,1.267281248,3.018531442,0,,,,9999.598875,14428.03739,1.795570039,4.276860112,8447.263785,10681.86159,1.547066655,3.684951031
02-01-2021 22:00,0,,,,7450.967698,8502.395862,1.386378456,3.302208542,6753.432369,7019.449786,1.271389649,3.028317224,0,,,,10000,14449.95348,1.801796519,4.291690936,8463.148537,10730.41806,1.554813934,3.70340424
02-01-2021 23:00,0,,,,7449.881552,8500.434909,1.386359293,3.302162897,6757.599872,7027.816526,1.272224475,3.030305692,0,,,,10000,14449.85802,1.80182724,4.291764111,8475.977778,10759.80166,1.557011827,3.708639391
03-01-2021 00:00,0,,,,7408.655351,8401.554765,1.37812634,3.282552865,6760.840923,7025.596988,1.271798314,3.029290622,0,,,,10000,14432.3439,1.800308737,4.288147196,8469.958708,10732.93529,1.554748232,3.703247746
03-01-2021 01:00,0,,,,7422.543261,8411.967004,1.379085948,3.284838549,6754.859549,6996.471228,1.269404677,3.023589229,0,,,,10000,14402.44909,1.798645916,4.28418653,8450.23657,10663.71396,1.549896967,3.69169254
03-01-2021 02:00,0,,,,7399.810914,8342.506492,1.373068692,3.270506075,6754.457848,6977.124221,1.267324282,3.018633946,0,,,,9999.641228,14367.54211,1.7959747,4.277823972,8429.11045,10588.53354,1.543986241,3.677613807
03-01-2021 03:00,0,,,,7374.920641,8308.370265,1.371980797,3.267914823,6742.751298,6969.09222,1.26812013,3.020529573,0,,,,10000,14400.72846,1.800117526,4.287691753,8430.01383,10614.49775,1.547645608,3.686330037
03-01-2021 04:00,0,,,,7381.193978,8301.065859,1.371076627,3.265761184,6743.26602,6952.142576,1.266372641,3.016367236,0,,,,10000,14367.66968,1.797712839,4.281964039,8430.249365,10589.72934,1.545651075,3.681579269
03-01-2021 05:00,0,,,,7383.882492,8331.029407,1.375079855,3.275296455,6752.983634,6992.230468,1.271377016,3.028287135,0,,,,10000,14408.7483,1.802335607,4.292974989,8424.098585,10605.97269,1.548526299,3.68842775
03-01-2021 06:00,0,,,,7376.734336,8285.384712,1.371059997,3.265721573,6760.835672,6981.468095,1.27014882,3.0253617,0,,,,10000,14360.60783,1.799053746,4.285157938,8421.192041,10561.20278,1.545015597,3.680065626
03-01-2021 07:00,0,,,,7387.587897,8322.10132,1.375757322,3.276910111,6765.066124,7001.138628,1.273535399,3.033428178,0,,,,9999.879598,14384.98138,1.802806824,4.294097379,8430.358511,10599.24142,1.549699275,3.691221657
03-01-2021 08:00,0,,,,7402.929773,8319.345623,1.373358321,3.27119594,6774.422118,6990.027041,1.270571431,3.026368315,0,,,,9997.98567,14321.01786,1.796027929,4.27795076,8417.854692,10525.89009,1.541956861,3.672780037
03-01-2021 09:00,0,,,,7410.158354,8334.535073,1.376171244,3.27789603,6767.996994,6975.69377,1.270784273,3.026875283,0,,,,9996.422863,14319.93339,1.798087896,4.282857385,8437.398517,10569.89762,1.546879897,3.684506195
03-01-2021 10:00,0,,,,7430.161527,8376.097873,1.380546829,3.288318215,6760.239869,6958.70986,1.270297008,3.025714667,0,,,,9995.203729,14317.04189,1.799227567,4.285571962,8434.102171,10561.22052,1.547469719,3.685911088
03-01-2021 11:00,0,,,,7439.451323,8363.387654,1.378533127,3.283521789,6762.823399,6935.855061,1.267371081,3.018745417,0,,,,9995.48488,14265.03051,1.794700132,4.274788085,8432.017394,10515.59484,1.543040317,3.675360716
03-01-2021 12:00,0,,,,7448.936255,8423.642472,1.385834704,3.300913381,6766.769466,6977.737256,1.273295632,3.032857077,0,,,,9998.471368,14339.12488,1.80239395,4.293113954,8441.945019,10588.48071,1.550978667,3.694269036
03-01-2021 13:00,0,,,,7471.534205,8453.54339,1.387535768,3.304965138,6766.99423,6962.513544,1.271304536,3.028114495,0,,,,9998.910991,14310.53699,1.799752277,4.286821768,8420.532205,10516.89841,1.545060199,3.680171863
03-01-2021 14:00,0,,,,7472.323834,8444.309034,1.387453387,3.304768915,6764.389206,6947.527462,1.270575205,3.026377303,0,,,,9999.043082,14295.72154,1.79973452,4.286779472,8434.304939,10535.04099,1.54717753,3.685215124
03-01-2021 15:00,0,,,,7493.805865,8486.817853,1.393064301,3.318133524,6771.669242,6957.756549,1.273427297,3.033170689,0,,,,9998.146294,14291.5905,1.802222527,4.292705644,8434.320695,10530.78796,1.549236614,3.690119648
03-01-2021 16:00,0,,,,7482.212245,8456.680259,1.389208533,3.308949489,6775.596088,6961.967638,1.272486043,3.03092872,0,,,,9997.650507,14279.8642,1.79967168,4.286629793,8439.524843,10536.17389,1.548060347,3.687317902
03-01-2021 17:00,0,,,,7513.832605,8506.14998,1.394782338,3.32222571,6777.931354,6949.801243,1.272886707,3.03188306,0,,,,0,,,,8444.312326,10524.67853,1.548992624,3.68953849
03-01-2021 18:00,0,,,,7505.171821,8474.403907,1.391767921,3.315045683,6796.798331,6976.478197,1.274775294,3.036381478,0,,,,0,,,,8435.407088,10488.0717,1.545790866,3.681912237
03-01-2021 19:00,0,,,,7520.278923,8507.881327,1.394582104,3.321748772,6793.046696,6969.929565,1.274257855,3.035148991,0,,,,0,,,,8443.051789,10506.95906,1.547326556,3.685570088
03-01-2021 20:00,0,,,,7547.055327,8537.382742,1.396444425,3.326184626,6795.468695,6951.073718,1.272146227,3.030119315,0,,,,0,,,,8433.981568,10452.11322,1.542702938,3.674557115
03-01-2021 21:00,0,,,,7516.186431,8505.220747,1.396072538,3.325298831,6798.523624,6984.73125,1.277123847,3.041975484,0,,,,0,,,,8427.035485,10477.77087,1.546986022,3.684758972
03-01-2021 22:00,0,,,,7537.249901,8532.003636,1.39899591,3.332261998,6794.854023,6960.919219,1.275675838,3.038526479,0,,,,0,,,,8437.689661,10479.20869,1.547847962,3.686812023
03-01-2021 23:00,0,,,,7558.271073,8560.003739,1.400235188,3.335213827,6801.440891,6960.090754,1.274680247,3.036155086,0,,,,0,,,,8438.752252,10460.86358,1.545422874,3.681035717
04-01-2021 00:00,0,,,,7563.015581,8574.844218,1.402154365,3.339785107,6803.346536,6967.673701,1.276058051,3.03943687,0,,,,0,,,,8431.143331,10449.14894,1.545317236,3.680784098
04-01-2021 01:00,0,,,,7516.006084,8469.696112,1.39362346,3.319465383,6798.121707,6953.142152,1.274750172,3.03632164,0,,,,0,,,,8449.363257,10484.37738,1.547810267,3.686722238
04-01-2021 02:00,0,,,,7517.704827,8466.26662,1.394956861,3.322641406,6810.261519,6970.199407,1.277837313,3.043674887,0,,,,0,,,,8452.430509,10482.27299,1.549435623,3.690593667
04-01-2021 03:00,0,,,,7743.215831,8935.360558,1.43091294,3.408285027,6810.881433,6960.510874,1.275645649,3.038454573,0,,,,0,,,,8444.30261,10447.23577,1.545364479,3.680896628
04-01-2021 04:00,0,,,,7756.120561,8986.206279,1.437193344,3.423244292,6809.580175,6975.639291,1.27909345,3.046666873,0,,,,0,,,,8460.430633,10510.58202,1.552474407,3.697831733
04-01-2021 05:00,0,,,,7749.830978,8940.03706,1.431953192,3.410762798,6809.071899,6948.302722,1.275229939,3.037464395,0,,,,0,,,,8449.024884,10446.14289,1.546050366,3.682530339
04-01-2021 06:00,0,,,,7749.217581,8936.120087,1.432851983,3.412903625,6805.683933,6938.579914,1.27552933,3.038177513,0,,,,0,,,,8461.052431,10469.96085,1.549118136,3.689837445
04-01-2021 07:00,0,,,,7752.92157,8960.576466,1.436053776,3.420529961,6800.454454,6940.992017,1.276828752,3.041272599,0,,,,0,,,,8473.500296,10517.28467,1.553907417,3.701245012
04-01-2021 08:00,0,,,,7760.906258,8958.340744,1.434548227,3.4169439,6800.400108,6925.885211,1.274272697,3.035184343,0,,,,0,,,,8454.736406,10451.89863,1.547637074,3.686309711
04-01-2021 09:00,0,,,,7753.117839,8941.851058,1.434144859,3.41598312,6800.751854,6926.043234,1.275095317,3.037143739,0,,,,0,,,,8466.07785,10477.1566,1.550420607,3.692939794
04-01-2021 10:00,0,,,,7774.207158,8981.985458,1.43779744,3.424683185,6806.044432,6932.139992,1.276159751,3.039679109,0,,,,0,,,,8463.002973,10463.89583,1.550044308,3.69204349
04-01-2021 11:00,0,,,,7763.586617,8955.357024,1.435002805,3.418026658,6787.598399,6892.750664,1.272019913,3.029818448,0,,,,0,,,,8464.375664,10462.71949,1.549170257,3.689961592
04-01-2021 12:00,0,,,,7770.337383,8974.781302,1.437722931,3.424505713,6772.455633,6865.56644,1.270610038,3.026460274,0,,,,0,,,,8472.464868,10486.25291,1.552123982,3.696997057
04-01-2021 13:00,0,,,,7771.722104,8964.296689,1.437776683,3.424633744,6777.46836,6863.725954,1.271174132,3.027803886,0,,,,0,,,,8463.814768,10449.85114,1.550267616,3.692575388
04-01-2021 14:00,0,,,,7772.227318,8975.997827,1.43855855,3.426496071,6774.348306,6866.698259,1.271352825,3.028229515,0,,,,0,,,,8470.219515,10476.99544,1.552081848,3.696896697
04-01-2021 15:00,0,,,,7739.888127,8897.435122,1.432023808,3.410930998,6778.308099,6867.635751,1.271156557,3.027762025,0,,,,0,,,,8477.142262,10482.0591,1.552124097,3.696997329
04-01-2021 16:00,0,,,,7734.845291,8893.060236,1.432006919,3.410890771,6786.026753,6888.241844,1.27327196,3.032800693,0,,,,0,,,,8456.323538,10442.69554,1.549560379,3.690890821
04-01-2021 17:00,0,,,,7721.233778,8836.843574,1.426074607,3.396760624,6785.11073,6864.64044,1.269791371,3.024510295,0,,,,0,,,,8434.04669,10360.95216,1.541936597,3.672731771
04-01-2021 18:00,0,,,,7686.764832,8763.765552,1.420000144,3.382291888,6792.976626,6881.171644,1.271118438,3.027671229,0,,,,0,,,,8444.702687,10385.3643,1.543433394,3.676296983
04-01-2021 19:00,0,,,,7666.572105,8722.935251,1.417442217,3.376199174,6789.901162,6876.579184,1.271363617,3.028255219,0,,,,0,,,,8443.556622,10385.47623,1.544241379,3.67822152
04-01-2021 20:00,0,,,,7678.348013,8750.076024,1.419863637,3.381966741,6784.892977,6868.090087,1.270784429,3.026875653,0,,,,0,,,,8416.227094,10326.60395,1.540183106,3.668555139
04-01-2021 21:00,0,,,,7696.108975,8800.142759,1.424334544,3.392615976,6791.021324,6890.086901,1.273184974,3.032593502,0,,,,0,,,,8413.235268,10333.75354,1.541219007,3.671022547
04-01-2021 22:00,0,,,,7698.094576,8786.517665,1.421982793,3.38701435,6797.202257,6887.971065,1.271815211,3.02933087,0,,,,0,,,,8424.12801,10336.42052,1.539952829,3.668006641
04-01-2021 23:00,0,,,,7724.837593,8858.055272,1.430031891,3.40618646,6802.531033,6908.989812,1.275873611,3.038997555,0,,,,0,,,,8425.747619,10356.62319,1.544006635,3.677662385
05-01-2021 00:00,0,,,,7758.234001,8920.672848,1.434259248,3.416255583,6805.294896,6907.121635,1.274981822,3.036873406,0,,,,0,,,,8436.917507,10370.51182,1.544210847,3.678148797
05-01-2021 01:00,0,,,,7753.339746,8928.708578,1.436192084,3.420859396,6787.347237,6885.277299,1.274172985,3.034946841,0,,,,0,,,,8448.995611,10419.46882,1.549212183,3.690061455
05-01-2021 02:00,0,,,,7748.256379,8901.937052,1.432890704,3.412995855,6776.743381,6851.693967,1.270121049,3.025295552,0,,,,0,,,,8434.111852,10367.18807,1.544128317,3.677952219
05-01-2021 03:00,0,,,,7754.540271,8924.924334,1.433971992,3.415571368,6774.541321,6856.036544,1.26988494,3.024733165,0,,,,0,,,,8436.316607,10383.47874,1.544522711,3.678891623
05-01-2021 04:00,0,,,,7726.276304,8853.338129,1.427976414,3.40129053,6766.543204,6831.497293,1.267377569,3.01876087,0,,,,0,,,,8447.564429,10395.80899,1.545051414,3.680150939
05-01-2021 05:00,0,,,,7719.142039,8862.296131,1.429059146,3.403869483,6766.262484,6850.754186,1.269455334,3.02370989,0,,,,0,,,,8447.917952,10425.26976,1.547585608,3.686187124
05-01-2021 06:00,0,,,,7700.890072,8822.616903,1.426041004,3.396680585,6766.050405,6849.850229,1.269491459,3.023795936,0,,,,0,,,,8438.732795,10403.99462,1.546146724,3.682759852
05-01-2021 07:00,0,,,,7708.699518,8833.978381,1.426229915,3.39713055,6755.608028,6825.097089,1.266631851,3.016984649,0,,,,0,,,,8450.943388,10424.84532,1.54684674,3.684427217
05-01-2021 08:00,0,,,,7725.772317,8875.514406,1.43088573,3.408220215,6739.866603,6796.372856,1.26525651,3.013708728,0,,,,0,,,,8436.767027,10397.82505,1.546338454,3.683216534
05-01-2021 09:00,0,,,,7719.420439,8849.186034,1.426851153,3.398610276,6726.07488,6759.839912,1.260205324,3.001677332,0,,,,0,,,,8445.34782,10402.96259,1.544693386,3.679298154
05-01-2021 10:00,0,,,,7729.955806,8879.143155,1.429838905,3.405726786,6725.904211,6764.862733,1.261231533,3.004121654,0,,,,0,,,,8423.613315,10362.83502,1.542454095,3.673964396
05-01-2021 11:00,0,,,,7715.251042,8855.161942,1.426872592,3.398661341,6730.652428,6781.487341,1.261708053,3.005256676,0,,,,0,,,,8416.510674,10355.66229,1.540715193,3.669822514
05-01-2021 12:00,0,,,,7720.214049,8886.52728,1.429671127,3.405327158,6724.499917,6786.308613,1.262457691,3.007042235,0,,,,0,,,,8421.979718,10392.97661,1.543870648,3.677338479
05-01-2021 13:00,0,,,,7717.409341,8873.781998,1.428290255,3.402038066,6721.911281,6776.089035,1.261271569,3.004217015,0,,,,0,,,,8431.431672,10407.09966,1.544603163,3.679083251
05-01-2021 14:00,0,,,,7728.473702,8886.686342,1.428046452,3.401457352,6708.046989,6740.476613,1.256954213,2.993933525,0,,,,0,,,,8432.698951,10397.08443,1.542524526,3.674132155
05-01-2021 15:00,0,,,,7700.309533,8868.653791,1.428822176,3.403305045,6704.631997,6767.215267,1.261337749,3.004374651,0,,,,0,,,,8437.897738,10459.19851,1.549430265,3.690580905
05-01-2021 16:00,0,,,,7731.227793,8902.098664,1.429330968,3.404516936,6700.075747,6732.491985,1.256325113,2.992435074,0,,,,0,,,,8432.587464,10408.00986,1.543446772,3.67632885
05-01-2021 17:00,0,,,,7730.965294,8921.487236,1.430506753,3.407317531,6689.044935,6727.190868,1.255553841,2.990597985,0,,,,0,,,,8444.389147,10458.44517,1.546749511,3.684195628
05-01-2021 18:00,0,,,,7712.513057,8869.816714,1.425171252,3.394608925,6702.959205,6746.098639,1.256139454,2.991992854,0,,,,0,,,,8439.543635,10434.06283,1.543653087,3.67682027
05-01-2021 19:00,0,,,,7682.052944,8830.500161,1.424496506,3.393001752,6694.731242,6749.301963,1.258596396,2.997845034,0,,,,0,,,,8431.649999,10447.483,1.547324942,3.685566245
05-01-2021 20:00,0,,,,7674.394984,8823.149796,1.421378128,3.385574101,6698.101209,6765.325829,1.257703853,2.995719089,0,,,,0,,,,8445.701294,10490.60086,1.547671521,3.686391761
05-01-2021 21:00,0,,,,7685.881368,8849.595726,1.42403729,3.391907946,6694.914473,6759.933625,1.257743911,2.995814503,0,,,,0,,,,8437.305976,10473.42978,1.547082729,3.68498932
05-01-2021 22:00,0,,,,7689.640535,8870.373123,1.424869299,3.393889706,6702.468936,6786.465242,1.259450762,2.999880045,0,,,,0,,,,8404.887362,10415.90445,1.54205449,3.673012578
05-01-2021 23:00,0,,,,7675.744764,8849.127238,1.423008407,3.389457254,6702.903282,6794.791656,1.260070375,3.001355899,0,,,,0,,,,8392.093332,10397.32386,1.540557008,3.669445734
06-01-2021 00:00,0,,,,7661.490132,8818.267554,1.421043292,3.384776556,6701.160529,6790.860648,1.260082332,3.001384377,0,,,,0,,,,8404.461848,10425.07033,1.54303069,3.675337785
06-01-2021 01:00,0,,,,7669.143055,8827.126422,1.419845172,3.38192276,6719.387888,6822.41661,1.26122377,3.004103163,0,,,,0,,,,8408.037742,10424.54423,1.540995644,3.670490518
06-01-2021 02:00,0,,,,7661.939093,8836.258585,1.421073682,3.384848943,6723.063861,6849.966347,1.264130396,3.011026443,0,,,,0,,,,8398.537996,10432.72968,1.542092941,3.673104166
06-01-2021 03:00,0,,,,7639.023619,8789.248669,1.417139771,3.375478777,6721.34486,6848.545918,1.263849281,3.010356856,0,,,,0,,,,8381.956364,10397.96698,1.539384964,3.666654047
06-01-2021 04:00,0,,,,7640.963262,8817.311627,1.419254448,3.380515717,6723.028374,6871.884272,1.265812253,3.015032451,0,,,,0,,,,8360.586384,10378.47489,1.537831982,3.662955006
06-01-2021 05:00,0,,,,7628.526448,8765.549259,1.412291114,3.363929784,6719.247396,6845.179816,1.260847961,3.003208025,0,,,,0,,,,8369.139022,10368.08068,1.53397824,3.653775795
06-01-2021 06:00,0,,,,7634.282367,8796.079333,1.415461591,3.371481529,6712.657075,6846.742864,1.261648758,3.00511544,0,,,,0,,,,8381.290623,10417.26601,1.538374583,3.664247425
06-01-2021 07:00,0,,,,7631.762844,8774.478924,1.412324562,3.364009453,6707.935537,6824.613925,1.25838385,2.997338773,0,,,,0,,,,8357.761733,10345.64331,1.531668674,3.648274651
06-01-2021 08:00,0,,,,7625.379783,8780.917986,1.412558655,3.36456704,6714.073871,6854.772143,1.260906535,3.003347543,0,,,,0,,,,8364.254043,10384.54215,1.534122233,3.654118773
06-01-2021 09:00,0,,,,7629.759889,8823.948251,1.417074882,3.375324219,6712.195284,6878.261767,1.264019164,3.010761501,0,,,,0,,,,8349.397055,10390.61147,1.535756546,3.658011535
06-01-2021 10:00,0,,,,7632.384759,8789.98849,1.41199741,3.363230212,6716.133766,6854.758131,1.259769233,3.000638609,0,,,,0,,,,8323.75317,10286.30385,1.525622548,3.633873412
06-01-2021 11:00,0,,,,7656.377089,8871.569021,1.418111161,3.377792526,6719.011791,6885.986581,1.262258089,3.006566804,0,,,,0,,,,8309.572192,10290.29565,1.525674386,3.633996883
06-01-2021 12:00,0,,,,7659.364611,8912.102233,1.422817847,3.389003361,6715.987201,6907.013734,1.265409972,3.01407426,0,,,,0,,,,8329.346506,10375.14838,1.533478552,3.652585593
06-01-2021 13:00,5530.575284,4657.648007,1.045314304,2.489829389,7650.587474,8895.706341,1.421043292,3.384776558,6708.662336,6894.480044,1.263815312,3.010275945,0,,,,0,,,,8329.865478,10379.35326,1.533297451,3.652154227
06-01-2021 14:00,5527.479959,4647.94017,1.042601829,2.483368557,7672.403698,8931.735926,1.421631861,3.386178466,6706.496587,6882.173196,1.260750642,3.002976223,0,,,,0,,,,8315.653029,10335.08795,1.527741283,3.638920016
06-01-2021 15:00,5540.454229,4683.806598,1.047577887,2.495221006,7670.380678,8951.337531,1.424759985,3.393629331,6701.620775,6890.964674,1.262951685,3.008218877,0,,,,0,,,,8308.587544,10346.92066,1.530334257,3.645096209
06-01-2021 16:00,5548.754001,4690.45669,1.046658893,2.493032058,7683.345149,8962.684937,1.423563908,3.390780401,6702.738,6880.587574,1.260123112,3.001481512,0,,,,0,,,,8302.571359,10314.30986,1.525729083,3.634127166
