Unnamed: 0,CMP_SPEED_1,POWER_1,FUEL_FLOW_1,CO2_1,CMP_SPEED_2,POWER_2,FUEL_FLOW_2,CO2_2,CMP_SPEED_3,POWER_3,FUEL_FLOW_3,CO2_3,CMP_SPEED_4,POWER_4,FUEL_FLOW_4,CO2_4,CMP_SPEED_5,POWER_5,FUEL_FLOW_5,CO2_5,CMP_SPEED_6,POWER_6,FUEL_FLOW_6,CO2_6,THERMAL_EFF
02-01-2021 8.00,4759.406912,3839.409941,0.939186668,2.382630886,6065.808244,6334.016157,1.183785362,3.003155454,8722.946677,12614.966,1.670892192,4.238901037,6024.476751,6335.911817,1.190856828,3.021095118,7809.291779,10199.70075,1.48430615,3.765549275,8006.607918,10862.06663,1.54135061,3.910265863,31.956083553346993
02-01-2021 9.00,4749.09562,3824.297761,0.938757208,2.381541383,6072.433895,6354.032958,1.18708339,3.01152225,8727.699537,12641.64182,1.674745766,4.248677203,6022.377365,6337.65751,1.192564175,3.025426501,7811.821269,10217.02628,1.487369738,3.773321316,7987.362994,10827.08519,1.540876322,3.909062637,31.94443227406232
02-01-2021 10.00,4737.944683,3813.78311,0.937230274,2.377667691,6069.214797,6359.986272,1.187223468,3.011877616,8733.322819,12677.38369,1.676599088,4.253378912,6025.140275,6356.774619,1.193877808,3.028759069,7804.566137,10217.96722,1.486971391,3.772310746,7986.007256,10843.52018,1.541475162,3.910581841,31.9559326358967
02-01-2021 11.00,4730.176625,3777.501816,0.932229177,2.364980365,6070.609872,6328.128614,1.183297843,3.001918663,8722.749468,12586.95173,1.669158487,4.234502787,6027.915723,6326.616128,1.190051941,3.019053194,7795.517678,10144.51709,1.480359623,3.755537294,7983.619193,10780.77662,1.535711377,3.895959646,31.86792245574768
02-01-2021 12.00,4702.239289,3737.201702,0.928602504,2.355779827,6064.3327,6328.570428,1.184583961,3.005181428,8735.202492,12645.02589,1.674631417,4.24838711,6027.622455,6339.871077,1.192512543,3.025295515,7798.582715,10173.76761,1.483978469,3.764717977,7998.982027,10841.19422,1.541498362,3.910640698,31.881872316919914
02-01-2021 13.00,4705.037891,3734.732197,0.92789557,2.3539864,6048.10129,6283.725284,1.180009603,2.993576697,8746.286447,12651.69223,1.674364409,4.247709735,6014.766808,6301.495197,1.188533572,3.01520123,7804.562472,10170.69308,1.483169667,3.76266612,7998.306953,10820.51825,1.539415986,3.905357899,31.889618127297215
02-01-2021 14.00,4702.155039,3745.313536,0.929160239,2.35719475,6048.04015,6306.799021,1.182157347,2.999025329,8771.174954,12756.073,1.681369462,4.265480917,6015.238136,6326.258603,1.190771586,3.020878867,7811.912629,10221.24064,1.486803785,3.771885546,8016.768441,10902.43428,1.54517959,3.919979636,31.9697735299695
02-01-2021 15.00,4702.005493,3728.409011,0.926593465,2.350683077,6043.367305,6271.922981,1.178302289,2.989245398,8777.642035,12725.53545,1.678397214,4.257940593,6014.182477,6297.71261,1.187448086,3.01244745,7823.846115,10210.94719,1.485168224,3.767736278,8023.726773,10876.92541,1.542456534,3.913071492,31.972749578433646
02-01-2021 16.00,4687.34725,3709.994943,0.924886913,2.346353712,6042.397976,6280.836898,1.179596253,2.992528067,8762.581105,12708.37714,1.677930215,4.256755861,6022.730191,6326.752765,1.190529532,3.020264799,7820.662614,10220.64219,1.486504331,3.771125858,8036.663614,10927.11234,1.546645108,3.923697521,31.974341595504217
02-01-2021 17.00,4663.919062,3663.460624,0.918952714,2.33129919,6045.52325,6277.10485,1.178601269,2.990003883,8729.87027,12606.44205,1.67031742,4.237442893,6022.8816,6316.627493,1.188936701,3.016223931,7809.882049,10178.96675,1.48267296,3.76140602,8036.916905,10910.66016,1.544681038,3.918714856,31.92625170092312
02-01-2021 18.00,4689.574845,3706.662833,0.924947912,2.34650846,6055.046353,6296.736296,1.181569223,2.997533312,8733.82762,12619.88194,1.672866528,4.243909749,6018.704559,6307.236085,1.189299808,3.017145099,7799.214635,10156.40813,1.482633111,3.761304928,8046.370033,10935.24934,1.547950318,3.927008721,31.856352947056664
02-01-2021 19.00,4666.247502,3668.135684,0.920038757,2.334054381,6048.589463,6284.994252,1.179901705,2.993302971,8711.485685,12565.70292,1.668554467,4.232970443,6017.028942,6305.416129,1.188477337,3.015058567,7796.861472,10152.483,1.481651476,3.758814607,8040.91331,10923.67122,1.54637924,3.92302304,31.865139032261837
02-01-2021 20.00,4436.725625,3291.229928,0.87618333,2.222797164,6039.78961,6284.766276,1.180961534,2.99599166,8717.401901,12614.02167,1.673147653,4.244622938,6023.762762,6337.326745,1.192437702,3.025105651,7809.18322,10208.949,1.486966285,3.772297795,8034.834368,10938.63315,1.548689297,3.928883444,31.927838458093692
02-01-2021 21.00,4436.725625,3279.823025,0.874478383,2.218471871,6039.151429,6264.246594,1.178682803,2.990210728,8713.188389,12568.39136,1.669585575,4.23558627,6023.858783,6317.51924,1.190204741,3.019440833,7820.078519,10205.64195,1.486209735,3.770378494,8048.571981,10939.35655,1.548143031,3.927497616,31.933743362112878
02-01-2021 22.00,4436.725625,3286.37856,0.875763663,2.221732508,6049.139767,6296.908063,1.182316994,2.999430338,8740.021785,12658.7628,1.676412639,4.252905908,6014.928713,6311.039377,1.19028106,3.019634447,7816.81061,10216.4618,1.487812442,3.774444417,8040.396819,10939.7675,1.549004675,3.929683529,31.933162720856778
02-01-2021 23.00,4436.725625,3276.293269,0.873397844,2.215730642,6051.308696,6282.724373,1.179542033,2.992390516,8740.889214,12624.27658,1.67214321,4.242074757,6021.192956,6305.203633,1.188311483,3.014637811,7812.987498,10177.76923,1.483227852,3.762813729,8046.728958,10922.96836,1.545943248,3.921916969,31.910553128655373
03-01-2021 0.00,4436.725625,3282.328551,0.874980623,2.219746006,6040.778695,6272.38827,1.179697788,2.992785653,8751.897565,12675.27849,1.677034934,4.254484615,6019.764474,6313.59253,1.19017664,3.019369544,7805.443199,10178.45341,1.484569151,3.766216484,8048.273594,10946.51228,1.548910553,3.92944475,31.88386532669708
03-01-2021 1.00,4436.725625,3274.424443,0.874592841,2.218762238,6036.17777,6251.01844,1.178528124,2.989818322,8775.174064,12714.79779,1.680645757,4.263644943,6014.116901,6289.004856,1.188689387,3.015596518,7808.081819,10168.08649,1.484726633,3.766616,8060.424025,10957.2103,1.550573688,3.93366397,31.84801267868641
03-01-2021 2.00,4436.725625,3268.382199,0.873673256,2.216429336,6036.420307,6241.324936,1.177409274,2.986979902,8786.653167,12724.31893,1.68086653,4.264205024,6013.190945,6276.528976,1.187312422,3.012103284,7808.732848,10154.1761,1.483432556,3.763333045,7789.105587,10285.95503,1.502606909,3.811976631,31.832187899987733
03-01-2021 3.00,4436.725625,3280.545816,0.875921913,2.222133973,6042.600338,6275.381852,1.181516626,2.997399879,8763.755522,12707.06073,1.681145301,4.264912241,6012.648282,6297.063478,1.190134825,3.019263463,7805.13414,10178.38295,1.486385265,3.770823799,7793.042449,10329.26125,1.506951262,3.822997856,31.84468813474216
03-01-2021 4.00,4436.725625,3273.611565,0.874221791,2.21782092,6041.401865,6259.985968,1.179041056,2.991119584,8781.007272,12724.36746,1.680694384,4.263768304,6010.378021,6279.122862,1.187345886,3.012188178,7804.965092,10157.12416,1.483489866,3.763478435,7797.277983,10318.37594,1.504810744,3.817567558,31.840199638757603
03-01-2021 5.00,4436.725625,3275.656712,0.875609005,2.221340154,6040.186241,6263.181052,1.18084665,2.995700209,8796.33444,12776.64723,1.686127994,4.277552878,6012.136518,6288.061486,1.18964895,3.018030841,7799.101765,10153.96431,1.485092446,3.767544035,7797.199638,10328.39585,1.507376147,3.824075752,31.79594582149961
03-01-2021 6.00,4436.725625,3271.961495,0.874830157,2.219364288,6055.607988,6288.21371,1.182679464,3.000349893,8795.975087,12763.27125,1.684706127,4.27394573,6008.46451,6273.725284,1.187933961,3.013680071,7801.111355,10148.28614,1.484158287,3.765174158,7806.246747,10339.40397,1.507652953,3.824777984,31.798167114262217
03-01-2021 7.00,4436.725625,3269.330825,0.873779173,2.216698039,6046.922483,6264.81353,1.179652887,2.992671741,8833.582221,12845.89143,1.688787741,4.284300414,6003.407655,6257.724905,1.185515871,3.007545598,7795.868351,10126.49892,1.481478429,3.758375603,7823.995443,10372.59946,1.508887092,3.827908881,31.787296520045448
03-01-2021 8.00,4436.725625,3267.9157,0.873121226,2.215028887,6043.458182,6254.380162,1.178061978,2.988635752,8842.348372,12860.49422,1.688853393,4.284466966,6006.796302,6261.69147,1.185214583,3.006781258,7801.644587,10134.45605,1.481252425,3.757802253,7835.080463,10392.96313,1.509493696,3.82944778,31.81712791993605
03-01-2021 9.00,4436.725625,3263.784656,0.874091911,2.217491425,6037.916528,6238.944404,1.178522606,2.989804323,8840.721171,12854.10485,1.691109673,4.290190944,6008.200207,6259.589354,1.186893609,3.011040794,7806.190627,10142.47834,1.48413907,3.765125406,7846.586341,10415.79815,1.51349841,3.839607373,31.780380719159172
03-01-2021 10.00,4436.725625,3263.423549,0.873199634,2.2152278,6027.580685,6214.875097,1.175192811,2.981356935,8826.534622,12810.84545,1.686797231,4.27925067,6014.015575,6269.539606,1.186701263,3.01055283,7808.542393,10142.30066,1.482783015,3.76168522,7835.917054,10385.5596,1.509992708,3.830713727,31.808887696928817
03-01-2021 11.00,4436.725625,3267.662596,0.875420363,2.220861586,6018.461151,6206.699008,1.176690971,2.985157633,8838.253089,12864.35111,1.69335773,4.295894057,6016.770892,6285.254294,1.190389794,3.019910296,7815.329475,10176.99873,1.488015362,3.774959206,7824.239094,10375.64415,1.512015759,3.835846024,31.805476780934978
03-01-2021 12.00,4436.725625,3267.946131,0.874204988,2.217778291,6023.164729,6214.510259,1.175790922,2.98287429,8839.935971,12860.77263,1.690872557,4.289589401,6013.893829,6278.02137,1.188108302,3.014122359,7818.521769,10178.97134,1.486183342,3.770311538,7837.768437,10403.69164,1.512049726,3.835932194,31.85085589286201
03-01-2021 13.00,4436.725625,3267.233946,0.875260304,2.220455531,6018.573476,6206.16485,1.176482099,2.984627742,8819.872874,12816.06664,1.689983945,4.287335073,6014.533554,6279.710556,1.189732411,3.018242574,7824.377529,10196.51236,1.489247244,3.778084379,7832.804437,10394.50563,1.513228219,3.838921924,31.840101953794093
03-01-2021 14.00,4436.725625,3270.913562,0.875774987,2.221761236,6023.106603,6221.59985,1.1779545,2.98836309,8826.465854,12845.21237,1.692141859,4.292809504,6008.019175,6272.697388,1.18917416,3.016826344,7830.110455,10219.88341,1.491069415,3.782707061,7828.206644,10393.78594,1.513319698,3.839153998,31.874081890284188
03-01-2021 15.00,4436.725625,3266.745401,0.875099977,2.220048797,6009.174937,6185.925608,1.174511401,2.979628261,8811.719838,12794.0674,1.688476094,4.283509794,6003.757403,6256.716088,1.187521763,3.012634361,7826.040617,10199.00585,1.489277083,3.778160076,7818.99544,10360.21696,1.510628382,3.832326375,31.84725014024412
03-01-2021 16.00,4436.725625,3254.842463,0.873047245,2.214841202,6003.486015,6153.924274,1.170851322,2.970342976,8819.493147,12774.67285,1.68615939,4.277632526,5998.107856,6223.841626,1.183784892,3.003154263,7824.686762,10164.60757,1.485963734,3.769754413,7815.936565,10320.17792,1.506869561,3.822790588,31.810610990906785
03-01-2021 17.00,4436.725625,3263.613014,0.874320392,2.218071061,6006.542566,6174.98392,1.173047167,2.975913633,8812.761819,12785.08884,1.687294927,4.280513281,6005.536364,6254.325001,1.186804265,3.010814137,7819.996837,10175.58782,1.48708592,3.772601297,7811.745954,10333.22901,1.508133902,3.825998108,31.820943312109083
03-01-2021 18.00,4436.725625,3260.760318,0.873416946,2.215779102,6004.468939,6165.159656,1.17144041,2.971837439,8812.099661,12771.22649,1.685340683,4.275555541,6004.743102,6247.172317,1.185435342,3.007341303,7819.47195,10164.56541,1.485352148,3.768202875,7822.070704,10348.37407,1.508320931,3.826472583,31.823576848069862
03-01-2021 19.00,4436.725625,3264.213362,0.87553569,2.221154161,6002.830989,6170.439064,1.174126531,2.97865188,8821.497012,12816.74695,1.691401617,4.290931578,6012.244187,6270.967931,1.189814832,3.01845167,7826.032276,10196.81656,1.490391314,3.78098678,7830.59778,10384.51099,1.513593067,3.839847511,31.816609696606022
03-01-2021 20.00,4436.725625,3255.963099,0.873791027,2.216728111,5991.445638,6132.511489,1.169705564,2.967436293,8815.789575,12773.6082,1.687293843,4.280510531,6012.126396,6255.677596,1.18746618,3.012493354,7818.723331,10156.08718,1.486367503,3.770778739,7825.35676,10348.2555,1.509873234,3.830410633,31.775311984570603
03-01-2021 21.00,4436.725625,3259.016122,0.874543868,2.218638,5993.088606,6141.325949,1.170974569,2.97065564,8823.017966,12802.58684,1.689782382,4.286823726,6004.57499,6245.784647,1.187068097,3.011483453,7825.314411,10180.31368,1.488657068,3.776587155,7825.389902,10357.79189,1.511213279,3.833810206,31.802122115214924
03-01-2021 22.00,4436.725625,3250.446066,0.872342152,2.213052446,5979.991649,6098.798958,1.165602033,2.957026007,8810.104377,12737.20971,1.683440317,4.270734487,6006.041095,6232.58838,1.184376787,3.004655844,7822.068891,10146.46967,1.484368254,3.765706827,7807.444779,10288.11141,1.504370894,3.816451699,31.787978359493817
03-01-2021 23.00,4436.725625,3262.002079,0.874070189,2.217436318,5982.132387,6122.330211,1.168164224,2.963526053,8802.562181,12754.42734,1.685171402,4.275126091,5999.481959,6239.231229,1.185404715,3.007263606,7818.522391,10168.03245,1.486449429,3.770986578,7804.310234,10311.69499,1.506623159,3.82216549,31.810931742743765
04-01-2021 0.00,4436.725625,3254.210268,0.872774968,2.214150462,5978.722585,6102.360135,1.165921024,2.95783526,8800.240807,12723.68319,1.682586684,4.268568897,6004.310435,6235.737873,1.184705353,3.005489387,7823.175673,10158.62408,1.485215872,3.767857157,7807.112822,10297.35139,1.50509914,3.818299193,31.807893790240637
04-01-2021 1.00,4436.725625,3260.307299,0.875482789,2.221019957,5978.920659,6116.240744,1.169682093,2.967376748,8793.076006,12736.73128,1.68690493,4.279523894,6002.545603,6245.256966,1.188111648,3.014130848,7542.91098,9527.071489,1.442253326,3.658865096,7816.659753,10343.65067,1.51155171,3.834668775,30.719028698519296
04-01-2021 2.00,4436.725625,3253.313988,0.872755138,2.214100156,5990.579773,6125.675367,1.168187163,2.963584248,8808.263342,12742.34961,1.683935276,4.271990152,6008.435089,6243.213197,1.185538076,3.00760193,7548.425458,9516.034404,1.438586428,3.64956251,7821.601902,10329.99054,1.507590236,3.824618875,30.761651628196635
04-01-2021 3.00,4436.725625,3254.127049,0.873428575,2.215808603,5984.842849,6116.26411,1.1680905,2.963339022,8790.52679,12704.05694,1.682483523,4.268307188,6008.741173,6245.991707,1.186513594,3.01007673,7553.865442,9533.092636,1.440761533,3.655080553,7818.152076,10326.42032,1.508313006,3.826452476,30.770270438967223
04-01-2021 4.00,4436.725625,3252.819124,0.872566302,2.213621096,5978.016421,6099.303696,1.165652905,2.957155066,8791.296663,12698.12871,1.680885866,4.264254076,6003.260944,6231.588835,1.18429102,3.004438263,7557.191518,9535.080983,1.439803216,3.652649391,7808.001299,10296.26697,1.504980832,3.817999055,30.797172911958175
04-01-2021 5.00,4436.725625,3260.063909,0.875132928,2.220132391,5971.111208,6099.817432,1.167851949,2.962733839,8797.924469,12747.42168,1.687190952,4.280249505,5999.733092,6238.982134,1.187138389,3.011661777,7553.978064,9551.51686,1.443619625,3.662331272,7800.882036,10304.36625,1.508237397,3.826260664,30.768701887546175
04-01-2021 6.00,4436.725625,3244.883525,0.872352149,2.213077808,5964.589468,6060.532802,1.163082282,2.95063363,8775.39197,12639.72937,1.678360935,4.257848557,6003.453878,6219.45924,1.184161812,3.004110473,7550.019296,9503.656717,1.438591999,3.649576643,7805.729134,10273.39902,1.504492938,3.816761312,30.721520391987788
04-01-2021 7.00,4436.725625,3250.673151,0.873160724,2.215129089,5963.728215,6068.380772,1.163922767,2.952765862,8771.237787,12647.20424,1.679065808,4.259636757,6004.003506,6230.586665,1.185296449,3.006988943,7566.576286,9555.663573,1.442626587,3.659812024,7802.406752,10280.81435,1.505220435,3.818606908,30.80324882675885
04-01-2021 8.00,4436.725625,3248.683788,0.873330165,2.215558945,5966.983718,6072.756209,1.164873736,2.955178385,8774.316194,12652.04021,1.680111621,4.262289889,6000.79185,6221.364171,1.184998497,3.006233068,7575.346251,9573.233501,1.444550086,3.664691765,7789.875154,10247.68791,1.503451291,3.81411875,30.81879487282561
04-01-2021 9.00,4436.725625,3260.075951,0.874992152,2.219775255,5966.097815,6089.505064,1.166812522,2.960096907,8786.726567,12718.23532,1.68494034,4.274539908,6006.254865,6252.508285,1.188209496,3.014379078,7584.519973,9621.803426,1.448580628,3.674916883,7784.004938,10264.02674,1.50513149,3.818381262,30.888968920007493
04-01-2021 10.00,4436.725625,3246.434776,0.873435645,2.215826538,5964.894054,6065.235427,1.164731951,2.95481869,8796.859473,12704.48578,1.684298089,4.272910575,6006.372591,6229.614531,1.186287978,3.009504363,7595.172587,9615.572305,1.448315223,3.674243577,7790.177553,10244.03727,1.503866244,3.815171448,30.87462185597063
