Unnamed: 0,CMP_SPEED_1,POWER_1,FUEL_FLOW_1,CO2_1,CMP_SPEED_2,POWER_2,FUEL_FLOW_2,CO2_2,CMP_SPEED_3,POWER_3,FUEL_FLOW_3,CO2_3,CMP_SPEED_4,POWER_4,FUEL_FLOW_4,CO2_4,CMP_SPEED_5,POWER_5,FUEL_FLOW_5,CO2_5,CMP_SPEED_6,POWER_6,FUEL_FLOW_6,CO2_6,THERMAL_EFF,DATE_TIME
19,0.0,0.0,0.0,0.0,9948.083459,14494.40586,1.684376267,4.271132846,9694.108644,13798.52553,1.63381899,4.142932958,0.0,0.0,0.0,0.0,6913.328371,7585.343537,1.221660027,3.097806808,10000.0,14493.85549,1.673758839,4.244209856,40.27017877676236,01-01-2021 19:00
20,0.0,0.0,0.0,0.0,9951.691942,14468.69578,1.679216028,4.258047844,9689.565478,13754.44635,1.627516578,4.126951708,0.0,0.0,0.0,0.0,6902.170994,7545.598348,1.215745582,3.082809338,10000.0,14458.35459,1.668054414,4.229744941,40.30892091294356,01-01-2021 20:00
21,0.0,0.0,0.0,0.0,9953.276702,14465.64084,1.678176401,4.255411624,9684.986265,13736.53555,1.625486565,4.121804131,0.0,0.0,0.0,0.0,6907.132877,7552.137879,1.215533212,3.082270826,10000.0,14450.2537,1.666551666,4.225934371,40.32266280927137,01-01-2021 21:00
22,0.0,0.0,0.0,0.0,9960.873158,14532.23655,1.685365838,4.273642135,9679.874409,13770.03149,1.63069507,4.135011524,0.0,0.0,0.0,0.0,6899.384297,7560.856324,1.21866678,3.090216725,10000.0,14498.44239,1.672537133,4.241111933,40.31234785371002,01-01-2021 22:00
23,0.0,0.0,0.0,0.0,9972.395541,14516.13535,1.681338298,4.263429358,9697.41623,13770.54527,1.627718324,4.127463284,0.0,0.0,0.0,0.0,6904.293543,7548.447315,1.215396683,3.081924624,9994.539659,14440.79342,1.666123698,4.224849157,40.3066150811932,01-01-2021 23:00
24,0.0,0.0,0.0,0.0,9973.660685,14508.60882,1.68263866,4.266726733,9683.630827,13726.81683,1.626827778,4.125205093,0.0,0.0,0.0,0.0,6895.212423,7522.187206,1.214590456,3.079880244,10000.0,14444.61898,1.668113024,4.229893561,40.269212026403196,02-01-2021 00:00
25,0.0,0.0,0.0,0.0,9979.349661,14529.65219,1.682813126,4.267169134,9685.77091,13738.80939,1.626431948,4.124201373,0.0,0.0,0.0,0.0,6884.120486,7504.638293,1.212366562,3.074241039,10000.0,14451.14758,1.667414823,4.228123109,40.30428233934328,02-01-2021 01:00
26,0.0,0.0,0.0,0.0,9976.498515,14541.70852,1.684098738,4.270429106,9683.846988,13752.99274,1.627952088,4.128056046,0.0,0.0,0.0,0.0,6894.981493,7536.939825,1.215380488,3.081883557,10000.0,14469.59607,1.669063276,4.232303149,40.31587781237729,02-01-2021 02:00
27,0.0,0.0,0.0,0.0,9981.653713,14596.6592,1.68966983,4.284555922,9684.742432,13795.13408,1.63272187,4.140150952,0.0,0.0,0.0,0.0,6879.036253,7526.183775,1.216212482,3.083993275,10000.0,14512.14428,1.673931526,4.244647743,40.31683330421413,02-01-2021 03:00
28,0.0,0.0,0.0,0.0,9976.544085,14566.47784,1.687588252,4.279277591,9694.32591,13801.20678,1.632774575,4.140284599,0.0,0.0,0.0,0.0,6851.73574,7460.429489,1.210749075,3.070139519,10000.0,14495.16299,1.672647388,4.24139151,40.300572964860734,02-01-2021 04:00
29,0.0,0.0,0.0,0.0,9986.098844,14532.40095,1.684432413,4.271275217,9705.002928,13771.89409,1.629922131,4.133051555,0.0,0.0,0.0,0.0,6876.778599,7480.54106,1.21151452,3.072080484,9989.944693,14415.36431,1.66692842,4.226889718,40.21621422687208,02-01-2021 05:00
30,0.0,0.0,0.0,0.0,9977.415196,14552.43464,1.686944427,4.27764502,9705.493379,13812.80778,1.63366359,4.142538904,0.0,0.0,0.0,0.0,6882.98877,7515.704602,1.215322916,3.081737569,10000.0,14479.88937,1.671945283,4.239611156,40.27501377365324,02-01-2021 06:00
31,0.0,0.0,0.0,0.0,9979.974118,14558.18304,1.68610111,4.275506592,9701.353697,13801.74038,1.63171561,4.137599342,0.0,0.0,0.0,0.0,6906.829712,7565.08174,1.218300385,3.089287645,9999.540196,14477.12065,1.670556392,4.236089295,40.30079074444092,02-01-2021 07:00
32,0.0,0.0,0.0,0.0,9985.524566,14585.35094,1.689612353,4.284410175,9705.282476,13824.06844,1.634938249,4.145771104,0.0,0.0,0.0,0.0,6895.576196,7548.202594,1.21845489,3.089679429,9977.742099,14439.39925,1.670416706,4.235735091,40.19914483055042,02-01-2021 08:00
33,0.0,0.0,0.0,0.0,9986.12288,14583.23549,1.68870116,4.282099631,9701.978097,13813.18398,1.633561587,4.142280252,0.0,0.0,0.0,0.0,6921.379496,7599.921151,1.221935301,3.098504831,9993.21739,14472.59282,1.671474884,4.238418348,40.2660476071358,02-01-2021 09:00
34,0.0,0.0,0.0,0.0,9983.565573,14524.8174,1.683383164,4.268614598,9698.72674,13755.61811,1.628273326,4.12887062,0.0,0.0,0.0,0.0,6920.33412,7569.351327,1.218031215,3.088605099,9991.709427,14417.27859,1.666292231,4.225276512,40.23691127230433,02-01-2021 10:00
35,0.0,0.0,0.0,0.0,9989.105848,14565.9054,1.688591723,4.281822128,9701.952579,13789.83465,1.633103532,4.141118747,0.0,0.0,0.0,0.0,6923.254724,7589.163819,1.221809665,3.09818625,10000.0,14465.48727,1.671926783,4.239564245,40.23540032963291,02-01-2021 11:00
36,0.0,0.0,0.0,0.0,9995.782286,14557.51769,1.684748626,4.272077051,9709.242066,13783.99846,1.629445765,4.131843617,0.0,0.0,0.0,0.0,6929.597658,7591.101393,1.219503017,3.092337202,10000.0,14440.63818,1.667251432,4.227708793,40.278918555566726,02-01-2021 12:00
37,0.0,0.0,0.0,0.0,9994.142879,14603.23058,1.691299254,4.288687709,9711.529354,13835.7911,1.636189049,4.148942801,0.0,0.0,0.0,0.0,6935.862982,7628.93684,1.225388962,3.1072624,9993.413409,14474.50103,1.673042057,4.242392286,40.23363367135016,02-01-2021 13:00
38,0.0,0.0,0.0,0.0,9989.224701,14607.30307,1.690914791,4.287712813,9711.643239,13851.43753,1.636513098,4.149764505,0.0,0.0,0.0,0.0,6950.45975,7668.877341,1.228101245,3.114140034,10000.0,14505.11709,1.674137485,4.245170001,40.292353221019255,02-01-2021 14:00
39,0.0,0.0,0.0,0.0,9996.34781,14558.00063,1.685367939,4.273647462,9736.861396,13848.91808,1.633849617,4.143010622,0.0,0.0,0.0,0.0,6947.863234,7627.821528,1.222979483,3.1011526,10000.0,14440.08641,1.667808486,4.229121333,40.26392672818449,02-01-2021 15:00
40,0.0,0.0,0.0,0.0,9992.674358,14541.05327,1.684170715,4.270611619,9733.487138,13833.41373,1.632764871,4.140259992,0.0,0.0,0.0,0.0,6961.780806,7651.837962,1.224736688,3.105608408,10000.0,14431.86363,1.667077714,4.22726829,40.25863863641711,02-01-2021 16:00
41,0.0,0.0,0.0,0.0,9983.423338,14579.30032,1.68951814,4.284171275,9741.954876,13911.59238,1.640335965,4.159458285,0.0,0.0,0.0,0.0,6958.083927,7676.479978,1.22898192,3.116373193,10000.0,14491.83887,1.673607348,4.243825713,40.26822039172178,02-01-2021 17:00
42,0.0,0.0,0.0,0.0,9981.060449,14523.25355,1.683269802,4.268327144,9726.62269,13827.8855,1.632580552,4.139792608,0.0,0.0,0.0,0.0,6960.635405,7655.625925,1.225151289,3.106659726,9996.005508,14433.15427,1.667350233,4.227959325,40.25565832602722,02-01-2021 18:00
43,0.0,0.0,0.0,0.0,9985.497951,14553.20835,1.688947045,4.282723129,9719.168633,13828.28858,1.636552554,4.149864554,0.0,0.0,0.0,0.0,6972.727396,7688.069226,1.230613099,3.120509431,9988.766217,14436.94771,1.671572348,4.238665492,40.16453279615042,02-01-2021 19:00
44,0.0,0.0,0.0,0.0,9986.466137,14534.41122,1.687160583,4.278193136,9708.503582,13783.29425,1.633352981,4.141751282,0.0,0.0,0.0,0.0,6984.999641,7702.103077,1.231254304,3.122135357,9995.394448,14432.46926,1.670654201,4.236337314,40.17413996422667,02-01-2021 20:00
45,0.0,0.0,0.0,0.0,9991.055813,14565.9845,1.690108742,4.285668887,9694.105396,13769.30607,1.633687366,4.142599195,0.0,0.0,0.0,0.0,6981.337209,7705.539897,1.23238261,3.124996444,10000.0,14463.87042,1.673564774,4.243717757,40.19152735730147,02-01-2021 21:00
46,0.0,0.0,0.0,0.0,9988.939586,14525.2519,1.683089085,4.267868892,9694.743258,13738.13059,1.627317756,4.126447547,0.0,0.0,0.0,0.0,6997.904111,7723.513035,1.23034337,3.119825471,9986.689306,14395.67283,1.665052024,4.222131675,40.206537544320305,02-01-2021 22:00
47,0.0,0.0,0.0,0.0,9990.212016,14545.48271,1.687986361,4.280287088,9666.691648,13686.88692,1.627900361,4.127924881,0.0,0.0,0.0,0.0,7004.997843,7744.647824,1.234705577,3.130886873,9982.729204,14404.29367,1.669162935,4.232555857,40.131532919534955,02-01-2021 23:00
48,0.0,0.0,0.0,0.0,9985.80483,14528.14719,1.685651348,4.274366114,9662.894362,13672.08062,1.625699295,4.12234356,0.0,0.0,0.0,0.0,7006.739078,7745.785772,1.233777202,3.128532759,9999.664263,14437.68861,1.669700891,4.233919972,40.21161409994837,03-01-2021 00:00
49,0.0,0.0,0.0,0.0,9988.581255,14516.63314,1.686010336,4.275276413,9652.193594,13628.43606,1.624057978,4.118181614,0.0,0.0,0.0,0.0,7026.878848,7775.593431,1.236796671,3.136189334,10000.0,14421.52308,1.669745783,4.234033806,40.165510230222665,03-01-2021 01:00
50,0.0,0.0,0.0,0.0,9988.584402,14504.4651,1.683269711,4.268326913,9661.349854,13639.08747,1.622715588,4.114777668,0.0,0.0,0.0,0.0,7038.383505,7793.920382,1.236691166,3.135921803,9997.413519,14401.95659,1.666523268,4.22586236,40.18857711023867,03-01-2021 02:00
51,0.0,0.0,0.0,0.0,9991.372554,14527.19109,1.686467619,4.27643596,9657.187635,13644.17589,1.624863218,4.12022349,0.0,0.0,0.0,0.0,7044.465966,7814.032185,1.239609333,3.143321501,9988.699745,14397.10874,1.668075012,4.229797174,40.13767595839925,03-01-2021 03:00
52,0.0,0.0,0.0,0.0,9989.059917,14533.44344,1.686416541,4.276306441,9648.616817,13635.31839,1.623959418,4.117931692,0.0,0.0,0.0,0.0,7042.342599,7817.047464,1.23957987,3.143246791,10000.0,14435.78824,1.669933087,4.234508759,40.20073072887661,03-01-2021 04:00
53,0.0,0.0,0.0,0.0,9995.506591,14545.59892,1.686704661,4.277037037,9638.332208,13607.76671,1.621943335,4.112819437,0.0,0.0,0.0,0.0,7026.589073,7783.067249,1.236691076,3.135921573,9979.650419,14383.66896,1.666580716,4.226008034,40.136162019422855,03-01-2021 05:00
54,0.0,0.0,0.0,0.0,10000.0,14534.33215,1.685728194,4.274560975,9642.428128,13596.10033,1.620926389,4.110240732,0.0,0.0,0.0,0.0,7009.813153,7735.763184,1.232776515,3.125995283,9974.708684,14350.67119,1.664398753,4.220475153,40.096581367333236,03-01-2021 06:00
55,0.0,0.0,0.0,0.0,10000.0,14544.21507,1.688414999,4.281374003,9653.322128,13631.4439,1.625150266,4.120951367,0.0,0.0,0.0,0.0,6995.860184,7711.218761,1.232464816,3.125204895,9962.793116,14333.44325,1.665609525,4.223545349,40.01933334797519,03-01-2021 07:00
56,0.0,0.0,0.0,0.0,9992.857263,14573.29786,1.690817522,4.287466164,9652.254529,13673.23491,1.628288092,4.128908063,0.0,0.0,0.0,0.0,6998.724619,7743.404897,1.23548116,3.132853548,9981.364212,14423.07224,1.671430061,4.23830469,40.12934620731772,03-01-2021 08:00
57,0.0,0.0,0.0,0.0,9996.709126,14579.82082,1.691409083,4.288966208,9666.64915,13704.77397,1.63035174,4.13414093,0.0,0.0,0.0,0.0,6984.7445,7712.810561,1.233259489,3.127219976,9994.259837,14451.90604,1.673341277,4.243151028,40.16364497012547,03-01-2021 09:00
58,0.0,0.0,0.0,0.0,9992.3387,14505.21741,1.683531179,4.268989926,9650.300255,13605.88177,1.621134724,4.110769013,0.0,0.0,0.0,0.0,7001.104064,7712.588031,1.230672053,3.120658924,10000.0,14402.3095,1.66700958,4.227095518,40.17783751609804,03-01-2021 10:00
59,0.0,0.0,0.0,0.0,9989.233678,14510.6453,1.686449478,4.276389959,9653.873147,13625.92633,1.624880765,4.120267983,0.0,0.0,0.0,0.0,6976.145512,7666.51504,1.229044821,3.116532692,10000.0,14417.39073,1.670583815,4.236158833,40.13385832483952,03-01-2021 11:00
60,0.0,0.0,0.0,0.0,9975.467585,14442.69074,1.681500067,4.263839564,9654.519545,13594.24895,1.621947204,4.112829248,0.0,0.0,0.0,0.0,6961.260086,7616.615522,1.224342462,3.104608754,10000.0,14383.22708,1.667615152,4.228631089,40.11003295719625,03-01-2021 12:00
61,0.0,0.0,0.0,0.0,9973.734042,14515.96659,1.687946891,4.280187004,9652.163094,13662.81914,1.628231093,4.12876353,0.0,0.0,0.0,0.0,6968.709848,7675.216613,1.230657134,3.120621091,9999.485714,14458.11567,1.674150466,4.245202918,40.161481144434404,03-01-2021 13:00
62,0.0,0.0,0.0,0.0,9970.653193,14425.64281,1.680506335,4.26131972,9644.931301,13566.73619,1.62039321,4.10888873,0.0,0.0,0.0,0.0,6968.438591,7628.324339,1.225348911,3.107160841,10000.0,14378.70942,1.66747898,4.228285794,40.100709199910554,03-01-2021 14:00
63,0.0,0.0,0.0,0.0,9972.737959,14451.56805,1.683829855,4.269747288,9654.79064,13610.25437,1.624863231,4.120223521,0.0,0.0,0.0,0.0,6959.677697,7621.024341,1.226198233,3.1093145,10000.0,14400.9403,1.670709009,4.236476293,40.085061086194806,03-01-2021 15:00
64,0.0,0.0,0.0,0.0,9965.193435,14412.09412,1.67941827,4.258560677,9652.859028,13586.03274,1.621355643,4.111329205,0.0,0.0,0.0,0.0,6978.557435,7649.021056,1.226833922,3.110926437,10000.0,14379.52219,1.667430197,4.228162094,40.104149198598,03-01-2021 16:00
65,0.0,0.0,0.0,0.0,9968.478098,14466.11231,1.686706443,4.277041556,9673.928805,13679.15712,1.630921104,4.135584686,0.0,0.0,0.0,0.0,6968.830325,7652.043793,1.230158851,3.119357578,9992.997856,14409.86999,1.67331224,4.2430774,40.04751648991015,03-01-2021 17:00
66,0.0,0.0,0.0,0.0,9968.248751,14470.40034,1.687194155,4.278278264,9682.272146,13704.3041,1.632706555,4.140112117,0.0,0.0,0.0,0.0,6963.205267,7643.275091,1.229684424,3.118154557,9993.993265,14417.50953,1.67411762,4.245119629,40.0494719249798,03-01-2021 18:00
67,0.0,0.0,0.0,0.0,9968.654472,14448.05605,1.684464043,4.271355421,9688.320306,13696.36242,1.630794768,4.135264331,0.0,0.0,0.0,0.0,6963.977181,7632.197419,1.227721273,3.113176525,9985.686057,14374.20802,1.670252298,4.235318195,40.0215921493885,03-01-2021 19:00
68,0.0,0.0,0.0,0.0,9965.074392,14456.49061,1.68354812,4.269032883,9684.054792,13702.99253,1.629904927,4.13300793,0.0,0.0,0.0,0.0,6977.195728,7670.856197,1.22976358,3.118355277,10000.0,14424.11794,1.671674347,4.238924134,40.126391032756146,03-01-2021 20:00
69,0.0,0.0,0.0,0.0,9959.814988,14459.02109,1.685591568,4.274214527,9677.555145,13700.98121,1.631555622,4.137193656,0.0,0.0,0.0,0.0,6987.010703,7697.84229,1.233262116,3.127226638,9980.166923,14392.10402,1.671754519,4.23912743,40.03541158541488,03-01-2021 21:00
70,0.0,0.0,0.0,0.0,9953.620658,14377.50593,1.679048427,4.257622852,9686.626414,13658.52281,1.62728161,4.126355891,0.0,0.0,0.0,0.0,6987.014393,7660.246114,1.228926889,3.116233648,9980.152653,14327.01348,1.666235633,4.225132995,39.98635027052314,03-01-2021 22:00
71,0.0,0.0,0.0,0.0,9945.125368,14407.34128,1.682443209,4.26623112,9680.426098,13691.10055,1.630774351,4.135212559,0.0,0.0,0.0,0.0,6991.341369,7696.852736,1.233001559,3.126565935,9962.882059,14335.1251,1.668401312,4.230624582,39.95705568198155,03-01-2021 23:00
72,0.0,0.0,0.0,0.0,9948.684745,14428.78155,1.683540972,4.269014757,9665.941583,13669.52268,1.629434147,4.131814157,0.0,0.0,0.0,0.0,6987.756469,7697.179666,1.232942553,3.126416309,9968.867242,14361.63675,1.66974262,4.234025786,39.99879605780293,04-01-2021 00:00
73,0.0,0.0,0.0,0.0,9941.992077,14362.66116,1.676752395,4.251800723,9668.918083,13629.41598,1.624211812,4.118571696,0.0,0.0,0.0,0.0,6982.629784,7659.855433,1.227776589,3.113316791,10000.0,14386.08587,1.668143395,4.229970573,40.10530119392593,04-01-2021 01:00
74,0.0,0.0,0.0,0.0,9938.582298,14352.82705,1.676877819,4.252118763,9684.939027,13665.34588,1.626995207,4.12562965,0.0,0.0,0.0,0.0,6976.999289,7646.576425,1.22721516,3.111893155,10000.0,14384.62015,1.668689219,4.231354639,40.08809807756606,04-01-2021 02:00
75,0.0,0.0,0.0,0.0,9947.775577,14377.89406,1.680846113,4.262181308,9675.913542,13645.86059,1.628249184,4.128809403,0.0,0.0,0.0,0.0,6981.441453,7654.720921,1.229706573,3.118210721,10000.0,14388.75065,1.671449247,4.238353341,40.033393635519204,04-01-2021 03:00
76,0.0,0.0,0.0,0.0,9948.366667,14415.65058,1.683389993,4.268631914,9664.702168,13653.8934,1.629045825,4.130829473,0.0,0.0,0.0,0.0,7003.713057,7721.475577,1.235197784,3.132134981,9986.471298,14391.48592,1.671901731,4.23950072,40.03016718637094,04-01-2021 04:00
77,0.0,0.0,0.0,0.0,9949.599233,14412.7449,1.684469856,4.271370162,9657.906051,13631.77226,1.628925166,4.130523514,0.0,0.0,0.0,0.0,6996.022771,7700.758851,1.234418115,3.130157945,10000.0,14418.39983,1.674653434,4.246478312,40.039130205753466,04-01-2021 05:00
78,0.0,0.0,0.0,0.0,9953.171855,14425.1197,1.683053762,4.267779323,9656.675959,13633.31311,1.626972046,4.125570918,0.0,0.0,0.0,0.0,7003.240121,7719.580598,1.234317585,3.129903028,9997.113745,14414.23066,1.672290311,4.240486056,40.08411580569359,04-01-2021 06:00
79,0.0,0.0,0.0,0.0,9957.507767,14414.32061,1.684125392,4.270496693,9662.112618,13624.89907,1.628057245,4.128322696,0.0,0.0,0.0,0.0,6998.270885,7695.121118,1.233598498,3.128079615,10000.0,14400.85272,1.673157453,4.2426849,40.026158493836505,04-01-2021 07:00
80,0.0,0.0,0.0,0.0,9951.65885,14396.02284,1.681954811,4.264992674,9668.816847,13637.66776,1.62767735,4.127359385,0.0,0.0,0.0,0.0,6994.908983,7687.15461,1.232144433,3.124392489,10000.0,14396.86891,1.671759907,4.239141092,40.04853730163427,04-01-2021 08:00
81,0.0,0.0,0.0,0.0,9947.103442,14385.7001,1.681917454,4.264897946,9650.877993,13595.11107,1.625658939,4.122241228,0.0,0.0,0.0,0.0,6998.526123,7694.40112,1.233123436,3.126874983,10000.0,14397.76134,1.672343313,4.240620456,40.037047807062656,04-01-2021 09:00
82,0.0,0.0,0.0,0.0,9935.53831,14376.02978,1.680131902,4.260370257,9652.566133,13617.4871,1.625784723,4.122560183,0.0,0.0,0.0,0.0,7012.330304,7734.846484,1.235405777,3.132662396,9993.624284,14400.12718,1.671323166,4.238033633,40.068068637409496,04-01-2021 10:00
83,0.0,0.0,0.0,0.0,9927.123198,14334.47589,1.67796381,4.254872551,9648.603762,13587.71185,1.624312282,4.118826461,0.0,0.0,0.0,0.0,7030.989718,7760.42002,1.237545953,3.138089316,9991.460882,14374.63944,1.67012231,4.234988578,40.0259083676847,04-01-2021 11:00
84,0.0,0.0,0.0,0.0,9931.913941,14310.04874,1.675367326,4.248288553,9665.747875,13593.56235,1.623479338,4.116714335,0.0,0.0,0.0,0.0,7044.579261,7768.167098,1.237285038,3.137427705,9979.325866,14309.34651,1.66515918,4.222403394,39.96285974297987,04-01-2021 12:00
85,0.0,0.0,0.0,0.0,9933.409991,14371.7112,1.680116922,4.260332272,9656.049967,13626.42727,1.626624771,4.124690322,0.0,0.0,0.0,0.0,7047.381614,7807.847019,1.241336955,3.147702295,9999.89361,14415.83539,1.672480145,4.240967425,40.084028119288995,04-01-2021 13:00
86,0.0,0.0,0.0,0.0,9935.575109,14394.53785,1.682688633,4.266853453,9656.014086,13643.20539,1.628805516,4.130220113,0.0,0.0,0.0,0.0,7016.035634,7752.334306,1.237908508,3.139008659,10000.0,14434.67293,1.674882185,4.247058365,40.07884512890648,04-01-2021 14:00
87,0.0,0.0,0.0,0.0,9927.828142,14339.92248,1.679135721,4.257844206,9656.695055,13611.26588,1.626674285,4.124815877,0.0,0.0,0.0,0.0,7012.693697,7724.745563,1.23551158,3.132930683,9989.183366,14374.63572,1.671201918,4.237726179,40.00004100241231,04-01-2021 15:00
88,0.0,0.0,0.0,0.0,9923.963925,14354.10271,1.680210393,4.26056929,9659.609472,13640.69672,1.628669705,4.129875733,0.0,0.0,0.0,0.0,6986.750874,7684.389722,1.232483441,3.125252125,9968.507675,14347.78534,1.669865612,4.234337661,39.9572750782513,04-01-2021 16:00
89,0.0,0.0,0.0,0.0,9928.519702,14331.43582,1.67813818,4.255314706,9650.384791,13586.39544,1.624690847,4.119786401,0.0,0.0,0.0,0.0,6986.856781,7665.418192,1.230397656,3.119963124,9946.828489,14262.92222,1.664228269,4.220042849,39.855488205317755,04-01-2021 17:00
90,0.0,0.0,0.0,0.0,9916.920224,14315.55519,1.676984273,4.252388703,9646.048406,13587.84933,1.624567892,4.119474621,0.0,0.0,0.0,0.0,6995.261922,7689.994974,1.232144771,3.124393347,9945.208674,14270.82328,1.664483761,4.22069071,39.871445415682956,04-01-2021 18:00
