Unnamed: 0,CMP_SPEED_1,POWER_1,FUEL_FLOW_1,CO2_1,CMP_SPEED_2,POWER_2,FUEL_FLOW_2,CO2_2,CMP_SPEED_2.1,POWER_3,FUEL_FLOW_3,CO2_3,CMP_SPEED_4,POWER_4,FUEL_FLOW_4,CO2_4
02-01-2021 18.00,0.0,0.0,0.0,0.0,8479.627885,10811.41536,1.538621291,4.097720458,5163.385297,4042.416637,0.959267577,2.554761459,6241.103275,6007.399197,1.15548534,3.077336798
02-01-2021 19.00,0.0,0.0,0.0,0.0,8460.284244,10752.06314,1.532891706,4.082461187,5145.592078,4007.149027,0.954336392,2.54162852,6239.156119,5995.533461,1.153229256,3.071328301
02-01-2021 20.00,0.0,0.0,0.0,0.0,8481.936125,10768.20502,1.535014823,4.088115562,5148.100461,3996.290389,0.953764172,2.54010456,6237.069209,5970.345047,1.1516934,3.067237944
02-01-2021 21.00,0.0,0.0,0.0,0.0,8496.991129,10825.37125,1.540310784,4.102219986,5150.51711,4009.367007,0.956078777,2.546268914,6232.376642,5974.629124,1.153126034,3.071053396
02-01-2021 22.00,0.0,0.0,0.0,0.0,8502.576502,10807.09817,1.537139836,4.093774985,5159.451925,4012.607713,0.955225611,2.543996726,6231.307532,5955.126606,1.149868601,3.062378064
02-01-2021 23.00,0.0,0.0,0.0,0.0,8524.792496,10895.53426,1.546907381,4.119788319,5146.508371,4004.024783,0.956592395,2.547636802,6231.088869,5974.480729,1.154427467,3.074519425
03-01-2021 0.00,0.0,0.0,0.0,0.0,8538.114906,10896.57695,1.546286398,4.11813449,5231.467739,4134.873146,0.9705522,2.584815139,6232.146796,5959.021649,1.152427312,3.069192528
03-01-2021 1.00,0.0,0.0,0.0,0.0,8568.669612,10958.34794,1.552507285,4.134702215,5203.367763,4082.404447,0.966035704,2.572786616,6229.095146,5946.595233,1.152696424,3.069909241
03-01-2021 2.00,0.0,0.0,0.0,0.0,8535.065108,10875.77236,1.546887033,4.119734125,5223.864158,4114.174451,0.969648219,2.582407619,6225.264875,5935.347077,1.151739512,3.067360751
03-01-2021 3.00,0.0,0.0,0.0,0.0,8501.355988,10793.48188,1.540659069,4.103147553,5225.582899,4115.053998,0.969446188,2.581869561,6230.309977,5941.995147,1.152020913,3.068110191
03-01-2021 4.00,0.0,0.0,0.0,0.0,8510.048659,10803.29517,1.541246186,4.104711187,5230.29274,4118.687922,0.969794296,2.582796657,6230.765543,5936.765886,1.151441585,3.0665673
03-01-2021 5.00,0.0,0.0,0.0,0.0,8534.881944,10851.68886,1.544826163,4.114245532,5231.771234,4117.367325,0.96967139,2.582469327,6228.472654,5927.38207,1.150619589,3.064378125
03-01-2021 6.00,0.0,0.0,0.0,0.0,8518.129201,10799.38003,1.541722645,4.105980113,5251.874872,4144.405986,0.97301993,2.591387299,6233.013384,5926.77112,1.15103424,3.065482441
03-01-2021 7.00,0.0,0.0,0.0,0.0,8517.373257,10786.3429,1.541966714,4.106630127,5253.416306,4141.037933,0.973470963,2.59258851,6231.496709,5915.6421,1.150897124,3.065117268
03-01-2021 8.00,0.0,0.0,0.0,0.0,8531.630548,10834.99579,1.547070429,4.120222554,5229.967016,4107.461705,0.97084658,2.585599142,6228.938174,5919.125605,1.152514053,3.069423541
03-01-2021 9.00,0.0,0.0,0.0,0.0,8507.402812,10765.05472,1.542521808,4.108108476,5246.987705,4129.323237,0.973527708,2.592739636,6225.034329,5902.233971,1.15124405,3.066041216
03-01-2021 10.00,0.0,0.0,0.0,0.0,8525.081958,10773.29017,1.540588959,4.102960832,5240.628848,4106.601481,0.969356881,2.581631713,6227.344528,5889.501297,1.148125328,3.057735306
03-01-2021 11.00,0.0,0.0,0.0,0.0,8497.275768,10703.92507,1.537866312,4.095709766,5249.673987,4117.074892,0.971988447,2.588640212,6226.814241,5882.593262,1.14920902,3.060621439
03-01-2021 12.00,0.0,0.0,0.0,0.0,8527.941794,10777.00601,1.545242187,4.115353503,5238.74539,4098.501439,0.971385917,2.587035527,6223.853508,5877.264854,1.150346105,3.063649772
03-01-2021 13.00,0.0,0.0,0.0,0.0,8512.662978,10740.80965,1.542318013,4.107565723,5257.714257,4129.930375,0.974584469,2.595554045,6221.336809,5871.738743,1.149533738,3.061486243
03-01-2021 14.00,0.0,0.0,0.0,0.0,8508.70049,10691.85998,1.53727497,4.09413488,5263.386956,4123.179045,0.972843472,2.59091735,6221.03641,5848.166451,1.14618444,3.052566251
03-01-2021 15.00,0.0,0.0,0.0,0.0,8507.92709,10719.96904,1.541265025,4.10476136,5270.080545,4146.094937,0.976677623,2.601128621,6224.611491,5871.328829,1.149840946,3.062304411
03-01-2021 16.00,0.0,0.0,0.0,0.0,8505.883644,10690.41699,1.540061893,4.101557128,5266.462412,4128.232059,0.975326055,2.597529069,6223.689152,5853.612853,1.148880128,3.05974552
03-01-2021 17.00,0.0,0.0,0.0,0.0,8515.683226,10718.68086,1.543553997,4.110857445,5268.254217,4132.648419,0.976740308,2.601295565,6231.097017,5869.946886,1.151476717,3.066660865
03-01-2021 18.00,0.0,0.0,0.0,0.0,8544.193846,10772.4054,1.548202597,4.123237791,5293.630793,4169.98494,0.981425068,2.613772214,6233.920923,5868.046753,1.151880268,3.067735619
03-01-2021 19.00,0.0,0.0,0.0,0.0,8549.815965,10760.99264,1.546630708,4.119051472,5284.323828,4144.324444,0.978100066,2.60491693,6229.507424,5845.707643,1.149206724,3.060615325
03-01-2021 20.00,0.0,0.0,0.0,0.0,8561.612141,10771.6502,1.545502095,4.116045702,5292.972375,4153.268224,0.977806254,2.604134438,6222.824483,5825.269184,1.145803158,3.051550805
03-01-2021 21.00,0.0,0.0,0.0,0.0,8535.697,10705.70285,1.54200657,4.106736274,5287.576133,4139.988823,0.977183374,2.602475558,6223.845321,5821.64838,1.146414976,3.053180225
03-01-2021 22.00,0.0,0.0,0.0,0.0,8494.415853,10635.10951,1.537993218,4.096047747,5271.596895,4122.456608,0.975911198,2.599087446,6227.522885,5841.832538,1.149123789,3.060394449
03-01-2021 23.00,0.0,0.0,0.0,0.0,8493.855315,10616.56532,1.536681412,4.092554091,5273.273925,4117.681707,0.975416129,2.597768958,6225.73867,5828.113421,1.147904418,3.05714697
04-01-2021 0.00,0.0,0.0,0.0,0.0,8485.042196,10577.37511,1.533700415,4.084614976,5266.235763,4097.317471,0.973042607,2.591447694,6229.112156,5822.580402,1.147220346,3.05532512
04-01-2021 1.00,0.0,0.0,0.0,0.0,8493.255685,10623.89357,1.538907682,4.098483187,5261.102317,4099.651572,0.974540752,2.595437616,6230.056801,5839.699429,1.150229754,3.063339902
04-01-2021 2.00,0.0,0.0,0.0,0.0,8474.154973,10558.9349,1.533910743,4.085175128,5261.668262,4091.064224,0.973348709,2.592262919,6228.769719,5824.009424,1.148491882,3.058711529
04-01-2021 3.00,0.0,0.0,0.0,0.0,8464.429488,10519.72834,1.530054536,4.074905117,5270.369956,4098.705704,0.973513999,2.592703124,6232.870817,5822.132351,1.147534765,3.056162495
04-01-2021 4.00,0.0,0.0,0.0,0.0,8483.172388,10568.25466,1.535002311,4.088082238,5270.20565,4100.26934,0.974658195,2.595750395,6233.004565,5825.310532,1.148948105,3.05992656
04-01-2021 5.00,0.0,0.0,0.0,0.0,8452.105822,10495.02419,1.531754011,4.07943123,5275.448771,4105.954802,0.976693204,2.601170116,6230.836956,5817.434187,1.149742376,3.062041895
04-01-2021 6.00,0.0,0.0,0.0,0.0,8477.726498,10560.85308,1.537571989,4.094925914,5278.308263,4113.580242,0.978284007,2.60540681,6228.074142,5816.75805,1.150525515,3.064127584
04-01-2021 7.00,0.0,0.0,0.0,0.0,8466.209924,10517.76658,1.533956454,4.085296868,5274.573731,4100.151629,0.976486721,2.600620202,6229.122325,5808.285156,1.149303743,3.060873711
04-01-2021 8.00,0.0,0.0,0.0,0.0,8493.21505,10584.73688,1.538499435,4.097395926,5274.569535,4103.076335,0.976628435,2.600997621,6229.751034,5813.393891,1.149529241,3.061474265
04-01-2021 9.00,0.0,0.0,0.0,0.0,8495.366633,10586.66755,1.538706145,4.097946444,5268.736428,4091.923034,0.975422556,2.597786074,6229.364821,5810.589932,1.149254933,3.060743717
04-01-2021 10.00,0.0,0.0,0.0,0.0,8460.981633,10474.70593,1.528200513,4.069967405,5283.117456,4102.336836,0.974968107,2.596575767,6230.286007,5793.294391,1.145799293,3.051540513
04-01-2021 11.00,0.0,0.0,0.0,0.0,8459.236365,10479.36473,1.530720117,4.076677721,5282.573644,4103.620937,0.976590221,2.600895848,6225.503875,5787.757498,1.14696391,3.054642168
04-01-2021 12.00,0.0,0.0,0.0,0.0,8433.651285,10422.8255,1.528147805,4.069827034,5275.847788,4091.38178,0.976285257,2.600083656,6223.172708,5782.6399,1.147701498,3.056606545
04-01-2021 13.00,0.0,0.0,0.0,0.0,8413.90549,10397.24523,1.526787028,4.066202953,5273.532895,4095.284962,0.97702464,2.602052811,6214.115384,5776.310075,1.147411375,3.055833875
04-01-2021 14.00,0.0,0.0,0.0,0.0,8398.680405,10337.55123,1.519834795,4.047687476,5281.73838,4099.464065,0.975769437,2.598709901,6211.830872,5758.213997,1.14368944,3.045921465
04-01-2021 15.00,0.0,0.0,0.0,0.0,8381.147751,10293.69005,1.517014569,4.040176533,5278.444613,4091.428011,0.975120377,2.596981298,6210.928796,5753.25256,1.143468373,3.045332709
04-01-2021 16.00,0.0,0.0,0.0,0.0,8400.906067,10346.24144,1.523601159,4.057718215,5280.396735,4096.301097,0.977488724,2.603288777,6213.782254,5761.614496,1.146393251,3.053122367
04-01-2021 17.00,0.0,0.0,0.0,0.0,8427.68962,10416.78989,1.527386809,4.067800315,5283.659751,4107.673836,0.977814803,2.604157206,6214.020326,5769.85821,1.14608558,3.052302965
04-01-2021 18.00,0.0,0.0,0.0,0.0,8432.40351,10431.95437,1.529312543,4.072929011,5287.6913,4116.032163,0.979320737,2.608167873,6211.020162,5766.579065,1.146425691,3.053208762
04-01-2021 19.00,0.0,0.0,0.0,0.0,8451.722956,10460.61275,1.530458123,4.075979966,5273.411739,4086.131652,0.975356876,2.597611151,6212.102858,5760.549848,1.145073633,3.049607905
04-01-2021 20.00,0.0,0.0,0.0,0.0,8434.047492,10436.51566,1.530036663,4.074857517,5275.271808,4095.079303,0.977258626,2.602675972,6212.49918,5769.249332,1.146859977,3.054365372
04-01-2021 21.00,0.0,0.0,0.0,0.0,8446.230601,10452.73304,1.531829905,4.079633355,5269.876818,4080.800507,0.976122082,2.59964908,6219.592223,5775.299349,1.147911416,3.057165606
04-01-2021 22.00,0.0,0.0,0.0,0.0,8469.184751,10502.01472,1.534551838,4.086882519,5258.276641,4061.100567,0.97331266,2.59216691,6218.73397,5773.06626,1.14701237,3.054771229
04-01-2021 23.00,0.0,0.0,0.0,0.0,8470.427166,10491.32659,1.532395468,4.081139586,5266.50498,4069.910419,0.973381715,2.59235082,6219.666292,5767.645691,1.145428357,3.05055262
05-01-2021 0.00,0.0,0.0,0.0,0.0,8454.453765,10448.75311,1.528356828,4.070383711,5280.805732,4091.395436,0.975122889,2.596987988,6227.327503,5778.567244,1.145770206,3.051463046
05-01-2021 1.00,0.0,0.0,0.0,0.0,8465.096034,10502.04308,1.533904216,4.085157747,5278.006571,4098.642799,0.977086882,2.602218575,6230.036402,5800.4941,1.14919168,3.06057526
05-01-2021 2.00,0.0,0.0,0.0,0.0,8468.688133,10476.91979,1.531139334,4.077794197,5289.067452,4103.111716,0.976971799,2.601912083,6229.436551,5779.938265,1.146493805,3.053390165
05-01-2021 3.00,0.0,0.0,0.0,0.0,8438.124625,10406.03039,1.52531296,4.062277156,5300.950641,4122.099341,0.978560077,2.60614205,6229.498029,5778.928669,1.145825568,3.051610489
05-01-2021 4.00,0.0,0.0,0.0,0.0,8447.294543,10437.53799,1.528151485,4.069836833,5314.0321,4148.594199,0.981891699,2.615014964,6230.61606,5787.561333,1.1471106,3.055032839
05-01-2021 5.00,0.0,0.0,0.0,0.0,8403.229099,10370.63076,1.523082595,4.056337153,5335.738728,4199.873816,0.987440561,2.629792927,6234.93616,5815.589217,1.149613757,3.061699352
05-01-2021 6.00,0.0,0.0,0.0,0.0,8409.913367,10359.81157,1.52233467,4.054345249,5308.920406,4142.920306,0.981184074,2.613130389,6239.49763,5808.160612,1.148918033,3.059846471
05-01-2021 7.00,0.0,0.0,0.0,0.0,8426.597142,10433.64933,1.528622306,4.071090742,5302.528502,4148.135366,0.982323786,2.616165718,6237.193232,5825.701756,1.151250234,3.066057685
05-01-2021 8.00,0.0,0.0,0.0,0.0,8430.28151,10433.10102,1.526772271,4.066163653,5295.265977,4133.381649,0.979484827,2.608604882,6237.669815,5822.820059,1.149600608,3.061664334
05-01-2021 9.00,0.0,0.0,0.0,0.0,8454.278227,10494.77777,1.532143349,4.080468132,5310.369099,4161.4575,0.983156384,2.618383128,6239.449712,5830.500266,1.151051874,3.065529405
05-01-2021 10.00,0.0,0.0,0.0,0.0,8458.563798,10514.72176,1.533886755,4.085111242,5311.486566,4167.664925,0.984080028,2.620843014,6237.443338,5832.693981,1.151510331,3.066750388
05-01-2021 11.00,0.0,0.0,0.0,0.0,8447.792505,10468.33139,1.527918061,4.069215167,5305.300332,4149.336996,0.980272711,2.610703208,6241.820076,5829.401687,1.149140329,3.060438499
05-01-2021 12.00,0.0,0.0,0.0,0.0,8446.177799,10475.48243,1.527263842,4.067472824,5316.972145,4174.728889,0.982292471,2.616082319,6242.246811,5837.744595,1.149001078,3.06006764
05-01-2021 13.00,0.0,0.0,0.0,0.0,8432.743852,10449.43317,1.527118648,4.067086138,5308.399482,4160.95683,0.982027638,2.615377004,6236.906638,5829.027558,1.149585395,3.061623817
05-01-2021 14.00,0.0,0.0,0.0,0.0,8447.961325,10503.8901,1.530950986,4.077292581,5305.915976,4166.055976,0.982490352,2.616609324,6237.293814,5842.513203,1.150782866,3.064812972
05-01-2021 15.00,0.0,0.0,0.0,0.0,8456.246058,10540.08443,1.533492156,4.08406033,5306.514045,4175.278417,0.983495653,2.619286682,6238.48212,5855.938222,1.152070899,3.068243316
05-01-2021 16.00,0.0,0.0,0.0,0.0,8471.501578,10588.8013,1.536906764,4.093154259,5318.118272,4201.313372,0.986227156,2.626561335,6233.567884,5855.283643,1.151881972,3.067740158
05-01-2021 17.00,0.0,0.0,0.0,0.0,8469.542854,10571.77336,1.535183049,4.088563589,5302.844463,4170.095925,0.982420088,2.616422193,6233.443154,5847.658337,1.150783032,3.064813414
05-01-2021 18.00,0.0,0.0,0.0,0.0,8448.177032,10528.41804,1.53140799,4.078509694,5317.991038,4198.266352,0.985044802,2.623412442,6231.648642,5847.608115,1.150308976,3.063550889
05-01-2021 19.00,0.0,0.0,0.0,0.0,8450.072236,10508.62677,1.527559538,4.068260335,5319.358213,4191.561246,0.9826566,2.617052082,6230.110171,5831.822601,1.146940774,3.054580551
05-01-2021 20.00,0.0,0.0,0.0,0.0,8487.20272,10619.01147,1.53500159,4.088080318,5319.82315,4204.941461,0.983798751,2.620093906,6229.447018,5847.593327,1.148054304,3.057546153
05-01-2021 21.00,0.0,0.0,0.0,0.0,8490.767091,10625.82508,1.535732212,4.090026141,5313.691282,4193.956459,0.982772052,2.617359559,6228.754359,5845.382684,1.148022736,3.057462079
05-01-2021 22.00,0.0,0.0,0.0,0.0,8477.443212,10605.66992,1.534504408,4.086756204,5320.308706,4209.538845,0.984625653,2.622296146,6226.553906,5847.580457,1.148451147,3.058603042
05-01-2021 23.00,0.0,0.0,0.0,0.0,8479.079258,10614.77363,1.533998344,4.085408431,5328.84634,4227.09209,0.985760086,2.625317414,6226.703231,5852.082628,1.148016825,3.057446336
06-01-2021 0.00,0.0,0.0,0.0,0.0,8493.987958,10656.99523,1.537734875,4.095359717,5321.032581,4217.289681,0.985191422,2.623802924,6225.939412,5855.386209,1.148927228,3.059870959
06-01-2021 1.00,0.0,0.0,0.0,0.0,8525.221648,10734.14226,1.541374697,4.105053442,5314.568,4210.938262,0.983183921,2.618456465,6223.692609,5856.71554,1.147529012,3.056147172
06-01-2021 2.00,0.0,0.0,0.0,0.0,8527.047994,10735.8133,1.541637241,4.10575266,5328.929126,4234.041909,0.985748384,2.625286251,6224.062831,5855.521939,1.147434614,3.055895768
06-01-2021 3.00,0.0,0.0,0.0,0.0,8514.120267,10748.94769,1.544216379,4.112621529,5336.297997,4264.484755,0.990156376,2.637025799,6221.207328,5874.75343,1.150497721,3.064053563
06-01-2021 4.00,0.0,0.0,0.0,0.0,8532.426588,10772.82183,1.542426877,4.107855653,5323.163852,4236.974475,0.984808972,2.622784368,6218.164621,5861.023701,1.146451065,3.05327634
06-01-2021 5.00,0.0,0.0,0.0,0.0,8532.288678,10780.2262,1.543411995,4.110479261,5336.598846,4262.813137,0.987961522,2.63118037,6216.184144,5861.426839,1.146900243,3.05447261
06-01-2021 6.00,0.0,0.0,0.0,0.0,8492.069987,10717.61364,1.540042409,4.101505237,5321.435223,4248.926651,0.987146449,2.629009635,6221.617546,5888.225109,1.150236127,3.063356875
06-01-2021 7.00,0.0,0.0,0.0,0.0,8497.168695,10720.91948,1.539171735,4.099186424,5332.95204,4265.712733,0.988230697,2.63189725,6223.836759,5888.178413,1.149333926,3.060954094
06-01-2021 8.00,0.0,0.0,0.0,0.0,8497.756626,10732.01273,1.539466628,4.099971793,5335.861311,4275.551398,0.988974318,2.633877693,6220.819959,5889.026195,1.149005436,3.060079246
06-01-2021 9.00,0.0,0.0,0.0,0.0,8461.836806,10677.10876,1.534962551,4.087976348,5317.290468,4256.480547,0.986521351,2.627344848,6216.592322,5897.542608,1.149318249,3.060912344
06-01-2021 10.00,0.0,0.0,0.0,0.0,8452.302974,10634.82503,1.530091777,4.075004298,5336.369788,4280.959939,0.987909098,2.631040754,6218.29394,5889.715165,1.147202757,3.055278278
06-01-2021 11.00,0.0,0.0,0.0,0.0,8434.627373,10625.86087,1.529793531,4.074209999,5325.60329,4276.362844,0.987587648,2.630184654,6221.368827,5914.243264,1.149686834,3.061893974
06-01-2021 12.00,0.0,0.0,0.0,0.0,8450.926893,10654.25415,1.531522728,4.078815269,5326.551161,4274.248729,0.987135801,2.628981278,6223.236653,5912.611649,1.14928973,3.06083639
06-01-2021 13.00,0.0,0.0,0.0,0.0,8449.353411,10691.43474,1.534567109,4.086923191,5312.663006,4268.899445,0.986826873,2.628158527,6218.446608,5928.269402,1.151074325,3.065589197
06-01-2021 14.00,0.0,0.0,0.0,0.0,8443.650458,10658.743,1.530755343,4.076771537,5286.699975,4216.888939,0.980233838,2.610599682,6220.822773,5921.666215,1.149355003,3.061010227
06-01-2021 15.00,0.0,0.0,0.0,0.0,8412.307227,10609.6247,1.528780552,4.071512189,5278.559463,4211.823569,0.980755992,2.611990302,6223.824904,5939.418765,1.152206254,3.068603799
06-01-2021 16.00,0.0,0.0,0.0,0.0,8405.400902,10590.94361,1.52532307,4.06230408,5291.497819,4233.986794,0.981705048,2.614517869,6223.972425,5939.438628,1.15051651,3.064103601
06-01-2021 17.00,0.0,0.0,0.0,0.0,8364.304365,10507.53833,1.519887636,4.047828206,5283.853935,4225.223193,0.981160525,2.613067673,6221.159085,5939.926847,1.151006326,3.065408101
