Unnamed: 0,POWER_1,FUEL_FLOW_1,CO2_1,CMP_SPEED_2,POWER_2,FUEL_FLOW_2,CO2_2,DATE_TIME,THERMAL_EFF
01-01-2021 15.00,7617.279489,1.36189787,3.358527289,4905.319317,4062.598833,1.010465006,2.49187136,6647.997165,26.02061688700538
01-01-2021 16.00,7615.714302,1.360733768,3.355656538,4921.344116,4090.979965,1.012940336,2.497975682,6648.108746,26.037526164189355
01-01-2021 17.00,7616.365373,1.361668167,3.357960825,4909.035657,4068.432639,1.01103657,2.493280871,6648.297846,26.021883220122753
01-01-2021 18.00,7598.845501,1.358634525,3.35047967,4907.663626,4058.546019,1.008708918,2.487540734,6646.691496,26.019994856994078
01-01-2021 19.00,7620.867042,1.363002704,3.361251879,4884.623291,4026.681785,1.006878005,2.483025585,6648.085181,26.011770022840885
01-01-2021 20.00,7603.612936,1.360907875,3.356085898,4848.156716,3955.498771,0.998081248,2.461332219,6645.074643,25.9928267454095
01-01-2021 21.00,7607.172803,1.362084535,3.358987616,4848.643124,3954.288125,0.99860341,2.462619904,6647.998381,25.98253123242724
01-01-2021 22.00,7630.622003,1.363559215,3.36262427,4849.748598,3966.400752,0.999581518,2.46503198,6650.851513,26.03443614292893
01-01-2021 23.00,7612.076778,1.361566262,3.357709522,4861.048857,3975.846712,1.00036679,2.466968513,6650.933553,26.009177397774852
02-01-2021 0.00,7617.204379,1.362613834,3.360292901,4863.691157,3983.937016,1.001764695,2.470415836,6650.311079,26.006688322415684
02-01-2021 1.00,7615.398459,1.361624682,3.357853589,4861.606661,3979.512258,1.000614421,2.467579186,6650.462872,26.019410618268353
02-01-2021 2.00,7615.316804,1.362167606,3.359192475,4852.503132,3962.226578,0.999019402,2.463645767,6650.880478,26.008761090856936
02-01-2021 3.00,7622.425078,1.362929157,3.361070507,4848.696773,3953.134987,0.998025553,2.461194871,6655.531174,26.01849190352523
02-01-2021 4.00,7615.173128,1.362150009,3.359149077,4842.761152,3942.664534,0.996696348,2.457916968,6652.261981,26.008606380098353
02-01-2021 5.00,7606.085589,1.360782541,3.355776816,4840.166941,3933.097915,0.995141577,2.454082803,6652.328497,26.003674300449507
02-01-2021 6.00,7615.859309,1.362809922,3.360776467,4859.944922,3972.485693,1.000707332,2.46780831,6652.985245,25.998354665896933
02-01-2021 7.00,7614.367298,1.360963782,3.356223768,4854.951669,3963.587024,0.99832694,2.461938112,6653.288604,26.02852108747053
02-01-2021 8.00,7636.25234,1.363778463,3.36316495,4844.767969,3950.841787,0.997520153,2.459948523,6658.339822,26.049457415944303
02-01-2021 9.00,7650.313624,1.366060727,3.36879316,4852.423912,3971.574503,1.000777589,2.467981568,6658.642136,26.053823801748386
02-01-2021 10.00,7625.264539,1.362064695,3.358938689,4866.983783,3982.827611,1.000683192,2.46774878,6659.630664,26.04470347452669
02-01-2021 11.00,7628.531366,1.362540452,3.360111937,4867.14134,3986.128239,1.001246311,2.469137467,6658.777032,26.04676368323541
02-01-2021 12.00,7627.762923,1.364433515,3.36478035,4846.420313,3943.446682,0.997711579,2.460420593,6661.970458,26.008005366082514
02-01-2021 13.00,7651.062727,1.366940531,3.370962812,4839.51685,3939.070919,0.997537209,2.459990585,6665.921488,26.039604272812568
02-01-2021 14.00,7642.334026,1.364909756,3.36595479,4851.780585,3960.691348,0.999092814,2.463826807,6662.864578,26.048595748969245
02-01-2021 15.00,7625.774822,1.36476216,3.365590811,4766.070311,3803.53415,0.981504985,2.420454093,6659.110459,25.994965345519418
02-01-2021 16.00,7627.27442,1.364774389,3.365620969,4757.599858,3787.351687,0.979453307,2.415394524,6660.984606,25.999844246725623
02-01-2021 17.00,7631.909074,1.364986384,3.366143761,4750.213499,3776.658814,0.978031557,2.411888398,6661.46812,26.011602380176917
02-01-2021 18.00,7621.348226,1.363646355,3.362839164,4763.165924,3794.486534,0.979829648,2.416322606,6660.7635,26.001133894474
02-01-2021 19.00,7604.662152,1.360936058,3.356155397,4748.016422,3762.912305,0.975099056,2.404656664,6658.028593,25.99587512539302
02-01-2021 20.00,7605.339902,1.361471438,3.35747568,4756.351349,3777.746935,0.977215321,2.409875507,6657.800321,25.987968521743316
02-01-2021 21.00,7627.54469,1.365458494,3.367308014,4759.665651,3795.501491,0.980933969,2.419045933,6657.234764,25.98773896322724
02-01-2021 22.00,7616.648365,1.364086178,3.363923794,4780.797475,3824.546561,0.984096086,2.426843916,6659.053663,25.976721372013266
02-01-2021 23.00,7621.851789,1.364794065,3.36566949,4771.576295,3806.523574,0.982197031,2.422160723,6662.750637,25.980985019658664
03-01-2021 0.00,7614.376804,1.363611839,3.362754044,4777.118323,3809.593765,0.982157282,2.4220627,6664.914411,25.97800760460914
03-01-2021 1.00,7613.307826,1.362351098,3.359644976,4791.992073,3835.022926,0.984302535,2.427353032,6665.754736,25.998397646249778
03-01-2021 2.00,7627.311872,1.365985045,3.368606523,4779.300459,3821.470638,0.984522234,2.427894824,6663.753169,25.976928452876052
03-01-2021 3.00,7602.620326,1.362141569,3.359128266,4797.800322,3837.641496,0.985184859,2.4295289,6666.603879,25.965894848950743
03-01-2021 4.00,7609.584476,1.363474856,3.362416236,4791.882828,3830.986793,0.98493458,2.428911695,6666.295993,25.96426586155467
03-01-2021 5.00,7595.499119,1.363391905,3.362211674,4798.616376,3840.478832,0.986926287,2.433823373,6661.157453,25.91778273487461
03-01-2021 6.00,7583.698477,1.361688391,3.358010699,4813.807006,3864.007572,0.989203659,2.439439516,6658.661607,25.909889497949738
03-01-2021 7.00,7583.486151,1.363019926,3.361294351,4817.053191,3871.712416,0.991183315,2.444321474,6656.403077,25.88385340277944
03-01-2021 8.00,7593.905341,1.362736261,3.360594814,4808.135403,3861.033826,0.988966779,2.438855355,6657.50019,25.92481138677303
03-01-2021 9.00,7591.144297,1.363860793,3.363367982,4809.188165,3858.087483,0.989609546,2.44044046,6659.314826,25.894017684573633
03-01-2021 10.00,7587.839657,1.361413077,3.357331756,4813.515987,3863.229581,0.988602383,2.437956732,6661.037165,25.929280470941023
03-01-2021 11.00,7586.987873,1.364093555,3.363941986,4811.554178,3859.360367,0.990203413,2.441904975,6659.593441,25.87542377588789
03-01-2021 12.00,7606.240445,1.366001458,3.368646999,4811.53798,3867.408877,0.991298117,2.444604585,6661.631733,25.904852597449157
03-01-2021 13.00,7580.778027,1.362724437,3.360565654,4820.026843,3867.542219,0.990507684,2.442655325,6662.425592,25.88022064152765
03-01-2021 14.00,7592.529367,1.364588446,3.36516242,4818.628887,3873.743214,0.991878371,2.446035527,6660.566683,25.884932029670495
03-01-2021 15.00,7572.692066,1.362975142,3.36118391,4816.469949,3859.62913,0.99031449,2.442178896,6659.649591,25.847860445378075
03-01-2021 16.00,7571.219138,1.3631765,3.36168047,4809.999237,3848.662802,0.989223814,2.43948922,6658.571421,25.839015596563332
03-01-2021 17.00,7576.080146,1.364574734,3.365128604,4803.636079,3839.328531,0.988822576,2.438499741,6658.753191,25.829111846103924
03-01-2021 18.00,7556.866616,1.360820134,3.355869522,4804.52958,3829.624447,0.986042933,2.431644965,6660.097606,25.834690837880135
03-01-2021 19.00,7555.303833,1.360147744,3.354211365,4798.44347,3820.44144,0.984586065,2.428052235,6658.339443,25.8421169017784
03-01-2021 20.00,7558.165383,1.361440235,3.35739873,4804.642323,3836.019672,0.987234302,2.434582955,6655.390459,25.827361878585357
03-01-2021 21.00,7574.626654,1.363598588,3.362721367,4814.411287,3860.926432,0.990784274,2.443337414,6656.312922,25.84264294592383
03-01-2021 22.00,7567.524173,1.363658798,3.36286985,4808.25034,3851.64457,0.990200083,2.441896762,6651.724703,25.817271172960737
03-01-2021 23.00,7558.81364,1.363952984,3.363595331,4820.113227,3861.814218,0.992156497,2.446721404,6655.495312,25.78199240439562
04-01-2021 0.00,7543.392216,1.360296097,3.354577212,4837.140586,3883.023981,0.992950075,2.448678418,6656.570869,25.79856059590462
04-01-2021 1.00,7564.751396,1.362134599,3.359111076,4830.722706,3879.273791,0.992430211,2.447396401,6660.31068,25.836689981552325
04-01-2021 2.00,7547.310422,1.361708262,3.358059703,4838.927729,3885.441939,0.993984028,2.451228212,6658.438171,25.78519254578052
04-01-2021 3.00,7559.548194,1.363294105,3.361970494,4854.743708,3923.116136,0.998820252,2.463154649,6656.023065,25.79695948728768
04-01-2021 4.00,7539.536715,1.359328758,3.352191692,4859.538871,3925.049627,0.997353749,2.459538159,6653.196847,25.803724344952485
04-01-2021 5.00,7547.47813,1.361121164,3.356611881,4827.578568,3870.02617,0.991658201,2.445492573,6655.313291,25.79688779634956
04-01-2021 6.00,7548.546584,1.363132859,3.36157285,4844.548009,3896.705765,0.996259809,2.456840434,6657.124399,25.76246359184735
04-01-2021 7.00,7545.021641,1.362436472,3.359855514,4841.139688,3888.092633,0.994928504,2.453557351,6657.620804,25.763595210926237
04-01-2021 8.00,7560.615592,1.363344729,3.362095336,4867.400716,3941.476056,1.000919745,2.468332134,6659.554854,25.799643949824386
04-01-2021 9.00,7570.145818,1.365184102,3.366631347,4867.38815,3945.964784,1.002264146,2.471647513,6659.96646,25.79735982060869
04-01-2021 10.00,7554.462851,1.364066157,3.363874421,4849.947313,3904.621968,0.997570981,2.460073869,6660.9334,25.765014675085133
04-01-2021 11.00,7546.330173,1.361606298,3.357808253,4856.352461,3914.118326,0.997311074,2.45943292,6659.636697,25.783774225687388
04-01-2021 12.00,7547.208298,1.361095543,3.356548697,4865.351198,3932.533965,0.999044578,2.463707852,6658.481793,25.796451102884234
04-01-2021 13.00,7546.211387,1.360803804,3.35582925,4869.468412,3937.614232,0.999454282,2.46471821,6659.854153,25.798573348758403
04-01-2021 14.00,7546.912676,1.36180094,3.358288252,4879.169204,3954.644468,1.002184437,2.471450946,6659.944428,25.782078925908852
04-01-2021 15.00,7551.6196,1.362092205,3.35900653,4870.223604,3943.842209,1.000799448,2.468035473,6658.260516,25.792642329219962
04-01-2021 16.00,7559.283819,1.365529086,3.367482099,4868.934809,3942.309348,1.002758982,2.472867811,6659.813488,25.75383653133896
04-01-2021 17.00,7549.789182,1.361534664,3.357631598,4883.683612,3960.214176,1.002468391,2.472151195,6663.698523,25.796949901711674
04-01-2021 18.00,7568.215866,1.364933837,3.366014176,4886.287504,3974.95181,1.005516067,2.479666958,6663.141092,25.795511799701238
04-01-2021 19.00,7567.227548,1.365563526,3.367567031,4902.524898,4004.735438,1.009569355,2.489662626,6661.658644,25.780249936366044
04-01-2021 20.00,7561.002479,1.365823181,3.368207356,4884.033178,3968.976459,1.00593521,2.480700592,6660.534109,25.754145170548348
04-01-2021 21.00,7543.554727,1.36156326,3.357702119,4889.342825,3973.842114,1.004343676,2.476775767,6657.475026,25.77510598165173
04-01-2021 22.00,7545.752668,1.364109818,3.363982093,4899.23183,3993.301841,1.008459944,2.486926748,6655.965146,25.73448428860844
04-01-2021 23.00,7555.860299,1.364587183,3.365159305,4902.720848,4007.83035,1.009837802,2.490324634,6654.335856,25.75994136263306
05-01-2021 0.00,7543.409809,1.362719263,3.360552896,4915.055164,4017.013744,1.010381702,2.491665927,6658.813402,25.752746061907946
05-01-2021 1.00,7559.151454,1.363373939,3.362167369,4918.577892,4032.92428,1.011744588,2.49502689,6659.063242,25.794095119273543
05-01-2021 2.00,7539.258855,1.360451774,3.354961123,4906.815885,3999.195208,1.006917436,2.483122824,6660.280975,25.781473892813946
05-01-2021 3.00,7553.038142,1.364117072,3.363999981,4894.332107,3985.022276,1.007154574,2.483707621,6659.147904,25.759194121977476
05-01-2021 4.00,7543.75873,1.360507453,3.35509843,4892.948513,3980.900078,1.004543887,2.477269502,6657.585312,25.7958060582694
05-01-2021 5.00,7554.264687,1.363535101,3.362564804,4885.314284,3970.425167,1.00495875,2.478292578,6659.062554,25.77437325988901
05-01-2021 6.00,7556.338117,1.363684773,3.362933906,4876.75485,3958.372289,1.003515734,2.474734009,6657.550343,25.77861793206689
05-01-2021 7.00,6939.240202,1.307092164,3.223372911,4861.474838,3921.159969,0.998034246,2.461216308,6383.660033,24.698350419901015
05-01-2021 8.00,6964.42697,1.310426832,3.231596415,4848.960233,3915.392149,0.998177242,2.461568947,6382.657201,24.72491743169375
05-01-2021 9.00,6942.811806,1.308090793,3.225835592,4841.968268,3891.172185,0.995002061,2.453738748,6381.731553,24.692197540328397
05-01-2021 10.00,6941.327184,1.308470451,3.226771855,4851.390064,3908.551542,0.997457593,2.459794247,6380.180128,24.679754454434807
05-01-2021 11.00,6963.80402,1.3108285,3.232586954,4863.698957,3947.425276,1.002254396,2.471623469,6377.621113,24.7151302460381
05-01-2021 12.00,6931.802839,1.306474765,3.221850365,4862.151636,3923.483836,0.998304887,2.461883727,6379.037084,24.683538292296284
05-01-2021 13.00,6945.757993,1.307218814,3.223685236,4869.400422,3947.412457,1.000750255,2.467914162,6377.606964,24.719153586528954
05-01-2021 14.00,6946.505252,1.306666554,3.222323328,4865.503368,3943.062876,0.999767389,2.465490352,6376.299326,24.73226162004842
05-01-2021 15.00,6933.792545,1.305770916,3.220114627,4859.816698,3927.910695,0.99823291,2.461706228,6374.138384,24.703932433390392
05-01-2021 16.00,6947.726191,1.309291297,3.228796112,4870.244097,3958.057549,1.003585091,2.474905048,6370.940362,24.687019031344697
05-01-2021 17.00,6953.878292,1.309308165,3.228837709,4868.870224,3959.66869,1.00333488,2.474288012,6370.944525,24.708560665973046
05-01-2021 18.00,6952.447456,1.308445238,3.226709676,4884.193822,3984.089368,1.005622156,2.479928581,6372.620898,24.71976869308844
05-01-2021 19.00,6933.207745,1.305133165,3.218541892,4865.825559,3939.029967,0.99906949,2.463769288,6373.599154,24.713919404232616
05-01-2021 20.00,6958.813371,1.308059713,3.225758949,4858.876101,3941.834848,0.999841872,2.46567403,6373.732249,24.749695355850523
05-01-2021 21.00,6951.158286,1.307482511,3.224335531,4869.239092,3950.612436,1.0009608,2.46843338,6377.325479,24.733383298719122
05-01-2021 22.00,6965.794189,1.308794694,3.227571459,4864.845924,3955.450889,1.001554415,2.469897272,6374.775394,24.760610661721174
05-01-2021 23.00,6963.131274,1.308179344,3.226053966,4849.16111,3927.860466,0.998047365,2.461248662,6373.517575,24.762787670916293
06-01-2021 0.00,6971.447766,1.310015438,3.230581891,0.0,0.0,0.0,0.0,6373.258743,24.75761484807057
06-01-2021 1.00,6953.775715,1.306949396,3.223020835,0.0,0.0,0.0,0.0,6374.47283,24.75278929039271
06-01-2021 2.00,6969.040135,1.309210096,3.228595866,0.0,0.0,0.0,0.0,6373.772402,24.764288694046797
06-01-2021 3.00,6961.307442,1.307492166,3.224359341,0.0,0.0,0.0,0.0,6374.109212,24.769312785527205
06-01-2021 4.00,6949.796544,1.306180257,3.22112409,0.0,0.0,0.0,0.0,6374.062008,24.753192199318473
06-01-2021 5.00,6945.317896,1.306326338,3.221484334,0.0,0.0,0.0,0.0,6368.03878,24.734474271159463
06-01-2021 6.00,6955.707008,1.306964701,3.223058579,0.0,0.0,0.0,0.0,6366.038756,24.75937401279001
06-01-2021 7.00,6946.669113,1.306793357,3.222636033,0.0,0.0,0.0,0.0,6365.264426,24.73044510940007
06-01-2021 8.00,6938.716729,1.304407163,3.216751525,0.0,0.0,0.0,0.0,6365.514672,24.747322684577707
06-01-2021 9.00,6949.33542,1.306120652,3.2209771,0.0,0.0,0.0,0.0,6363.600055,24.75267934767316
06-01-2021 10.00,6946.421266,1.304923687,3.218025308,0.0,0.0,0.0,0.0,6361.863602,24.764994813487498
06-01-2021 11.00,6973.263249,1.308065852,3.225774087,0.0,0.0,0.0,0.0,6364.268661,24.800971353648197
06-01-2021 12.00,6976.989148,1.308665608,3.227253124,0.0,0.0,0.0,0.0,6368.352432,24.802850557971322
06-01-2021 13.00,6977.630684,1.307825655,3.225181745,0.0,0.0,0.0,0.0,6370.114812,24.821062319576477
06-01-2021 14.00,6960.236121,1.307060173,3.223294018,0.0,0.0,0.0,0.0,6365.800502,24.773686054628868
06-01-2021 15.00,6963.952512,1.306141862,3.221029405,0.0,0.0,0.0,0.0,6363.877618,24.804340838394527
06-01-2021 16.00,6974.840376,1.308519647,3.226893175,0.0,0.0,0.0,0.0,6363.893029,24.797977603160888
06-01-2021 17.00,6955.831063,1.304199693,3.216239891,0.0,0.0,0.0,0.0,6364.979537,24.812308391929356
06-01-2021 18.00,6970.723861,1.306130396,3.221001128,0.0,0.0,0.0,0.0,6364.483867,24.82867711949824
06-01-2021 19.00,6956.750496,1.305051767,3.218341159,0.0,0.0,0.0,0.0,6365.681345,24.79938591708674
06-01-2021 20.00,6966.710523,1.304567467,3.217146847,0.0,0.0,0.0,0.0,6363.992937,24.84411092645919
06-01-2021 21.00,6975.567607,1.306537579,3.222005268,0.0,0.0,0.0,0.0,6365.388058,24.83818657445663
06-01-2021 22.00,6972.465142,1.305874959,3.220371204,0.0,0.0,0.0,0.0,6365.955291,24.839737154144856
06-01-2021 23.00,6980.606995,1.305294282,3.218939217,0.0,0.0,0.0,0.0,6368.719588,24.87980607199209
07-01-2021 0.00,6989.632297,1.307036111,3.223234681,0.0,0.0,0.0,0.0,6373.584058,24.878774360290627
07-01-2021 1.00,7014.351124,1.309379739,3.229014215,0.0,0.0,0.0,0.0,6376.232567,24.92207070552685
07-01-2021 2.00,7016.234368,1.311340289,3.233849057,0.0,0.0,0.0,0.0,6376.158876,24.89149156415209
07-01-2021 3.00,7002.899023,1.308948577,3.227950944,0.0,0.0,0.0,0.0,6374.440718,24.889577077536686
07-01-2021 4.00,7016.419961,1.309712143,3.229833946,0.0,0.0,0.0,0.0,6374.35522,24.92309423812649
07-01-2021 5.00,6997.510123,1.308878237,3.227777479,0.0,0.0,0.0,0.0,6373.175218,24.871760499972932
07-01-2021 6.00,7000.335612,1.306575152,3.222097925,0.0,0.0,0.0,0.0,6374.31348,24.925662210273032
07-01-2021 7.00,6998.320583,1.306351422,3.221546194,0.0,0.0,0.0,0.0,6375.384136,24.922755042422345
07-01-2021 8.00,7012.221305,1.30853382,3.226928127,0.0,0.0,0.0,0.0,6372.992606,24.93060974434284
07-01-2021 9.00,7009.345769,1.30893622,3.227920471,0.0,0.0,0.0,0.0,6372.587803,24.912725171722506
07-01-2021 10.00,6985.919349,1.305799679,3.220185558,0.0,0.0,0.0,0.0,6371.346619,24.88910318996595
07-01-2021 11.00,7008.763644,1.309625872,3.229621195,0.0,0.0,0.0,0.0,6372.786589,24.897538165136147
07-01-2021 12.00,7008.912687,1.306821814,3.222706211,0.0,0.0,0.0,0.0,6376.804233,24.9514915995879
07-01-2021 13.00,7035.074976,1.311841226,3.235084401,0.0,0.0,0.0,0.0,6378.319035,24.9488018432068
07-01-2021 14.00,7003.067924,1.307464675,3.224291546,0.0,0.0,0.0,0.0,6378.654939,24.91842639342586
07-01-2021 15.00,7025.526598,1.311655999,3.234627619,0.0,0.0,0.0,0.0,6377.566799,24.918458393860867
07-01-2021 16.00,7027.658239,1.310629101,3.232095223,0.0,0.0,0.0,0.0,6382.41247,24.94554891359108
07-01-2021 17.00,7034.517184,1.312451209,3.236588657,0.0,0.0,0.0,0.0,6381.58153,24.93522927922341
07-01-2021 18.00,7024.948206,1.3105903,3.231999538,0.0,0.0,0.0,0.0,6381.812251,24.936667560375586
07-01-2021 19.00,7037.832085,1.312146649,3.235837592,0.0,0.0,0.0,0.0,6380.652774,24.952769996180805
07-01-2021 20.00,7028.068079,1.310595641,3.232012708,0.0,0.0,0.0,0.0,6382.624389,24.947640598151306
07-01-2021 21.00,7027.961895,1.310392771,3.231512418,0.0,0.0,0.0,0.0,6382.747855,24.951125915189294
07-01-2021 22.00,7033.94862,1.310083434,3.230749573,0.0,0.0,0.0,0.0,6384.811234,24.978276854732353
07-01-2021 23.00,7039.204997,1.311005987,3.233024648,0.0,0.0,0.0,0.0,6387.870825,24.979352479304087
08-01-2021 0.00,7033.670633,1.312099261,3.235720732,0.0,0.0,0.0,0.0,6382.443374,24.93891615310545
08-01-2021 1.00,7023.616793,1.309381573,3.229018739,0.0,0.0,0.0,0.0,6381.414478,24.954956781206118
08-01-2021 2.00,7031.000091,1.310576921,3.231966544,0.0,0.0,0.0,0.0,6381.529708,24.958404901344824
08-01-2021 3.00,7025.46904,1.308981934,3.228033205,0.0,0.0,0.0,0.0,6381.600256,24.969158714478574
08-01-2021 4.00,7039.956293,1.312452002,3.236590615,0.0,0.0,0.0,0.0,6382.241958,24.95449419267847
08-01-2021 5.00,7022.639609,1.311206439,3.233518975,0.0,0.0,0.0,0.0,6381.869992,24.91675871681586
08-01-2021 6.00,7026.584566,1.309684879,3.229766712,0.0,0.0,0.0,0.0,6380.867032,24.959719612545175
08-01-2021 7.00,7016.781587,1.310881487,3.232717622,0.0,0.0,0.0,0.0,6379.539976,24.902145510460507
08-01-2021 8.00,7015.791015,1.309418807,3.22911056,0.0,0.0,0.0,0.0,6380.519976,24.926442923933905
08-01-2021 9.00,7015.892876,1.310575816,3.231963818,0.0,0.0,0.0,0.0,6379.30273,24.90479882177883
08-01-2021 10.00,7023.262321,1.310159698,3.230937646,0.0,0.0,0.0,0.0,6379.595956,24.938876936071157
08-01-2021 11.00,7001.913094,1.308285588,3.22631597,0.0,0.0,0.0,0.0,6381.594993,24.898684214580214
08-01-2021 12.00,7021.00063,1.308873006,3.227764581,0.0,0.0,0.0,0.0,6384.652811,24.955354257341114
08-01-2021 13.00,7032.611005,1.31155258,3.234372581,0.0,0.0,0.0,0.0,6386.751789,24.94555255224256
08-01-2021 14.00,7018.65868,1.310634464,3.232108449,0.0,0.0,0.0,0.0,6382.851304,24.91350191287217
08-01-2021 15.00,7011.188564,1.310100496,3.23079165,0.0,0.0,0.0,0.0,6381.853459,24.897129298771283
08-01-2021 16.00,7016.893684,1.310095426,3.230779145,0.0,0.0,0.0,0.0,6383.152266,24.917484933302063
08-01-2021 17.00,7000.986234,1.308472693,3.226777383,0.0,0.0,0.0,0.0,6381.905126,24.891828401090226
08-01-2021 18.00,6990.319668,1.307466417,3.224295843,0.0,0.0,0.0,0.0,6381.357585,24.873032208917458
08-01-2021 19.00,7009.078367,1.309004304,3.228088371,0.0,0.0,0.0,0.0,6381.442441,24.910479054871228
08-01-2021 20.00,7006.63843,1.310957105,3.232904102,0.0,0.0,0.0,0.0,6382.595078,24.86471372508642
08-01-2021 21.00,6995.368736,1.308814792,3.227621021,0.0,0.0,0.0,0.0,6380.709177,24.865354505494153
08-01-2021 22.00,6992.83975,1.307584614,3.224587324,0.0,0.0,0.0,0.0,6380.78483,24.879750024221526
08-01-2021 23.00,6994.209973,1.307640069,3.224724079,0.0,0.0,0.0,0.0,6380.742987,24.88356980743126
09-01-2021 0.00,6978.450467,1.307137265,3.223484131,0.0,0.0,0.0,0.0,6378.528725,24.83705176462661
09-01-2021 1.00,6978.15206,1.30743688,3.224223002,0.0,0.0,0.0,0.0,6376.492956,24.83029823427419
09-01-2021 2.00,6988.493702,1.310710864,3.232296855,0.0,0.0,0.0,0.0,6375.630749,24.80498206015155
09-01-2021 3.00,6974.363675,1.307732649,3.224952387,0.0,0.0,0.0,0.0,6374.318436,24.8112052538438
09-01-2021 4.00,6988.850613,1.311011992,3.233039456,0.0,0.0,0.0,0.0,6377.26166,24.8005511025737
09-01-2021 5.00,6968.84727,1.307095797,3.22338187,0.0,0.0,0.0,0.0,6375.686252,24.80365983762259
09-01-2021 6.00,6969.768605,1.306743395,3.222512824,0.0,0.0,0.0,0.0,6375.367349,24.813628996204447
09-01-2021 7.00,6978.271844,1.309517627,3.229354257,7807.373387,10234.93336,1.580367881,3.897288314,6377.900133,24.791269890228378
09-01-2021 8.00,6969.694163,1.30720813,3.22365889,7818.365277,10261.14564,1.580628856,3.897931895,6373.659421,24.80454239113329
09-01-2021 9.00,6946.66782,1.305287906,3.218923495,7832.506434,10270.38746,1.581661879,3.900479395,6371.790636,24.75896330665081
09-01-2021 10.00,6962.384616,1.307977382,3.225555914,7820.563507,10259.72668,1.582489669,3.902520778,6373.571987,24.763955511364287
09-01-2021 11.00,6967.402317,1.309906084,3.230312217,7826.126517,10280.94809,1.585929646,3.911003981,6373.974447,24.74531391966538
09-01-2021 12.00,6952.000916,1.307483486,3.224337935,7817.99468,10237.07861,1.581387417,3.899802555,6374.758661,24.73636307103208
09-01-2021 13.00,7564.896455,1.362322095,3.359573452,7817.433054,10234.20904,1.581317651,3.899630507,6655.426752,25.833629452357236
09-01-2021 14.00,7579.279491,1.363067493,3.361411653,7804.630258,10217.49582,1.579474608,3.895085445,6656.885117,25.868592518769695
09-01-2021 15.00,7577.46476,1.362149558,3.359147966,7795.565336,10191.28549,1.576566492,3.887913844,6657.325331,25.87982705594837
09-01-2021 16.00,7584.126302,1.365369179,3.367087757,7799.015459,10207.2817,1.58075713,3.898248227,6658.349316,25.841498862932976
09-01-2021 17.00,7554.241011,1.360809194,3.355842542,7807.227798,10186.31666,1.576951265,3.88886272,6658.720484,25.825922292870658
09-01-2021 18.00,7590.692877,1.364259768,3.36435188,7792.515826,10178.3486,1.576653922,3.888129452,6665.291269,25.88490565122522
09-01-2021 19.00,7584.27838,1.364897216,3.365923867,0.0,0.0,0.0,0.0,6664.411296,25.85095286044915
09-01-2021 20.00,7587.618362,1.366502016,3.369881405,0.0,0.0,0.0,0.0,6664.416571,25.831964811815787
09-01-2021 21.00,7572.036726,1.361834718,3.358371552,0.0,0.0,0.0,0.0,6664.055295,25.867267147378115
09-01-2021 22.00,7567.927699,1.363067457,3.361411564,0.0,0.0,0.0,0.0,6664.580657,25.829848768598428
09-01-2021 23.00,7590.839593,1.367007315,3.371127506,0.0,0.0,0.0,0.0,6664.829705,25.833378906744375
