Unnamed: 0,CMP_SPEED_1,POWER_1,FUEL_FLOW_1,CO2_1,CMP_SPEED_2,POWER_2,FUEL_FLOW_2,CO2_2,CMP_SPEED_3,POWER_3,FUEL_FLOW_3,CO2_3,CMP_SPEED_4,POWER_4,FUEL_FLOW_4,CO2_4,CMP_SPEED_5,POWER_5,FUEL_FLOW_5,CO2_5,CMP_SPEED_6,POWER_6,FUEL_FLOW_6,CO2_6,CMP_SPEED_7,POWER_7,FUEL_FLOW_7,CO2_7,THERMAL_EFF,DATE_TIME
10,0.0,0.0,0.0,0.0,4931.628078,3416.271078,0.844698989,2.2824846,5737.030403,4704.460375,0.98474692,2.660912002,5068.549163,3603.261659,0.871495661,2.354892631,0.0,0.0,0.0,0.0,4530.878577,2819.066347,0.774197723,2.091981169,0.0,0.0,0.0,0.0,,01-01-2021 10:00
11,0.0,0.0,0.0,0.0,4932.250588,3422.715431,0.846412512,2.287114758,5745.269526,4725.804832,0.987982885,2.669655994,5070.910246,3612.742016,0.873563507,2.360480214,0.0,0.0,0.0,0.0,4432.713434,2687.193748,0.758387663,2.049260368,0.0,0.0,0.0,0.0,,01-01-2021 11:00
12,0.0,0.0,0.0,0.0,4926.344441,3420.825778,0.845863364,2.285630889,5727.782557,4705.608822,0.985622806,2.663278759,5074.399468,3625.32093,0.87461283,2.363315619,0.0,0.0,0.0,0.0,4432.713434,2693.196191,0.758899188,2.050642574,0.0,0.0,0.0,0.0,,01-01-2021 12:00
13,0.0,0.0,0.0,0.0,4933.237181,3438.013444,0.847582623,2.290276546,5724.315663,4709.228745,0.985684724,2.663446069,5072.626289,3629.811511,0.874831337,2.363906052,0.0,0.0,0.0,0.0,4432.713434,2699.011765,0.759422136,2.052055646,0.0,0.0,0.0,0.0,,01-01-2021 13:00
14,0.0,0.0,0.0,0.0,4943.798014,3456.678787,0.849991987,2.296786955,5706.344891,4682.341292,0.983373608,2.657201138,5075.44805,3636.891272,0.875941723,2.366906457,0.0,0.0,0.0,0.0,4432.713434,2700.994536,0.759944705,2.053467693,9513.985255,12175.49183,1.560531158,4.216754584,36.247311456828314,01-01-2021 14:00
15,0.0,0.0,0.0,0.0,4934.036188,3430.84058,0.84585487,2.285607937,5735.567397,4716.260015,0.985354766,2.662554479,5076.213851,3626.271598,0.873517585,2.360356126,0.0,0.0,0.0,0.0,4432.713434,2692.085942,0.757741204,2.047513552,9510.927146,12130.83927,1.555642577,4.203545013,36.22786641935929,01-01-2021 15:00
16,0.0,0.0,0.0,0.0,4935.998869,3436.37717,0.848083776,2.291630726,5704.527516,4667.478884,0.982320525,2.654355573,5074.837197,3627.014808,0.875263623,2.365074146,0.0,0.0,0.0,0.0,4432.713434,2693.695032,0.759400932,2.051998351,9513.312647,12150.86968,1.559668044,4.214422341,36.19402810316454,01-01-2021 16:00
17,0.0,0.0,0.0,0.0,4936.634907,3445.307607,0.84833936,2.292321345,5728.123712,4718.584168,0.986588182,2.665887328,5080.109932,3643.646267,0.876317493,2.367921836,0.0,0.0,0.0,0.0,4432.713434,2700.632265,0.759576379,2.052472429,9509.530943,12163.79673,1.559216151,4.213201267,36.243035090152325,01-01-2021 17:00
18,0.0,0.0,0.0,0.0,4937.839454,3431.207521,0.845861754,2.285626537,5733.730902,4706.239208,0.984386813,2.659938949,5079.601382,3626.112999,0.873463329,2.360209522,0.0,0.0,0.0,0.0,4432.713434,2687.699761,0.757120728,2.045836948,9506.270794,12105.64717,1.553988736,4.199076125,36.191107686835,01-01-2021 18:00
19,0.0,0.0,0.0,0.0,4943.056106,3445.425099,0.847950231,2.29126987,5750.58094,4743.588578,0.988628316,2.671400032,5077.438434,3629.582072,0.874357875,2.3626267,0.0,0.0,0.0,0.0,4432.713434,2692.894296,0.758239164,2.048859104,9506.484387,12127.08957,1.556163926,4.204953764,36.204534836777285,01-01-2021 19:00
20,0.0,0.0,0.0,0.0,4942.952108,3448.460394,0.848075836,2.29160927,5749.719642,4746.801563,0.988691732,2.67157139,5076.284222,3631.188639,0.874330232,2.362552002,0.0,0.0,0.0,0.0,4432.713434,2695.694258,0.758403137,2.049302181,9502.325664,12126.41402,1.555688672,4.203669569,36.213577694285796,01-01-2021 20:00
21,0.0,0.0,0.0,0.0,4936.533118,3438.104203,0.848133709,2.291765651,5754.878587,4754.623827,0.990866817,2.677448746,5078.759464,3634.320869,0.875964411,2.366967765,0.0,0.0,0.0,0.0,4432.713434,2694.754101,0.759426573,2.052067634,9500.342653,12125.64324,1.557802741,4.209382054,36.162134145201144,01-01-2021 21:00
22,0.0,0.0,0.0,0.0,4939.121523,3447.501674,0.848603691,2.293035603,5756.70689,4765.309964,0.991207046,2.678368089,5076.108254,3635.997955,0.875469358,2.365630067,0.0,0.0,0.0,0.0,4432.713434,2699.462016,0.759460124,2.052158295,9499.18243,12136.15311,1.557308056,4.208045352,36.2049745815223,01-01-2021 22:00
23,0.0,0.0,0.0,0.0,4952.810347,3467.621194,0.851846233,2.301797365,5741.875333,4739.365466,0.989718705,2.674346402,5076.617751,3636.138832,0.876457221,2.3682994,0.0,0.0,0.0,0.0,4432.713434,2698.626248,0.760174655,2.054089049,9498.957964,12137.4664,1.559015628,4.212659429,36.169233245755414,01-01-2021 23:00
24,0.0,0.0,0.0,0.0,4953.757415,3462.970896,0.850546631,2.298285675,5737.396315,4722.824515,0.98715696,2.667424238,5077.964308,3631.441537,0.875112767,2.364666514,0.0,0.0,0.0,0.0,4432.713434,2693.69571,0.758843697,2.050492629,9502.406175,12122.71483,1.556680584,4.206349842,36.17946252125227,02-01-2021 00:00
25,0.0,0.0,0.0,0.0,4946.24964,3456.267502,0.849596085,2.295717178,5719.406716,4698.880256,0.984609481,2.660540625,5073.04406,3628.918765,0.874651174,2.363419231,0.0,0.0,0.0,0.0,4432.713434,2697.582202,0.759188669,2.051424788,9502.877003,12136.92581,1.557299079,4.208021095,36.20748844148597,02-01-2021 01:00
26,0.0,0.0,0.0,0.0,4938.638306,3440.194932,0.848114776,2.291714492,5697.371319,4655.237046,0.980643569,2.649824224,5072.612996,3623.420045,0.874361426,2.362636293,0.0,0.0,0.0,0.0,4432.713434,2693.463951,0.758976771,2.050852213,9503.376104,12125.16125,1.557091418,4.207459967,36.17721593297522,02-01-2021 02:00
27,0.0,0.0,0.0,0.0,4944.561749,3447.800165,0.849484991,2.295416987,5698.542253,4655.548076,0.981233891,2.651419349,5072.264617,3621.630437,0.874689176,2.363521917,0.0,0.0,0.0,0.0,4432.713434,2692.286411,0.75928027,2.051672304,9506.816581,12131.33039,1.558387987,4.210963462,36.165507946470406,02-01-2021 03:00
28,0.0,0.0,0.0,0.0,4947.601747,3451.965446,0.850558734,2.298318377,5692.370954,4644.557248,0.980806513,2.650264521,5069.885439,3617.371716,0.874780795,2.363769483,0.0,0.0,0.0,0.0,4432.713434,2691.684367,0.759752226,2.052947592,9505.494488,12130.14789,1.559384086,4.21365505,36.138883267782894,02-01-2021 04:00
29,0.0,0.0,0.0,0.0,4962.126287,3465.764838,0.850671959,2.298624327,5659.375744,4578.456506,0.972496271,2.627809184,5068.016638,3605.71953,0.871937497,2.356086528,0.0,0.0,0.0,0.0,4432.713434,2685.575771,0.757641699,2.047244677,9502.586779,12092.82756,1.554408893,4.200211443,36.143010008614176,02-01-2021 05:00
30,0.0,0.0,0.0,0.0,4965.260391,3482.414199,0.853989247,2.307588064,5675.045733,4620.238764,0.978261372,2.643387224,5065.849345,3614.596698,0.874374866,2.362672612,0.0,0.0,0.0,0.0,4432.713434,2694.718564,0.760080302,2.053834094,9501.764805,12130.98208,1.559203835,4.213167988,36.14554664328833,02-01-2021 06:00
31,0.0,0.0,0.0,0.0,4967.877179,3474.898262,0.852716382,2.304148618,5670.718719,4597.557458,0.975503163,2.63593419,5066.470097,3603.604124,0.872701282,2.358150373,0.0,0.0,0.0,0.0,4432.713434,2685.428538,0.758506269,2.049580857,9506.743888,12105.78564,1.556776032,4.206607755,36.126723329742674,02-01-2021 07:00
32,0.0,0.0,0.0,0.0,4978.72013,3494.322348,0.856356854,2.31398564,5655.414288,4575.619349,0.974876061,2.63423968,5063.756809,3602.438362,0.874013938,2.361697337,0.0,0.0,0.0,0.0,4432.713434,2687.376589,0.760085417,2.053847917,9506.48125,12119.80305,1.560117086,4.215635708,36.091098396473356,02-01-2021 08:00
33,0.0,0.0,0.0,0.0,4977.207573,3489.559235,0.855796341,2.312471063,5656.046559,4573.548661,0.974657163,2.63364819,5062.572324,3598.086496,0.873493959,2.360292286,0.0,0.0,0.0,0.0,4432.713434,2685.41119,0.759812315,2.053109959,9512.221431,12125.02135,1.560396697,4.216391254,36.100167742871015,02-01-2021 09:00
34,0.0,0.0,0.0,0.0,4976.9703,3489.159165,0.855125286,2.310657786,5669.788625,4596.86075,0.976288136,2.638055289,5061.239086,3596.325291,0.872698494,2.35814284,0.0,0.0,0.0,0.0,4432.713434,2685.741398,0.759277899,2.051665898,9511.472173,12121.07461,1.559081513,4.212837458,36.11885986803844,02-01-2021 10:00
35,0.0,0.0,0.0,0.0,4981.136272,3493.506536,0.856261985,2.31372929,5666.293088,4588.300891,0.976122395,2.637607433,5056.51389,3586.825682,0.872245967,2.356920053,0.0,0.0,0.0,0.0,4432.713434,2683.822597,0.759584967,2.052495635,9516.724383,12129.63927,1.560749909,4.217345678,36.10574389606141,02-01-2021 11:00
36,0.0,0.0,0.0,0.0,4993.360859,3500.287375,0.856795961,2.315172163,5676.97451,4590.333183,0.976045743,2.637400311,5057.178893,3575.660865,0.870744407,2.352862645,0.0,0.0,0.0,0.0,4432.713434,2674.262926,0.758141781,2.048595963,9516.737132,12093.96058,1.558023423,4.209978363,36.06253869283967,02-01-2021 12:00
37,0.0,0.0,0.0,0.0,4994.694248,3504.626856,0.858079299,2.318639907,5693.994119,4621.763529,0.980090342,2.648329334,5061.006031,3583.847666,0.872471893,2.357530533,0.0,0.0,0.0,0.0,4432.713434,2675.952979,0.75909102,2.051160927,9517.404334,12105.22128,1.56012985,4.215670198,36.04738098138539,02-01-2021 13:00
38,0.0,0.0,0.0,0.0,4990.368382,3485.378565,0.854512143,2.309000994,5672.29966,4568.604244,0.973133993,2.62953239,5059.916495,3569.206729,0.869384273,2.349187391,0.0,0.0,0.0,0.0,4432.713434,2666.127963,0.756578454,2.044371653,9517.720907,12062.99421,1.555033277,4.201898606,36.03936767084807,02-01-2021 14:00
39,0.0,0.0,0.0,0.0,4997.061287,3498.164211,0.855857288,2.312635749,5657.220198,4547.214708,0.970855426,2.623375412,5058.002262,3569.177114,0.869227816,2.348764625,0.0,0.0,0.0,0.0,4432.713434,2668.427748,0.756742391,2.044814633,9517.996103,12070.68238,1.555261082,4.202514165,36.057054638482235,02-01-2021 15:00
40,0.0,0.0,0.0,0.0,4995.450114,3500.824655,0.858861396,2.320753233,5647.976777,4538.048254,0.972948881,2.629032194,5062.832049,3581.720536,0.873407958,2.360059901,0.0,0.0,0.0,0.0,4432.713434,2671.671549,0.759613853,2.052573691,9517.480319,12095.73237,1.561554146,4.219518827,35.98627144972832,02-01-2021 16:00
41,0.0,0.0,0.0,0.0,4989.480106,3481.961288,0.854666707,2.309418646,5637.652541,4508.160858,0.967663703,2.614750968,5063.359974,3572.489709,0.870255155,2.351540624,0.0,0.0,0.0,0.0,4432.713434,2664.398517,0.756815041,2.045010942,9514.5696,12052.23699,1.555227189,4.202422582,36.00273990391969,02-01-2021 17:00
42,0.0,0.0,0.0,0.0,4992.429705,3483.965882,0.855113992,2.310627267,5647.975442,4521.913457,0.969342015,2.61928598,5270.678364,3891.811181,0.905911685,2.447889124,0.0,0.0,0.0,0.0,4432.713434,2662.273706,0.756763579,2.044871885,9512.215669,12040.87007,1.554875854,4.201473231,35.97691175652829,02-01-2021 18:00
43,0.0,0.0,0.0,0.0,5007.535843,3516.593695,0.861077069,2.326740265,5661.191785,4556.165936,0.97531238,2.635418672,5270.826236,3902.907532,0.909495964,2.457574304,0.0,0.0,0.0,0.0,4432.713434,2669.210697,0.759717757,2.052854452,9510.543424,12074.30457,1.560833298,4.217571005,35.939111435061655,02-01-2021 19:00
44,0.0,0.0,0.0,0.0,5017.283375,3521.065978,0.860438825,2.325015647,5693.890022,4597.190987,0.978209827,2.643247943,5273.616709,3895.815005,0.907554018,2.452326917,0.0,0.0,0.0,0.0,4432.713434,2661.067615,0.757629009,2.047210388,9511.297003,12042.28736,1.556918951,4.20699394,35.933929521616086,02-01-2021 20:00
45,0.0,0.0,0.0,0.0,5011.968377,3506.665063,0.858706669,2.320335141,5699.280674,4597.754536,0.97816165,2.643117761,5274.694924,3890.530361,0.906907021,2.45057865,0.0,0.0,0.0,0.0,4432.713434,2656.074783,0.756906787,2.04525885,9511.04805,12022.80866,1.555510568,4.203188309,35.90828799647502,02-01-2021 21:00
46,0.0,0.0,0.0,0.0,5016.047401,3513.97653,0.860791929,2.325969779,5719.170331,4632.163015,0.983031466,2.656276627,5272.317315,3887.990693,0.90797769,2.453471735,0.0,0.0,0.0,0.0,4432.713434,2656.304564,0.758061741,2.048379685,9517.47578,12045.11886,1.559084527,4.212845603,35.89245451845475,02-01-2021 22:00
47,0.0,0.0,0.0,0.0,5017.177466,3499.763727,0.85851778,2.319824739,5726.309326,4623.118185,0.981410764,2.651897284,5275.427757,3875.512847,0.905927878,2.447932881,0.0,0.0,0.0,0.0,4432.713434,2643.673361,0.755800919,2.042270654,9523.606136,12009.85438,1.555706415,4.203717512,35.86508209785412,02-01-2021 23:00
48,0.0,0.0,0.0,0.0,5020.590897,3504.819615,0.858899407,2.320855944,5720.004832,4612.247499,0.980102983,2.648363491,5273.216722,3871.655775,0.905270169,2.446155667,0.0,0.0,0.0,0.0,4432.713434,2643.513778,0.755589534,2.041699466,9530.282332,12023.047,1.55620568,4.205066591,35.89296033181713,03-01-2021 00:00
49,0.0,0.0,0.0,0.0,5022.324931,3504.577069,0.860042855,2.323945686,5725.427863,4617.244546,0.981904014,2.653230109,5271.425932,3865.652636,0.905795919,2.447576311,0.0,0.0,0.0,0.0,4432.713434,2640.684528,0.756284472,2.043577276,9531.355633,12021.58086,1.558143975,4.210304112,35.843938829871455,03-01-2021 01:00
50,0.0,0.0,0.0,0.0,5027.163951,3516.194513,0.862711447,2.331156562,5732.819034,4635.129434,0.985225526,2.662205258,5273.134452,3873.176045,0.908050909,2.453669582,0.0,0.0,0.0,0.0,4432.713434,2643.493711,0.757840697,2.047782395,9532.739397,12043.1363,1.561858656,4.220341653,35.82280615323444,03-01-2021 02:00
51,0.0,0.0,0.0,0.0,4855.889491,3254.912181,0.832419842,2.249304774,5728.046267,4619.816102,0.98370609,2.658099548,5272.715331,3866.474036,0.907358296,2.451798051,0.0,0.0,0.0,0.0,4432.713434,2639.264316,0.757345984,2.046445617,9534.015617,12030.40775,1.56114962,4.218425746,35.80119720289818,03-01-2021 03:00
52,0.0,0.0,0.0,0.0,4851.202316,3247.673806,0.832659229,2.249951628,5715.733318,4598.903179,0.982818614,2.655701474,5272.060476,3865.337616,0.908416158,2.454656531,0.0,0.0,0.0,0.0,4432.713434,2638.834087,0.758303087,2.049031834,9535.777882,12038.03029,1.563530884,4.224860228,35.76932114166725,03-01-2021 04:00
53,0.0,0.0,0.0,0.0,4846.6124,3232.915403,0.830396433,2.243837264,5712.403357,4581.856147,0.980493609,2.649419013,5275.332725,3861.030971,0.907391316,2.451887277,0.0,0.0,0.0,0.0,4432.713434,2632.103328,0.756961082,2.045405563,9534.049121,12007.84588,1.560783361,4.21743607,35.74244098993047,03-01-2021 05:00
54,0.0,0.0,0.0,0.0,4853.824228,3235.321159,0.829633617,2.241776039,5704.146281,4556.731456,0.976746847,2.639294783,5276.330471,3852.96196,0.905398127,2.446501425,0.0,0.0,0.0,0.0,4432.713434,2625.546376,0.755127898,2.040452065,9533.475258,11976.86299,1.556923567,4.207006413,35.73859863327181,03-01-2021 06:00
55,0.0,0.0,0.0,0.0,4850.024409,3226.363302,0.829303576,2.240884227,5696.707137,4539.510379,0.975833868,2.636827797,5277.773728,3851.248471,0.906004391,2.448139628,0.0,0.0,0.0,0.0,4432.713434,2622.284707,0.755359096,2.041076792,9531.165359,11964.53747,1.557396257,4.20828368,35.69098368646049,03-01-2021 07:00
56,0.0,0.0,0.0,0.0,4853.33467,3235.984899,0.831972506,2.248096015,5684.656406,4526.42145,0.976317552,2.638134774,5277.597159,3856.88885,0.908343395,2.454459917,0.0,0.0,0.0,0.0,4432.713434,2625.952416,0.757269569,2.046239136,9528.149686,11980.3569,1.561209034,4.218586293,35.65089446977521,03-01-2021 08:00
57,0.0,0.0,0.0,0.0,4850.822928,3235.700621,0.831649075,2.247222063,5668.909929,4505.344573,0.973789974,2.631304935,5277.865747,3861.317384,0.908483539,2.454838602,0.0,0.0,0.0,0.0,4432.713434,2628.88853,0.757327467,2.046395582,9530.399395,11994.19012,1.561518759,4.219423208,35.68497960676331,03-01-2021 09:00
58,0.0,0.0,0.0,0.0,4843.827486,3214.157178,0.828138729,2.237736659,5671.268123,4493.485916,0.971522424,2.625177725,5277.530643,3847.292042,0.905937046,2.447957654,0.0,0.0,0.0,0.0,4432.713434,2619.51339,0.755260085,2.040809253,9530.956506,11956.65181,1.557535499,4.208659932,35.66427162360854,03-01-2021 10:00
59,0.0,0.0,0.0,0.0,4840.794584,3216.936255,0.830693189,2.244639138,5667.900271,4498.169885,0.974606024,2.633510006,5276.214709,3854.252537,0.909166069,2.456682887,0.0,0.0,0.0,0.0,4432.713434,2625.133183,0.758109476,2.048508671,9531.441525,11990.96236,1.563734283,4.225409837,35.62483096173169,03-01-2021 11:00
60,0.0,0.0,0.0,0.0,4847.417328,3213.171295,0.828734942,2.239347705,5675.949587,4492.579819,0.972326231,2.627349714,5278.444835,3841.584375,0.90616372,2.448570157,0.0,0.0,0.0,0.0,4432.713434,2613.999923,0.755255532,2.040796948,9532.835648,11945.55445,1.558173123,4.210382874,35.616589723297274,03-01-2021 12:00
61,0.0,0.0,0.0,0.0,4847.143769,3206.977713,0.829577928,2.24162556,5691.749259,4510.399135,0.975991877,2.637254757,5280.322481,3837.945136,0.907480342,2.452127837,0.0,0.0,0.0,0.0,4432.713434,2608.56062,0.756037373,2.042909584,9535.100582,11938.93124,1.56050372,4.216680443,35.54367857851757,03-01-2021 13:00
62,0.0,0.0,0.0,0.0,4839.898858,3192.50777,0.827462396,2.235909123,5705.430044,4527.412792,0.977294605,2.640774895,5278.859175,3831.049036,0.906280268,2.448885084,0.0,0.0,0.0,0.0,4432.713434,2605.488112,0.755281858,2.040868086,9538.544712,11932.46149,1.559385819,4.213659731,35.54988426839984,03-01-2021 14:00
63,0.0,0.0,0.0,0.0,4832.256282,3186.782271,0.827677652,2.236490771,5701.115288,4527.839738,0.978350719,2.64362865,5280.791389,3840.536081,0.908265964,2.454250687,0.0,0.0,0.0,0.0,4432.713434,2609.721714,0.756638617,2.044534222,9539.653456,11955.73839,1.562494369,4.22205943,35.54836844419114,03-01-2021 15:00
64,0.0,0.0,0.0,0.0,4826.401268,3174.267629,0.826777322,2.234057964,5702.594519,4524.5696,0.978713042,2.644607693,5279.361164,3833.686648,0.908161232,2.453967687,0.0,0.0,0.0,0.0,4432.713434,2606.063297,0.756710296,2.044727908,9537.997166,11942.64112,1.562713025,4.222650268,35.50445741834511,03-01-2021 16:00
65,0.0,0.0,0.0,0.0,4832.525721,3178.190138,0.826483197,2.233263201,5712.684571,4534.072676,0.978798629,2.64483896,5279.995937,3828.447862,0.906765128,2.450195237,0.0,0.0,0.0,0.0,4432.713434,2601.97531,0.755465622,2.041364641,9534.23033,11915.0441,1.559593485,4.214220872,35.493266668364484,03-01-2021 17:00
66,0.0,0.0,0.0,0.0,4831.042465,3172.966938,0.825817333,2.231463952,5702.214041,4512.273453,0.976543258,2.63874466,5280.693931,3825.819315,0.906437664,2.449310386,0.0,0.0,0.0,0.0,4432.713434,2599.290435,0.755088735,2.040346242,9531.81221,11899.74704,1.558517232,4.211312698,35.47217768347623,03-01-2021 18:00
67,0.0,0.0,0.0,0.0,4824.87144,3164.52596,0.826117795,2.232275838,5712.891628,4530.584196,0.97993392,2.647906662,5278.943785,3824.259386,0.907723004,2.452783541,0.0,0.0,0.0,0.0,4432.713434,2599.346691,0.756301015,2.043621977,9531.542447,11906.99439,1.561311893,4.218864229,35.43024955970403,03-01-2021 19:00
68,0.0,0.0,0.0,0.0,4826.299978,3160.751366,0.826014448,2.231996581,5703.747062,4507.439338,0.977926999,2.642483705,5279.518254,3818.70126,0.907481853,2.45213192,0.0,0.0,0.0,0.0,4432.713434,2594.369878,0.755968142,2.042722514,9531.535347,11890.76627,1.56087777,4.217691173,35.39180213818632,03-01-2021 20:00
69,0.0,0.0,0.0,0.0,4815.908335,3132.569473,0.821740298,2.220447281,5687.411703,4461.698015,0.972212757,2.627043093,5279.026442,3802.002873,0.9046832,2.444569601,0.0,0.0,0.0,0.0,4432.713434,2583.161925,0.753672024,2.03651811,9530.041973,11841.57308,1.556084266,4.204738514,35.35395610336715,03-01-2021 21:00
70,0.0,0.0,0.0,0.0,4815.950752,3132.006904,0.822193658,2.221672319,5663.18095,4421.066419,0.968558377,2.617168492,5279.894084,3802.619702,0.90529065,2.446211009,0.0,0.0,0.0,0.0,4432.713434,2582.387239,0.753991682,2.037381865,9526.095422,11833.18407,1.55647076,4.20578287,35.32013737354693,03-01-2021 22:00
71,0.0,0.0,0.0,0.0,4808.804717,3130.578886,0.82318445,2.224349564,5654.3336,4418.972714,0.969683313,2.620208212,5278.363367,3810.669468,0.907469489,2.45209851,0.0,0.0,0.0,0.0,4432.713434,2589.657924,0.756034331,2.042901364,9529.65855,11873.73727,1.561248635,4.218693298,35.332721778284714,03-01-2021 23:00
72,0.0,0.0,0.0,0.0,4804.263091,3122.603834,0.822323971,2.222024442,5649.958619,4409.820155,0.968845632,2.617944691,5280.19486,3811.625796,0.907659649,2.452612347,0.0,0.0,0.0,0.0,4432.713434,2588.387375,0.755955507,2.04268837,9526.795926,11863.48963,1.560837493,4.217582339,35.31152684033066,04-01-2021 00:00
73,0.0,0.0,0.0,0.0,4815.092508,3130.705611,0.822089611,2.221391171,5639.041302,4381.21584,0.964485898,2.606164133,5280.930959,3803.581768,0.905453716,2.446651633,0.0,0.0,0.0,0.0,4432.713434,2582.09488,0.75399817,2.037399397,9524.871406,11830.0676,1.556552516,4.206003786,35.308980557447825,04-01-2021 01:00
74,0.0,0.0,0.0,0.0,4817.299429,3126.389478,0.822662755,2.22293988,5637.253315,4367.742822,0.96432849,2.605738795,5278.31322,3790.725664,0.90523443,2.446059095,0.0,0.0,0.0,0.0,4432.713434,2575.287493,0.754136054,2.037771977,9524.941966,11811.14296,1.557264126,4.207926645,35.23638750057161,04-01-2021 02:00
75,0.0,0.0,0.0,0.0,4824.927467,3146.705711,0.826296142,2.232757754,5632.396547,4372.736037,0.96616482,2.610700795,5279.159489,3803.165078,0.90788197,2.453213087,0.0,0.0,0.0,0.0,4432.713434,2582.831491,0.756202995,2.043357115,9522.457814,11839.90765,1.561158941,4.218450933,35.234079062846924,04-01-2021 03:00
76,0.0,0.0,0.0,0.0,4822.431232,3143.384495,0.825763703,2.231319037,5629.348907,4368.321798,0.965582046,2.609126066,5276.722915,3799.892685,0.907389592,2.451882618,0.0,0.0,0.0,0.0,4432.713434,2583.188683,0.756119067,2.043130333,9525.546147,11846.73811,1.56133188,4.218918237,35.25050074371077,04-01-2021 04:00
77,0.0,0.0,0.0,0.0,4825.786094,3129.908617,0.823233801,2.224482919,5629.474506,4343.317637,0.961965119,2.599352667,5277.69616,3779.849681,0.904194976,2.443250358,0.0,0.0,0.0,0.0,4432.713434,2567.883199,0.753314828,2.035552921,9532.847821,11801.83266,1.556869849,4.206861259,35.21752849564509,04-01-2021 05:00
78,0.0,0.0,0.0,0.0,4825.00062,3133.386487,0.82383136,2.226097599,5634.508354,4357.925395,0.963717883,2.604088859,5273.660858,3779.199332,0.904336243,2.443632079,0.0,0.0,0.0,0.0,4432.713434,2571.884,0.754030342,2.037486328,9536.080674,11824.0962,1.558640281,4.211645194,35.243886088172076,04-01-2021 06:00
