Unnamed: 0,CMP_SPEED_2,POWER_2,FUEL_FLOW_2,CO2_2,CMP_SPEED_1,POWER_1,FUEL_FLOW_1,CO2_1,CMP_SPEED_3,POWER_3,FUEL_FLOW_3,CO2_3,THERMAL_EFF,DATE_TIME
36,7420.848534,9840.064007,1.523324917,3.993858561,9260.456989,14376.08848,1.807098098,4.737856074,0.0,0.0,0.0,0.0,,02-01-2021 12:00
37,7422.693762,9832.388578,1.522026754,3.990455035,9280.661513,14411.81558,1.808372806,4.741198109,0.0,0.0,0.0,0.0,,02-01-2021 13:00
38,7424.516583,9860.428727,1.52558189,3.999775901,9271.188659,14420.89147,1.8106829,4.74725472,0.0,0.0,0.0,0.0,,02-01-2021 14:00
39,7418.155675,9813.586235,1.520342737,3.986039871,9272.644758,14380.89919,1.806250693,4.735634345,0.0,0.0,0.0,0.0,,02-01-2021 15:00
40,7416.280794,9831.671688,1.523519835,3.994369599,9284.285473,14445.16765,1.812293449,4.751477264,0.0,0.0,0.0,0.0,,02-01-2021 16:00
41,7416.489189,9838.600173,1.522637324,3.992055828,9299.08657,14489.34606,1.813265087,4.754024707,0.0,0.0,0.0,0.0,,02-01-2021 17:00
42,7417.837433,9823.521962,1.521058419,3.987916249,9299.180375,14465.50617,1.811395961,4.749124227,0.0,0.0,0.0,0.0,,02-01-2021 18:00
43,7419.625123,9859.914298,1.525607429,3.999842859,9277.313046,14452.87138,1.812753264,4.752682808,0.0,0.0,0.0,0.0,,02-01-2021 19:00
44,7417.373318,9806.835866,1.519879065,3.984824217,9266.761734,14359.39209,1.804953303,4.732232844,0.0,0.0,0.0,0.0,,02-01-2021 20:00
45,7416.242634,9806.832984,1.520309144,3.985951799,9264.6553,14358.93066,1.805473478,4.733596641,0.0,0.0,0.0,0.0,,02-01-2021 21:00
46,7420.888486,9853.003191,1.526508986,4.002206567,9255.776928,14385.47358,1.810198893,4.745985749,0.0,0.0,0.0,0.0,,02-01-2021 22:00
47,7423.838208,9812.859435,1.521560591,3.989232846,9248.524862,14301.47176,1.802748376,4.726451959,0.0,0.0,0.0,0.0,,02-01-2021 23:00
48,7425.408127,9817.613237,1.521943445,3.990236613,9244.691365,14292.56232,1.802244341,4.725130477,0.0,0.0,0.0,0.0,,03-01-2021 00:00
49,7422.177899,9806.122334,1.521121264,3.988081017,9256.810113,14321.01772,1.804151827,4.730131531,0.0,0.0,0.0,0.0,,03-01-2021 01:00
50,7421.871012,9800.275302,1.520534474,3.986542568,9246.811498,14288.0419,1.801918045,4.724274992,0.0,0.0,0.0,0.0,,03-01-2021 02:00
51,7418.890739,9792.617103,1.520138658,3.985504818,9244.07902,14280.00841,1.801562892,4.723343852,0.0,0.0,0.0,0.0,,03-01-2021 03:00
52,7414.949803,9815.639418,1.522771037,3.992406399,9250.344827,14340.27702,1.806409635,4.73605106,0.0,0.0,0.0,0.0,,03-01-2021 04:00
53,7421.53659,9814.159336,1.522282548,3.991125676,9257.844788,14336.64283,1.805669404,4.734110321,0.0,0.0,0.0,0.0,,03-01-2021 05:00
54,7421.851479,9814.217539,1.521424439,3.988875883,9254.50499,14324.91621,1.803831822,4.72929254,0.0,0.0,0.0,0.0,,03-01-2021 06:00
55,7423.45575,9806.885009,1.521360678,3.988708714,9259.685247,14325.3369,1.804400696,4.730784017,0.0,0.0,0.0,0.0,,03-01-2021 07:00
56,7427.244644,9847.408195,1.526971434,4.003419013,9252.680572,14352.12435,1.809049898,4.742973312,0.0,0.0,0.0,0.0,,03-01-2021 08:00
57,7424.265116,9816.903764,1.522897239,3.992737274,9256.376565,14327.99529,1.805488603,4.733636295,0.0,0.0,0.0,0.0,,03-01-2021 09:00
58,7419.768699,9819.23244,1.524499446,3.996937947,9251.270673,14333.79736,1.807460271,4.738805621,0.0,0.0,0.0,0.0,,03-01-2021 10:00
59,7428.303064,9817.937295,1.523416166,3.9940978,9249.622165,14299.76607,1.804308176,4.730541448,0.0,0.0,0.0,0.0,,03-01-2021 11:00
60,7430.458272,9839.581893,1.525610212,3.999850156,9240.85541,14299.7451,1.805073354,4.732547592,0.0,0.0,0.0,0.0,,03-01-2021 12:00
61,7432.420113,9837.089992,1.527909807,4.005879242,9240.253924,14294.33199,1.807740003,4.739539022,0.0,0.0,0.0,0.0,,03-01-2021 13:00
62,7425.264629,9812.37009,1.522635645,3.992051427,9236.412801,14267.65941,1.802142432,4.724863293,0.0,0.0,0.0,0.0,,03-01-2021 14:00
63,7425.840022,9787.538739,1.521367207,3.988725832,9234.968643,14231.97038,1.800779864,4.721290907,0.0,0.0,0.0,0.0,,03-01-2021 15:00
64,7418.073425,9789.146169,1.520958812,3.987655099,9233.410775,14252.54869,1.801365948,4.722827503,0.0,0.0,0.0,0.0,,03-01-2021 16:00
65,7416.697931,9798.005131,1.52458682,3.997167025,9250.893472,14320.98492,1.809137431,4.743202806,0.0,0.0,0.0,0.0,,03-01-2021 17:00
66,7422.056408,9784.346455,1.522272396,3.99109906,9255.039858,14294.73738,1.80603975,4.735081293,0.0,0.0,0.0,0.0,,03-01-2021 18:00
67,7420.08891,9784.780904,1.522996119,3.992996519,9247.225435,14282.56275,1.806131145,4.735320914,0.0,0.0,0.0,0.0,,03-01-2021 19:00
68,7420.101759,9808.329592,1.525044557,3.998367121,9220.501049,14242.18353,1.803928188,4.729545193,0.0,0.0,0.0,0.0,,03-01-2021 20:00
69,7419.142732,9796.709715,1.523985856,3.995591415,9223.204126,14236.61593,1.803331072,4.727979672,0.0,0.0,0.0,0.0,,03-01-2021 21:00
70,7416.87957,9767.881393,1.521409434,3.988836542,9218.535279,14193.25816,1.800206659,4.719788075,0.0,0.0,0.0,0.0,,03-01-2021 22:00
71,7414.961269,9766.038477,1.520450067,3.98632127,9227.6409,14219.45819,1.800904382,4.721617368,0.0,0.0,0.0,0.0,,03-01-2021 23:00
72,7419.153383,9765.540414,1.519428756,3.983643594,9217.008768,14175.61041,1.797000921,4.71138326,0.0,0.0,0.0,0.0,,04-01-2021 00:00
73,7421.992095,9772.940223,1.520168691,3.985583558,9222.080554,14190.62927,1.798182246,4.714480463,0.0,0.0,0.0,0.0,,04-01-2021 01:00
74,7420.804565,9756.420113,1.519698271,3.984350208,9205.471607,14130.5963,1.795328448,4.706998366,0.0,0.0,0.0,0.0,,04-01-2021 02:00
75,7421.00467,9789.489509,1.522906806,3.992762356,9199.479271,14157.68201,1.79779718,4.713470896,0.0,0.0,0.0,0.0,,04-01-2021 03:00
76,7421.428316,9796.95229,1.525268265,3.99895364,9178.542926,14114.19812,1.797162862,4.711807838,0.0,0.0,0.0,0.0,,04-01-2021 04:00
77,7425.501745,9803.788284,1.525501735,3.999565753,9169.441206,14085.21951,1.794892627,4.705855727,0.0,0.0,0.0,0.0,,04-01-2021 05:00
78,7423.689617,9809.837036,1.526091128,4.001111025,9180.36608,14127.84245,1.797761836,4.713378232,0.0,0.0,0.0,0.0,,04-01-2021 06:00
79,7425.432438,9773.312317,1.521164022,3.98819312,9193.577197,14106.51844,1.794015294,4.703555533,0.0,0.0,0.0,0.0,,04-01-2021 07:00
80,7420.985382,9795.218278,1.524640229,3.997307051,9196.267827,14158.32469,1.799331317,4.7174931,0.0,0.0,0.0,0.0,,04-01-2021 08:00
81,7418.842321,9763.687252,1.519891277,3.984856233,9191.965975,14108.0278,1.793401667,4.701946725,0.0,0.0,0.0,0.0,,04-01-2021 09:00
82,7420.160591,9774.430748,1.523163482,3.993435312,9200.409238,14145.38425,1.798606197,4.71559198,0.0,0.0,0.0,0.0,,04-01-2021 10:00
83,7418.503596,9784.952299,1.524111454,3.995920709,9210.315029,14191.13824,1.801759203,4.72385854,0.0,0.0,0.0,0.0,,04-01-2021 11:00
84,7420.512379,9765.782997,1.521892231,3.990102341,9203.743702,14141.73766,1.797829844,4.713556533,0.0,0.0,0.0,0.0,,04-01-2021 12:00
85,7417.076787,9763.403754,1.520271793,3.985853872,9219.033763,14186.50499,1.798934759,4.716453403,0.0,0.0,0.0,0.0,,04-01-2021 13:00
86,7421.347078,9767.569725,1.520823515,3.987300379,9206.974186,14146.70274,1.796768249,4.71077324,0.0,0.0,0.0,0.0,,04-01-2021 14:00
87,7425.175828,9756.350099,1.520683862,3.986934234,9210.615766,14131.73479,1.796677331,4.710534873,0.0,0.0,0.0,0.0,,04-01-2021 15:00
88,7422.456292,9781.210649,1.522767723,3.992397709,9209.617922,14169.07599,1.799113722,4.716922609,0.0,0.0,0.0,0.0,,04-01-2021 16:00
89,7419.953098,9791.736815,1.524940843,3.998095203,9209.312329,14192.08255,1.802077213,4.724692301,0.0,0.0,0.0,0.0,,04-01-2021 17:00
90,7418.373749,9776.165894,1.523663478,3.994746203,9190.73961,14127.30407,1.797887528,4.713707771,0.0,0.0,0.0,0.0,,04-01-2021 18:00
91,7422.64282,9773.918663,1.523139881,3.993373434,9191.986445,14113.41647,1.796576457,4.710270399,0.0,0.0,0.0,0.0,,04-01-2021 19:00
92,7416.740482,9769.804583,1.521405176,3.988825379,9188.106663,14113.0587,1.794873653,4.705805983,0.0,0.0,0.0,0.0,,04-01-2021 20:00
93,7420.931885,9754.346657,1.520599357,3.986712679,9195.946289,14101.97995,1.794679874,4.705297932,0.0,0.0,0.0,0.0,,04-01-2021 21:00
94,7422.86425,9799.618622,1.525181585,3.99872638,9185.128832,14127.42901,1.797577059,4.712893781,0.0,0.0,0.0,0.0,,04-01-2021 22:00
95,7422.334311,9770.983736,1.522553065,3.991834918,9190.487873,14106.45318,1.795871821,4.708422982,0.0,0.0,0.0,0.0,,04-01-2021 23:00
96,7418.631322,9776.747136,1.523357409,3.993943749,9200.249543,14151.97521,1.799144772,4.717004016,0.0,0.0,0.0,0.0,,05-01-2021 00:00
97,7413.653808,9766.215165,1.523760829,3.995001439,9191.112594,14133.43564,1.799480155,4.717883326,0.0,0.0,0.0,0.0,,05-01-2021 01:00
98,7413.143489,9754.092273,1.520661478,3.986875549,9175.872773,14075.21482,1.793371533,4.701867719,0.0,0.0,0.0,0.0,,05-01-2021 02:00
99,7408.824117,9727.999151,1.517946265,3.979756794,9181.953917,14069.70541,1.792211439,4.69882618,0.0,0.0,0.0,0.0,,05-01-2021 03:00
100,7413.323414,9750.897224,1.520540383,3.986558062,9187.100745,14100.21298,1.795054931,4.706281257,0.0,0.0,0.0,0.0,,05-01-2021 04:00
101,7414.490907,9750.206572,1.519877775,3.984820833,9193.707513,14111.98541,1.795074243,4.70633189,0.0,0.0,0.0,0.0,,05-01-2021 05:00
102,7409.330236,9766.600918,1.52197947,3.990331065,9194.849643,14153.64229,1.798694122,4.715822502,0.0,0.0,0.0,0.0,,05-01-2021 06:00
103,7408.525657,9732.217722,1.51842002,3.980998886,9191.053012,14100.39791,1.794321769,4.704359052,0.0,0.0,0.0,0.0,,05-01-2021 07:00
104,7403.32053,9744.549035,1.52153233,3.98915875,9191.339176,14138.11232,1.799311078,4.717440038,0.0,0.0,0.0,0.0,,05-01-2021 08:00
105,7400.256948,9745.783715,1.520688636,3.98694675,9182.731457,14124.54023,1.79735873,4.712321365,0.0,0.0,0.0,0.0,,05-01-2021 09:00
106,7397.986698,9738.389696,1.519769221,3.984536226,9174.21987,14099.23023,1.795401228,4.707189181,0.0,0.0,0.0,0.0,,05-01-2021 10:00
107,7399.722333,9749.123152,1.519951073,3.985013007,9163.608257,14077.67678,1.793251898,4.70155406,0.0,0.0,0.0,0.0,,05-01-2021 11:00
108,7401.440767,9749.694557,1.520653921,3.986855736,9173.470674,14101.24102,1.795548018,4.707574035,0.0,0.0,0.0,0.0,,05-01-2021 12:00
109,7398.671781,9759.061438,1.520413965,3.986226619,9173.350649,14120.66306,1.7958207,4.708288953,0.0,0.0,0.0,0.0,,05-01-2021 13:00
110,7401.027673,9765.492223,1.520645786,3.986834408,9184.088839,14149.10277,1.797225429,4.711971878,0.0,0.0,0.0,0.0,,05-01-2021 14:00
111,7403.909266,9767.312502,1.520510758,3.98648039,9196.959825,14175.18232,1.798451854,4.715187323,0.0,0.0,0.0,0.0,,05-01-2021 15:00
112,7406.917161,9746.541341,1.518539048,3.981310955,9212.91991,14180.57716,1.798303605,4.714798641,0.0,0.0,0.0,0.0,,05-01-2021 16:00
113,7402.739118,9749.807099,1.520067863,3.985319206,9218.558669,14214.98873,1.801927715,4.724300346,0.0,0.0,0.0,0.0,,05-01-2021 17:00
114,7400.898639,9750.281652,1.519363537,3.983472602,9237.560342,14269.994,1.804441229,4.730890286,0.0,0.0,0.0,0.0,,05-01-2021 18:00
115,7403.925253,9763.708614,1.518645512,3.981590083,9212.645509,14207.50155,1.79845043,4.71518359,0.0,0.0,0.0,0.0,,05-01-2021 19:00
116,7401.640228,9764.910075,1.519698883,3.984351815,9207.881295,14206.23212,1.799476012,4.717872464,0.0,0.0,0.0,0.0,,05-01-2021 20:00
117,7395.15627,9741.621002,1.517944347,3.979751765,9198.378001,14171.38282,1.797308148,4.712188749,0.0,0.0,0.0,0.0,,05-01-2021 21:00
118,7395.331008,9737.16252,1.516370969,3.975626678,9190.024742,14141.24141,1.794016141,4.703557754,0.0,0.0,0.0,0.0,,05-01-2021 22:00
119,7395.571229,9751.536784,1.517772992,3.979302506,9207.235856,14204.78049,1.798333086,4.714875935,0.0,0.0,0.0,0.0,,05-01-2021 23:00
120,7395.41755,9766.769368,1.519831323,3.984699044,9216.470492,14251.82242,1.802432706,4.725624333,0.0,0.0,0.0,0.0,,06-01-2021 00:00
121,7401.8121,9777.22694,1.520775106,3.98717346,9210.821711,14230.17667,1.801223562,4.722454197,0.0,0.0,0.0,0.0,,06-01-2021 01:00
122,7399.20904,9771.138842,1.521519762,3.9891258,9205.362347,14218.97698,1.802081038,4.724702329,0.0,0.0,0.0,0.0,,06-01-2021 02:00
123,7398.940627,9759.62331,1.518917615,3.982303483,9205.275262,14200.82935,1.798875346,4.716297635,0.0,0.0,0.0,0.0,,06-01-2021 03:00
124,7395.303048,9745.548781,1.517285677,3.978024861,9243.921162,14295.42714,1.804080089,4.729943447,0.0,0.0,0.0,0.0,,06-01-2021 04:00
125,7391.580523,9736.252547,1.516900897,3.977016043,9258.3861,14333.83588,1.806821932,4.73713202,0.0,0.0,0.0,0.0,,06-01-2021 05:00
126,7391.869786,9739.495043,1.515745403,3.973986566,9264.346226,14350.41236,1.806195755,4.73549031,0.0,0.0,0.0,0.0,,06-01-2021 06:00
127,7395.243747,9756.285101,1.516214512,3.975216479,9277.070063,14394.14053,1.808053397,4.740360682,0.0,0.0,0.0,0.0,,06-01-2021 07:00
128,7394.687067,9752.445577,1.515090742,3.972270173,9268.267537,14366.29575,1.805371236,4.733328583,0.0,0.0,0.0,0.0,,06-01-2021 08:00
129,7400.216456,9769.424119,1.517271169,3.977986826,9272.150092,14382.41759,1.807391804,4.738626114,0.0,0.0,0.0,0.0,,06-01-2021 09:00
130,7402.447082,9766.68136,1.517304942,3.97807537,9271.334421,14369.67462,1.806899719,4.737335963,0.0,0.0,0.0,0.0,,06-01-2021 10:00
131,7403.775558,9805.236525,1.520729213,3.987053137,9291.38256,14470.57619,1.813777784,4.755368897,0.0,0.0,0.0,0.0,,06-01-2021 11:00
132,7411.738963,9807.129537,1.521219047,3.988337385,9293.788602,14454.93397,1.813299988,4.754116211,0.0,0.0,0.0,0.0,,06-01-2021 12:00
133,7413.306875,9820.210805,1.521412793,3.98884535,9300.489086,14482.98628,1.814083992,4.756171717,0.0,0.0,0.0,0.0,,06-01-2021 13:00
134,7415.327906,9827.780348,1.522508888,3.991719096,9289.302148,14458.52441,1.813247565,4.75397877,0.0,0.0,0.0,0.0,,06-01-2021 14:00
135,7422.275377,9850.117348,1.524857159,3.9978758,9291.700025,14473.36487,1.81495361,4.758451684,0.0,0.0,0.0,0.0,,06-01-2021 15:00
136,7425.792516,9854.460686,1.523725794,3.994909582,9290.69366,14461.96209,1.812540726,4.752125575,0.0,0.0,0.0,0.0,,06-01-2021 16:00
137,7427.911238,9856.467049,1.525169855,3.998695628,9288.569317,14455.69955,1.813700446,4.755166133,0.0,0.0,0.0,0.0,,06-01-2021 17:00
138,7430.885484,9869.714124,1.52635677,4.001807485,9285.244831,14454.71261,1.813919938,4.755741599,0.0,0.0,0.0,0.0,,06-01-2021 18:00
139,7433.737605,9887.536414,1.525355649,3.999182743,9276.116323,14439.22164,1.810117131,4.745771386,0.0,0.0,0.0,0.0,,06-01-2021 19:00
140,7435.600238,9891.857217,1.526256157,4.001543698,9262.757962,14404.65762,1.808695769,4.742044855,0.0,0.0,0.0,0.0,,06-01-2021 20:00
141,7436.051659,9904.766807,1.528116981,4.006422414,9260.576173,14415.38302,1.810288273,4.746220085,0.0,0.0,0.0,0.0,,06-01-2021 21:00
142,7437.310161,9897.285054,1.528025026,4.006181325,9256.478999,14391.45898,1.809379899,4.743838509,0.0,0.0,0.0,0.0,,06-01-2021 22:00
143,7444.035404,9912.975109,1.52841048,4.00719191,9256.373177,14388.08273,1.808146452,4.740604652,0.0,0.0,0.0,0.0,,06-01-2021 23:00
144,7441.233906,9914.689407,1.529415863,4.009827825,9243.521484,14366.1646,1.807798782,4.739693131,0.0,0.0,0.0,0.0,,07-01-2021 00:00
145,7439.52234,9912.675945,1.528874312,4.008407985,9246.874039,14377.69831,1.808100468,4.740484093,0.0,0.0,0.0,0.0,,07-01-2021 01:00
146,7441.779182,9906.165007,1.524999655,3.998249397,9247.649397,14357.29097,1.802869118,4.726768521,0.0,0.0,0.0,0.0,,07-01-2021 02:00
147,7437.849851,9908.395243,1.527233973,4.00410734,9250.653752,14384.63042,1.807000343,4.737599779,0.0,0.0,0.0,0.0,,07-01-2021 03:00
148,7441.440626,9928.741237,1.52901029,4.008764493,9261.604384,14428.64476,1.809962263,4.745365352,0.0,0.0,0.0,0.0,,07-01-2021 04:00
149,7442.444979,9928.046254,1.530014975,4.011398578,9249.926065,14396.11023,1.809217956,4.743413925,0.0,0.0,0.0,0.0,,07-01-2021 05:00
150,7444.672712,9912.659246,1.527253832,4.004159405,9251.047467,14369.38846,1.805774818,4.734386695,0.0,0.0,0.0,0.0,,07-01-2021 06:00
151,7443.629463,9940.577555,1.529543809,4.010163276,9243.638222,14388.44006,1.807102935,4.737868756,0.0,0.0,0.0,0.0,,07-01-2021 07:00
152,7448.456338,9914.236048,1.52583389,4.000436596,9244.161558,14337.55809,1.801950947,4.724361256,0.0,0.0,0.0,0.0,,07-01-2021 08:00
153,7454.963137,9960.92861,1.53001531,4.011399459,9237.030237,14358.28742,1.803973333,4.729663556,0.0,0.0,0.0,0.0,,07-01-2021 09:00
154,7455.315048,9958.323288,1.529289138,4.009495576,9225.474954,14321.99899,1.801068881,4.722048653,0.0,0.0,0.0,0.0,,07-01-2021 10:00
155,7449.662407,9917.05525,1.526403206,4.00192923,9222.019594,14279.53913,1.798860578,4.716258916,0.0,0.0,0.0,0.0,,07-01-2021 11:00
156,7448.286524,9915.692561,1.526009954,4.000898202,9210.200926,14249.31182,1.796536236,4.710164947,0.0,0.0,0.0,0.0,,07-01-2021 12:00
157,7440.291459,9923.129405,1.526796249,4.002959712,9217.704255,14304.14291,1.800188311,4.71973997,0.0,0.0,0.0,0.0,,07-01-2021 13:00
158,7441.978189,9928.397959,1.527548825,4.00493282,9219.745565,14311.8189,1.80106122,4.722028566,0.0,0.0,0.0,0.0,,07-01-2021 14:00
159,7444.94414,9917.392137,1.527463088,4.004708035,9210.926363,14266.85214,1.799249029,4.717277359,0.0,0.0,0.0,0.0,,07-01-2021 15:00
160,7448.524484,9906.156521,1.525425,3.999364567,9187.918213,14178.24786,1.792343167,4.699171545,0.0,0.0,0.0,0.0,,07-01-2021 16:00
161,7450.653115,9942.014908,1.528092464,4.006358135,9175.738568,14184.8066,1.792624728,4.699909742,0.0,0.0,0.0,0.0,,07-01-2021 17:00
162,7449.522305,9923.377808,1.527412256,4.004574762,9166.130462,14141.35729,1.790898268,4.695383304,0.0,0.0,0.0,0.0,,07-01-2021 18:00
163,7452.860251,9949.336392,1.530243846,4.011998635,9186.872381,14220.66027,1.796892224,4.71109828,0.0,0.0,0.0,0.0,,07-01-2021 19:00
164,7448.505587,9925.044564,1.52662972,4.002523106,9175.912546,14170.55527,1.791636522,4.697318861,0.0,0.0,0.0,0.0,,07-01-2021 20:00
165,7444.184877,9923.961689,1.528353338,4.007042094,9188.069627,14218.71069,1.796852351,4.71099374,0.0,0.0,0.0,0.0,,07-01-2021 21:00
166,7447.093636,9927.783943,1.529316282,4.009566745,9204.71834,14260.31786,1.800238148,4.719870635,0.0,0.0,0.0,0.0,,07-01-2021 22:00
167,7451.196917,9911.783879,1.525896059,4.000599592,9195.537694,14198.58131,1.793852978,4.703129973,0.0,0.0,0.0,0.0,,07-01-2021 23:00
168,7455.452361,9957.687117,1.52994093,4.011204447,9190.755054,14232.50369,1.796689107,4.710565747,0.0,0.0,0.0,0.0,,08-01-2021 00:00
169,7461.119085,9957.491066,1.530869229,4.013638266,9182.516458,14194.47534,1.795337545,4.707022215,0.0,0.0,0.0,0.0,,08-01-2021 01:00
170,7461.632047,9969.71023,1.532709823,4.018463942,9192.225601,14235.68157,1.798977607,4.716565742,0.0,0.0,0.0,0.0,,08-01-2021 02:00
171,7459.602596,9935.833557,1.528129954,4.006456426,9205.56955,14230.20623,1.796264171,4.709451647,0.0,0.0,0.0,0.0,,08-01-2021 03:00
172,7458.752569,9963.720397,1.531127082,4.014314305,9215.536646,14295.77735,1.801339228,4.722757449,0.0,0.0,0.0,0.0,,08-01-2021 04:00
173,7457.852198,9950.033949,1.531562648,4.015456273,9216.562802,14287.12275,1.802529507,4.725878125,0.0,0.0,0.0,0.0,,08-01-2021 05:00
174,7458.643151,9958.653974,1.532539199,4.018016598,9210.949439,14281.10329,1.802533319,4.72588812,0.0,0.0,0.0,0.0,,08-01-2021 06:00
175,7457.373941,9921.922341,1.527076421,4.003694269,9218.577142,14253.25108,1.797673369,4.713146287,0.0,0.0,0.0,0.0,,08-01-2021 07:00
176,7455.230408,9939.968872,1.528981215,4.008688263,9228.920254,14312.39616,1.802126484,4.72482148,0.0,0.0,0.0,0.0,,08-01-2021 08:00
177,7453.457278,9921.869499,1.52775992,4.005486268,9239.72155,14323.88465,1.803028359,4.727186018,0.0,0.0,0.0,0.0,,08-01-2021 09:00
