Unnamed: 0,CMP_SPEED_1,POWER_1,FUEL_FLOW_1,CO2_1,CMP_SPEED_2,POWER_2,FUEL_FLOW_2,CO2_2,CMP_SPEED_3,POWER_3,FUEL_FLOW_3,CO2_3,CMP_SPEED_4,POWER_4,FUEL_FLOW_4,CO2_4,CMP_SPEED_5,POWER_5,FUEL_FLOW_5,CO2_5,CMP_SPEED_6,POWER_6,FUEL_FLOW_6,CO2_6,CMP_SPEED_7,POWER_7,FUEL_FLOW_7,CO2_7,CMP_SPEED_8,POWER_8,FUEL_FLOW_8,CO2_8,THERMAL_EFF,DATE_TIME
10,0.0,0.0,0.0,0.0,8471.100853,11406.0584,1.665835661,4.541206263,0.0,0.0,0.0,0.0,8799.080148,12075.09092,1.696082036,4.623660391,9414.762249,13810.60811,1.829515248,4.9874104,5282.85917,4492.763103,1.050705933,2.864311573,0.0,0.0,0.0,0.0,7745.157584,9652.418355,1.517152691,4.135884147,29.55312406109784,01-01-2021 10:00
11,0.0,0.0,0.0,0.0,8453.465263,11371.5915,1.66259029,4.532359112,0.0,0.0,0.0,0.0,8799.74481,12085.04022,1.696027025,4.623510427,9389.402148,13756.1834,1.825177519,4.975585392,5273.820548,4480.967239,1.04892084,2.859445263,0.0,0.0,0.0,0.0,7742.514854,9653.804092,1.51663937,4.13448479,29.56737078880097,01-01-2021 11:00
12,0.0,0.0,0.0,0.0,8462.322797,11387.56219,1.662701047,4.532661046,0.0,0.0,0.0,0.0,8799.303509,12078.0498,1.694528016,4.619424004,9391.895394,13755.69292,1.824033394,4.972466412,5276.466861,4484.072751,1.04861131,2.858601458,0.0,0.0,0.0,0.0,7756.560084,9681.591067,1.517805936,4.137664948,29.629685362009294,01-01-2021 12:00
13,0.0,0.0,0.0,0.0,8476.508301,11439.38519,1.668715606,4.549057231,0.0,0.0,0.0,0.0,8798.194419,12093.5913,1.697848444,4.628475765,9381.196417,13748.31431,1.825923967,4.977620272,5257.204973,4454.694069,1.046851282,2.853803474,0.0,0.0,0.0,0.0,7758.723675,9701.017295,1.521336196,4.147288729,29.620244047799765,01-01-2021 13:00
14,0.0,0.0,0.0,0.0,8496.403131,11481.12962,1.671330889,4.55618671,0.0,0.0,0.0,0.0,8798.942372,12088.4444,1.697089261,4.62640617,9390.630118,13764.08368,1.826437957,4.97902145,5276.114509,4486.21239,1.05003375,2.862479146,0.0,0.0,0.0,0.0,7758.276728,9694.070406,1.520422476,4.144797853,29.616820989379818,01-01-2021 14:00
15,0.0,0.0,0.0,0.0,8475.456008,11425.57852,1.667138177,4.544757031,0.0,0.0,0.0,0.0,8797.737177,12080.85019,1.696473695,4.624728087,9398.362307,13779.02173,1.827358956,4.98153217,5290.637609,4510.856405,1.052659305,2.869636628,0.0,0.0,0.0,0.0,7781.048374,9743.637328,1.52411964,4.154876627,29.696044331528213,01-01-2021 15:00
16,0.0,0.0,0.0,0.0,8489.338565,11474.15167,1.671141277,4.555669811,0.0,0.0,0.0,0.0,8795.937764,12092.2797,1.697858672,4.628503648,9409.425935,13824.77801,1.830884045,4.991141855,5294.126868,4523.553455,1.054389517,2.874353328,0.0,0.0,0.0,0.0,7743.143081,9667.972248,1.518812009,4.140407586,29.568406798122343,01-01-2021 16:00
17,0.0,0.0,0.0,0.0,8478.374539,11408.61075,1.663726788,4.535457301,0.0,0.0,0.0,0.0,8791.71625,12041.13467,1.691512082,4.611202316,9404.655369,13766.09573,1.824044575,4.972496891,5302.621765,4523.615244,1.052551546,2.869342869,0.0,0.0,0.0,0.0,7738.709801,9625.339147,1.513038453,4.124668392,29.55034986007045,01-01-2021 17:00
18,0.0,0.0,0.0,0.0,8397.947154,11222.23027,1.65097806,4.500703208,0.0,0.0,0.0,0.0,8790.716467,12048.13697,1.692781151,4.614661904,9367.365775,13681.73184,1.819342947,4.959679864,5302.96366,4527.649604,1.0534905,2.871902534,0.0,0.0,0.0,0.0,7746.630267,9651.31321,1.515760836,4.132089833,29.576874600137714,01-01-2021 18:00
19,0.0,0.0,0.0,0.0,8375.665301,11184.58111,1.64737411,4.490878544,0.0,0.0,0.0,0.0,8793.578212,12071.95284,1.693514742,4.616661736,9359.472363,13681.87015,1.818457665,4.957266513,5302.807165,4536.133675,1.053850788,2.872884708,0.0,0.0,0.0,0.0,7739.148612,9648.274769,1.514686877,4.129162133,29.588527464121515,01-01-2021 19:00
20,0.0,0.0,0.0,0.0,8338.634285,11087.19329,1.641804771,4.475696063,0.0,0.0,0.0,0.0,8792.77643,12062.57899,1.694379184,4.619018275,9349.643938,13647.83345,1.817889276,4.955717038,5293.719626,4514.626299,1.052508367,2.869225159,0.0,0.0,0.0,0.0,7739.758756,9642.902416,1.515708276,4.131946552,29.552124090581067,01-01-2021 20:00
21,0.0,0.0,0.0,0.0,8306.685614,11015.16507,1.635575636,4.458714923,0.0,0.0,0.0,0.0,8797.108442,12077.79914,1.694419951,4.61912941,9359.233538,13679.01338,1.818931609,4.958558524,5282.27799,4497.089535,1.049948601,2.862247024,0.0,0.0,0.0,0.0,7734.913387,9636.342727,1.514331909,4.128194461,29.558862410518174,01-01-2021 21:00
22,0.0,0.0,0.0,0.0,8296.672241,10989.7841,1.635166278,4.45759898,0.0,0.0,0.0,0.0,8795.957261,12074.11342,1.695602593,4.622353389,9386.673975,13747.98145,1.825055235,4.975252035,5286.713807,4503.324465,1.051568366,2.866662637,0.0,0.0,0.0,0.0,7744.696724,9658.038636,1.517344053,4.136405815,29.566602554328796,01-01-2021 22:00
23,0.0,0.0,0.0,0.0,8285.50288,10966.26307,1.631199195,4.446784381,0.0,0.0,0.0,0.0,8790.329787,12062.6992,1.692514534,4.613935084,9412.647463,13818.56344,1.827217109,4.981145483,5306.706388,4543.233228,1.054410923,2.874411684,0.0,0.0,0.0,0.0,7733.739852,9635.707276,1.513547767,4.126056824,29.572226112942246,01-01-2021 23:00
24,0.0,0.0,0.0,0.0,8303.169792,10992.47161,1.632106968,4.449259046,0.0,0.0,0.0,0.0,8795.178594,12057.13781,1.691157277,4.61023509,9448.183368,13888.90937,1.83066319,4.990539788,5306.092285,4535.251568,1.052897681,2.87028646,0.0,0.0,0.0,0.0,7743.9401,9644.942365,1.513300048,4.125381522,29.605414283941876,02-01-2021 00:00
25,0.0,0.0,0.0,0.0,8320.773243,11055.73619,1.63900053,4.468051469,0.0,0.0,0.0,0.0,8788.322806,12063.93563,1.694012427,4.618018467,9452.830658,13927.59473,1.835732134,5.004358147,5314.478014,4558.389905,1.056887288,2.881162459,0.0,0.0,0.0,0.0,7727.870471,9626.061192,1.513986585,4.127253081,29.53405932627799,02-01-2021 01:00
26,0.0,0.0,0.0,0.0,8346.752257,11110.4394,1.642743682,4.478255613,0.0,0.0,0.0,0.0,8786.563529,12050.77117,1.69276348,4.614613732,9466.108934,13951.37976,1.837033007,5.007904435,5314.167079,4554.137216,1.056237086,2.879389956,0.0,0.0,0.0,0.0,7761.336292,9697.026664,1.519250608,4.141603243,29.648704580855394,02-01-2021 02:00
27,0.0,0.0,0.0,0.0,8371.045794,11185.18169,1.649543806,4.496793315,0.0,0.0,0.0,0.0,8896.344503,12337.72772,1.713852835,4.672105065,9434.965748,13890.82714,1.834549463,5.001134088,5309.597985,4552.002485,1.05693724,2.881298634,0.0,0.0,0.0,0.0,7757.319179,9701.096148,1.520817321,4.145874233,29.630590777308186,02-01-2021 03:00
28,0.0,0.0,0.0,0.0,8365.175152,11131.14269,1.643618789,4.480641226,0.0,0.0,0.0,0.0,8895.544747,12292.755,1.708742384,4.658173552,9435.223398,13842.5996,1.829226841,4.98662418,5309.859494,4535.394914,1.053739555,2.872581478,0.0,0.0,0.0,0.0,7780.492033,9720.667147,1.520468878,4.144924348,29.69717164027625,02-01-2021 04:00
29,0.0,0.0,0.0,0.0,8347.647385,11112.80018,1.642411342,4.477349624,0.0,0.0,0.0,0.0,8905.630973,12343.57821,1.712379539,4.668088736,9415.651578,13821.92697,1.828043158,4.983397363,5300.889914,4530.526982,1.053330458,2.871466245,0.0,0.0,0.0,0.0,7770.523273,9718.380983,1.52043573,4.144833983,29.690834578705644,02-01-2021 05:00
30,0.0,0.0,0.0,0.0,8365.475587,11173.29621,1.648554141,4.494095404,0.0,0.0,0.0,0.0,8909.910058,12373.62467,1.716258514,4.678663146,9388.353816,13773.68965,1.826856555,4.980162583,5311.376369,4556.415382,1.057351604,2.882428224,0.0,0.0,0.0,0.0,7754.187146,9695.514605,1.520352599,4.144607362,29.6225946541877,02-01-2021 06:00
31,0.0,0.0,0.0,0.0,8383.764156,11211.79011,1.651123097,4.501098593,0.0,0.0,0.0,0.0,8910.470793,12368.45799,1.7156877,4.677107057,9368.037428,13713.71629,1.822581342,4.968507999,5332.865382,4593.216643,1.061195828,2.892907899,0.0,0.0,0.0,0.0,7762.83323,9710.24534,1.521246623,4.147044545,29.65016589723693,02-01-2021 07:00
32,0.0,0.0,0.0,0.0,8340.330964,11080.32594,1.641596811,4.475129146,0.0,0.0,0.0,0.0,8914.635273,12350.73056,1.714482236,4.673820864,9362.971085,13668.44275,1.819558778,4.960268237,5324.024196,4564.451029,1.058097746,2.88446227,0.0,0.0,0.0,0.0,7754.906154,9668.587635,1.518027494,4.138268931,29.585570784073106,02-01-2021 08:00
33,0.0,0.0,0.0,0.0,8338.809524,11073.81894,1.641444571,4.474714128,0.0,0.0,0.0,0.0,8914.078272,12346.08297,1.714471328,4.673791127,9349.128011,13629.54787,1.817432389,4.954471524,5324.092192,4562.778453,1.058137767,2.88457137,0.0,0.0,0.0,0.0,7759.28886,9675.519814,1.51881098,4.14040478,29.59151022900911,02-01-2021 09:00
34,0.0,0.0,0.0,0.0,8333.940807,11075.19638,1.640375037,4.471798489,0.0,0.0,0.0,0.0,8916.791749,12365.65928,1.714575327,4.674074639,9361.899225,13677.78079,1.819257214,4.959446148,5321.614248,4565.558602,1.057627009,2.883179001,0.0,0.0,0.0,0.0,7755.187466,9677.499377,1.517894488,4.137906348,29.615435266084706,02-01-2021 10:00
35,0.0,0.0,0.0,0.0,8351.315481,11087.09311,1.640846743,4.473084398,0.0,0.0,0.0,0.0,8918.276002,12336.99124,1.712226704,4.667672095,9359.534538,13635.16162,1.816015639,4.950609346,5312.141856,4534.399808,1.054033251,2.873382117,0.0,0.0,0.0,0.0,7926.288287,10050.58144,1.545881488,4.214201231,30.200319833463606,02-01-2021 11:00
36,0.0,0.0,0.0,0.0,8355.176089,11117.89354,1.645222262,4.485012427,0.0,0.0,0.0,0.0,8920.184616,12365.82346,1.716406758,4.679067271,9381.703393,13718.4413,1.823905456,4.972117642,5307.840922,4534.892353,1.055546676,2.877507841,0.0,0.0,0.0,0.0,7918.501109,10052.35361,1.548033372,4.220067446,30.163656767229043,02-01-2021 12:00
37,0.0,0.0,0.0,0.0,8352.135249,11115.64044,1.645224909,4.485019642,0.0,0.0,0.0,0.0,8921.552159,12374.58977,1.717090848,4.680932156,9392.805004,13752.99997,1.826333417,4.978736464,5293.315104,4510.883903,1.053008674,2.870589035,0.0,0.0,0.0,0.0,7925.739362,10074.10317,1.54980475,4.22489637,30.194369015563332,02-01-2021 13:00
38,0.0,0.0,0.0,0.0,8338.694068,11037.66138,1.638192524,4.465848777,0.0,0.0,0.0,0.0,8912.871804,12303.95873,1.710887009,4.664019976,9347.276238,13582.05498,1.813748534,4.94442903,5288.238271,4481.351813,1.048911218,2.859419032,0.0,0.0,0.0,0.0,7957.329546,10107.25961,1.55108597,4.228389081,30.268723292784998,02-01-2021 14:00
39,0.0,0.0,0.0,0.0,8343.262926,11075.48598,1.643901038,4.481410661,0.0,0.0,0.0,0.0,8912.402151,12333.65152,1.716115932,4.678274455,9321.20378,13548.006,1.814671258,4.946944454,5294.183735,4502.151251,1.053191198,2.871086613,0.0,0.0,0.0,0.0,7957.885179,10133.18839,1.555892978,4.241493385,30.252616910230156,02-01-2021 15:00
40,0.0,0.0,0.0,0.0,8343.207576,11072.79067,1.643640128,4.480699399,0.0,0.0,0.0,0.0,8913.530563,12334.09293,1.716139235,4.67833798,9311.580369,13520.32763,1.812783868,4.941799271,5293.57902,4499.734955,1.052891797,2.870270421,0.0,0.0,0.0,0.0,7946.878394,10104.55747,1.553676661,4.23545152,30.210172717430478,02-01-2021 16:00
41,0.0,0.0,0.0,0.0,8368.484277,11112.79577,1.645350832,4.485362919,0.0,0.0,0.0,0.0,8909.540927,12301.22284,1.712647449,4.668819083,9285.481752,13428.30664,1.805307473,4.921417997,5290.039444,4484.52112,1.050410478,2.863506139,0.0,0.0,0.0,0.0,7953.137235,10099.70533,1.552165307,4.231331444,30.225067724263443,02-01-2021 17:00
42,0.0,0.0,0.0,0.0,8364.497764,11107.92287,1.645131383,4.484764682,0.0,0.0,0.0,0.0,8911.35564,12311.06797,1.713552476,4.671286262,9278.191657,13416.04798,1.804731612,4.919848153,5294.384571,4494.711235,1.05166893,2.866936784,0.0,0.0,0.0,0.0,7961.03613,10123.14875,1.554152283,4.236748105,30.256493806949237,02-01-2021 18:00
43,0.0,0.0,0.0,0.0,8360.882252,11089.76489,1.642290432,4.477020014,0.0,0.0,0.0,0.0,8911.517734,12300.23855,1.711237538,4.664975547,9270.343137,13383.79384,1.800783902,4.909086368,5297.638047,4497.360393,1.050905156,2.864854671,0.0,0.0,0.0,0.0,7962.425284,10117.98643,1.552284767,4.231657102,30.27744673544236,02-01-2021 19:00
44,0.0,0.0,0.0,0.0,8360.491885,11090.94282,1.645606315,4.486059388,0.0,0.0,0.0,0.0,8912.73107,12307.17443,1.715141738,4.675618721,9326.628094,13529.50639,1.813978055,4.945054722,5298.913887,4497.736726,1.053097221,2.870830423,0.0,0.0,0.0,0.0,7975.351612,10150.41737,1.557789542,4.246663575,30.26715968619244,02-01-2021 20:00
45,0.0,0.0,0.0,0.0,8385.304731,11156.98984,1.650001048,4.498039792,0.0,0.0,0.0,0.0,8913.35837,12315.07559,1.715250687,4.675915726,9341.624345,13575.37812,1.816600425,4.952203521,5298.562648,4500.529787,1.053152382,2.870980797,0.0,0.0,0.0,0.0,7978.545915,10164.27436,1.55848509,4.248559696,30.2949527411721,02-01-2021 21:00
46,0.0,0.0,0.0,0.0,8384.063064,11137.10571,1.648558501,4.49410729,0.0,0.0,0.0,0.0,8906.073939,12279.7186,1.712931127,4.669592412,9387.901475,13672.69174,1.823039593,4.969757227,5288.459083,4474.203459,1.050314587,2.863244733,0.0,0.0,0.0,0.0,7979.229166,10150.53408,1.557525285,4.24594319,30.272643025931956,02-01-2021 22:00
47,0.0,0.0,0.0,0.0,8354.693629,11069.4084,1.644169364,4.482142138,0.0,0.0,0.0,0.0,8904.959816,12280.60643,1.713495581,4.671131161,9352.659572,13586.67009,1.817894765,4.955732001,5285.166353,4469.396372,1.050134357,2.862753411,0.0,0.0,0.0,0.0,8010.299608,10226.95634,1.563811862,4.26308092,30.377949140732824,02-01-2021 23:00
48,0.0,0.0,0.0,0.0,8345.091395,11027.45149,1.641461,4.474758913,0.0,0.0,0.0,0.0,8911.187794,12276.16139,1.713586305,4.671378481,9403.99311,13694.6927,1.825460594,4.976357079,5296.996115,4481.595853,1.051767592,2.867205744,0.0,0.0,0.0,0.0,8000.515703,10186.71003,1.561121613,4.255747078,30.31054598317861,03-01-2021 00:00
49,0.0,0.0,0.0,0.0,8327.292826,10981.19126,1.637123556,4.462934681,0.0,0.0,0.0,0.0,8909.664308,12267.83772,1.712012326,4.667087685,9402.420874,13685.91788,1.823779319,4.971773783,5314.084147,4511.768124,1.054401596,2.874386257,0.0,0.0,0.0,0.0,8011.824266,10210.23371,1.562003618,4.258151497,30.3633859159785,03-01-2021 01:00
50,0.0,0.0,0.0,0.0,8304.241919,10922.53552,1.634169686,4.454882187,0.0,0.0,0.0,0.0,8911.441755,12269.25068,1.71358219,4.671367264,9357.881948,13568.52762,1.817490006,4.954628595,5325.490934,4529.551623,1.05726221,2.882184529,0.0,0.0,0.0,0.0,8010.049792,10202.9826,1.56276103,4.260216264,30.327116878095868,03-01-2021 02:00
51,0.0,0.0,0.0,0.0,8292.216799,10890.95615,1.632198285,4.449507984,0.0,0.0,0.0,0.0,8907.801327,12257.42892,1.713145036,4.670175544,9337.770448,13514.63389,1.814411823,4.94623721,5319.343492,4516.816618,1.056158078,2.879174573,0.0,0.0,0.0,0.0,8034.344273,10257.80817,1.567235716,4.272414631,30.403025561664005,03-01-2021 03:00
52,0.0,0.0,0.0,0.0,8295.822144,10905.70462,1.632712601,4.450910052,0.0,0.0,0.0,0.0,8903.171383,12252.40752,1.712239676,4.667707458,9324.468255,13487.8453,1.811914698,4.939429841,5335.598758,4549.769617,1.05934849,2.887871902,0.0,0.0,0.0,0.0,8036.444418,10268.35536,1.567454585,4.273011285,30.43003664081717,03-01-2021 04:00
53,0.0,0.0,0.0,0.0,8329.259455,10989.12397,1.642428943,4.477397608,0.0,0.0,0.0,0.0,8902.655891,12256.23918,1.716178907,4.678446129,9315.72271,13469.63697,1.814624582,4.946817209,5322.453349,4523.969852,1.058888679,2.886618418,0.0,0.0,0.0,0.0,8028.469178,10252.71123,1.569680603,4.279079595,30.340587484352056,03-01-2021 05:00
54,0.0,0.0,0.0,0.0,8318.996511,10945.77513,1.637944089,4.465171523,0.0,0.0,0.0,0.0,8898.083765,12224.26902,1.712566211,4.668597621,9314.187557,13443.08789,1.811430656,4.938110303,5327.92155,4526.245774,1.058221091,2.884798518,0.0,0.0,0.0,0.0,8024.97664,10227.46638,1.566545247,4.270532354,30.326456574037064,03-01-2021 06:00
55,0.0,0.0,0.0,0.0,8332.835955,10987.64447,1.640748904,4.472817681,0.0,0.0,0.0,0.0,8901.894168,12242.7123,1.713503499,4.671152746,9311.458311,13446.42878,1.811348003,4.937884982,5323.843073,4523.336242,1.057705696,2.883393507,0.0,0.0,0.0,0.0,8062.393084,10323.51771,1.573453996,4.289366177,30.476859243266556,03-01-2021 07:00
56,0.0,0.0,0.0,0.0,8325.956482,10965.5314,1.639338903,4.468973901,0.0,0.0,0.0,0.0,8904.563914,12243.23593,1.713754842,4.671837926,9314.257994,13446.77726,1.81159808,4.938566715,5326.989994,4526.187316,1.058144006,2.884588378,0.0,0.0,0.0,0.0,8057.682243,10307.05467,1.572391753,4.286470414,30.44881349835869,03-01-2021 08:00
57,0.0,0.0,0.0,0.0,8320.317848,10923.71505,1.635763477,4.459226995,0.0,0.0,0.0,0.0,8905.637477,12215.79675,1.71136814,4.66533158,9312.556836,13407.66632,1.808383938,4.929804695,5314.6677,4490.736108,1.053950236,2.873155813,0.0,0.0,0.0,0.0,8078.520782,10329.38233,1.573534041,4.289584386,30.49262141846994,03-01-2021 09:00
58,0.0,0.0,0.0,0.0,8268.402048,10799.83035,1.62891976,4.440570453,0.0,0.0,0.0,0.0,8903.398236,12212.6702,1.713613373,4.671452271,9321.222408,13430.6547,1.812499818,4.941024928,5320.566649,4499.524578,1.056503992,2.880117563,0.0,0.0,0.0,0.0,8074.001112,10319.58141,1.575067271,4.293764098,30.43403432655246,03-01-2021 10:00
59,0.0,0.0,0.0,0.0,8283.827359,10844.8738,1.632491482,4.450307263,0.0,0.0,0.0,0.0,8902.002672,12218.17,1.714265457,4.673229905,9341.196142,13491.01584,1.816728588,4.952552904,5310.7377,4485.442551,1.055124223,2.8763562,0.0,0.0,0.0,0.0,8055.210646,10283.09015,1.572603621,4.287047984,30.37392552287364,03-01-2021 11:00
60,0.0,0.0,0.0,0.0,8316.825282,10929.61948,1.639042587,4.46816612,0.0,0.0,0.0,0.0,8901.523929,12223.66536,1.714954586,4.67510853,9350.962366,13522.84525,1.819161069,4.959184051,5314.220937,4494.242061,1.056248109,2.879420006,0.0,0.0,0.0,0.0,8036.80791,10245.41724,1.570044716,4.280072198,30.311971209550094,03-01-2021 12:00
61,0.0,0.0,0.0,0.0,8335.294533,10967.67046,1.642707985,4.478158299,0.0,0.0,0.0,0.0,8893.210571,12197.27103,1.71401759,4.6725542,9410.008452,13665.5369,1.829581676,4.98759149,5307.033312,4477.767226,1.055024758,2.87608505,0.0,0.0,0.0,0.0,8047.247178,10264.26817,1.572247316,4.286076668,30.325200429999693,03-01-2021 13:00
62,0.0,0.0,0.0,0.0,8330.604273,10936.31644,1.638829038,4.467583967,0.0,0.0,0.0,0.0,8893.213113,12174.55278,1.710729356,4.663590201,9434.199437,13702.03133,1.830236658,4.989377025,5327.576912,4506.713623,1.057154454,2.881890777,0.0,0.0,0.0,0.0,8026.6562,10196.97871,1.565808482,4.268523872,30.25028168458679,03-01-2021 14:00
63,0.0,0.0,0.0,0.0,8339.799862,10968.79003,1.643298088,4.479766969,0.0,0.0,0.0,0.0,8891.155112,12182.65006,1.713562713,4.671314168,9420.365838,13680.00697,1.831035226,4.991553988,5337.225337,4527.161602,1.060816742,2.891874478,0.0,0.0,0.0,0.0,8046.245605,10253.07793,1.572057148,4.285558255,30.295803865904986,03-01-2021 15:00
64,0.0,0.0,0.0,0.0,8299.566271,10859.06699,1.634599164,4.456052978,0.0,0.0,0.0,0.0,8893.242775,12173.46603,1.712317728,4.667920235,9402.39351,13618.03706,1.826234075,4.978465651,5331.514934,4510.744842,1.058567971,2.88574414,0.0,0.0,0.0,0.0,8036.373137,10217.77328,1.56884845,4.276811077,30.253234996508464,03-01-2021 16:00
65,0.0,0.0,0.0,0.0,8284.71847,10805.30709,1.631014973,4.446282178,0.0,0.0,0.0,0.0,8893.25837,12153.63134,1.711335857,4.665243573,9404.32035,13600.12821,1.825513095,4.9765002,5334.989104,4507.771477,1.058497008,2.885550689,0.0,0.0,0.0,0.0,8040.440828,10210.51547,1.568719618,4.276459869,30.234228551183033,03-01-2021 17:00
66,0.0,0.0,0.0,0.0,8297.247124,10839.51184,1.634193424,4.454946899,0.0,0.0,0.0,0.0,8888.17176,12146.47349,1.711591321,4.665939988,9429.587138,13669.71135,1.830892791,4.991165698,5317.836746,4478.197915,1.055729115,2.878005184,0.0,0.0,0.0,0.0,8049.775732,10236.57267,1.571311943,4.283526763,30.26137896325839,03-01-2021 18:00
67,0.0,0.0,0.0,0.0,8302.213252,10846.62672,1.634227776,4.455040546,0.0,0.0,0.0,0.0,8884.736326,12133.14566,1.710090104,4.661847548,9446.124179,13705.87921,1.832775098,4.996297024,5321.528995,4483.254201,1.05597109,2.87866483,0.0,0.0,0.0,0.0,8046.926527,10225.76297,1.570067278,4.280133704,30.25338756699025,03-01-2021 19:00
68,0.0,0.0,0.0,0.0,8310.756767,10861.1625,1.636987803,4.462564609,0.0,0.0,0.0,0.0,8884.384783,12126.81984,1.711372271,4.665342842,9409.1474,13605.27692,1.827960388,4.983171723,5311.884862,4461.460571,1.054711113,2.875230028,0.0,0.0,0.0,0.0,8063.309541,10259.17517,1.574205781,4.291415604,30.272444672274258,03-01-2021 20:00
69,0.0,0.0,0.0,0.0,8340.335418,10918.93287,1.642304858,4.47705934,0.0,0.0,0.0,0.0,8886.143647,12118.47188,1.711855196,4.666659335,9405.234277,13579.9214,1.827431975,4.981731225,5320.460386,4469.948349,1.056339006,2.879667797,0.0,0.0,0.0,0.0,8040.900203,10195.081,1.570410821,4.281070228,30.156015183096613,03-01-2021 21:00
