Unnamed: 0,CMP_SPEED_1,POWER_1,FUEL_FLOW_1,CO2_1,CMP_SPEED_2,POWER_2,FUEL_FLOW_2,CO2_2,CMP_SPEED_3,POWER_3,FUEL_FLOW_3,CO2_3,CMP_SPEED_4,POWER_4,FUEL_FLOW_4,CO2_4,THERMAL_EFF,DATE_TIME
24,4776.078346,3684.59197,0.942395069,2.20808595,9332.637025,13555.59297,1.766650746,4.139364498,10000.0,15198.10473,1.853527896,4.342922666,9566.108975,14177.52909,1.798988841,4.215134518,36.687654929961745,02-01-2021 00:00
25,4779.418185,3673.606844,0.940824533,2.204406094,9357.334884,13568.03753,1.766930215,4.140019309,10000.0,15144.26241,1.849799959,4.334187894,9556.996568,14103.80312,1.793817271,4.203017231,36.60209220604557,02-01-2021 01:00
26,4790.65827,3704.374369,0.94495581,2.214085913,9347.143298,13579.2946,1.768550305,4.143815273,9999.890021,15184.02012,1.853089318,4.341895053,9552.30039,14129.74384,1.796389832,4.20904489,36.616900113824144,02-01-2021 02:00
27,4795.0071,3704.018723,0.94445287,2.212907497,9348.413922,13557.60155,1.766320608,4.138590966,10000.0,15156.80925,1.850611244,4.336088782,9562.752054,14131.10085,1.795664945,4.207346438,36.63519996789819,02-01-2021 03:00
28,4780.929121,3686.515566,0.941907356,2.20694321,9355.182743,13589.49641,1.767519329,4.141399637,9988.942843,15144.83743,1.84904513,4.332419286,9562.912251,14147.01241,1.795834196,4.207743001,36.67299442330325,02-01-2021 04:00
29,4597.837537,3374.568858,0.90375168,2.117542262,9371.903733,13607.00197,1.767624929,4.141647064,9986.79661,15111.8119,1.846000754,4.325286137,9556.390179,14104.85958,1.792095224,4.198982375,36.640007972288906,02-01-2021 05:00
30,4607.206761,3386.96723,0.906778011,2.12463313,9386.943174,13645.23696,1.772832892,4.15384962,9990.482167,15122.54899,1.849431742,4.333325141,9566.214608,14131.69724,1.79661738,4.209578047,36.617324001995435,02-01-2021 06:00
31,4605.316883,3379.696439,0.904389323,2.119036296,9365.412577,13568.05032,1.765073986,4.135670057,9997.683114,15115.40663,1.846121273,4.325568521,9551.289884,14070.11351,1.790020833,4.194121957,36.592104757741836,02-01-2021 07:00
32,4606.347119,3383.76606,0.905771314,2.122274381,9370.043492,13593.24123,1.768346764,4.143338364,9984.960664,15097.52266,1.846755374,4.327054257,9547.810352,14075.25226,1.791977797,4.198707237,36.56549338019515,02-01-2021 08:00
33,4607.17978,3395.058674,0.908006509,2.127511573,9384.895948,13666.91793,1.774585555,4.157956212,9981.994566,15130.25792,1.850358125,4.335495709,9557.357387,14136.5704,1.797382534,4.211370848,36.61435754407909,02-01-2021 09:00
34,4603.492265,3388.854183,0.907182877,2.125581754,9376.952304,13646.45838,1.773203797,4.154718674,9956.19703,15063.48849,1.846279981,4.325940383,9548.052022,14112.03009,1.795771956,4.207597171,36.58357842467888,02-01-2021 10:00
35,4610.160772,3382.927228,0.905438688,2.12149502,9394.179135,13630.85377,1.77031882,4.147959007,9946.001172,14973.34426,1.838886379,4.308616748,9538.924984,14028.97825,1.788651416,4.190913336,36.513057933291954,02-01-2021 11:00
36,4617.368576,3396.449691,0.906544974,2.124087111,9413.37163,13680.50662,1.772486556,4.153038136,9940.580477,14960.76676,1.837026918,4.304259924,9542.526935,14038.56659,1.78818325,4.189816395,36.54757944679475,02-01-2021 12:00
37,4617.015134,3391.623783,0.906411659,2.123774747,9404.265412,13647.58032,1.771248834,4.150138082,9922.270568,14903.24555,1.834485467,4.298305156,9540.083354,14022.04562,1.787980079,4.189340353,36.508717325282255,02-01-2021 13:00
38,4616.334469,3394.558959,0.908809025,2.129391914,9409.468766,13686.39957,1.777493925,4.16477069,9916.751332,14917.61065,1.839211896,4.309379452,9539.447529,14046.7378,1.793244076,4.201674201,36.465648888266585,02-01-2021 14:00
39,4618.921466,3392.659315,0.906906666,2.124934576,9444.5252,13745.19937,1.778344619,4.166763914,9917.667049,14886.2676,1.834026127,4.297228897,9553.329956,14050.15962,1.790295091,4.194764561,36.53461308207502,02-01-2021 15:00
40,4601.013562,3357.190419,0.903306373,2.116498883,9430.128868,13694.06896,1.776404407,4.162217886,9920.371027,14877.97348,1.83493894,4.299367669,9558.158283,14047.98846,1.791580736,4.197776901,36.50275409446114,02-01-2021 16:00
41,4592.549513,3344.191379,0.901061932,2.111240029,9441.665432,13721.98823,1.777103032,4.163854805,9929.553427,14900.06104,1.835156144,4.299876591,9567.553065,14070.1436,1.791868734,4.198451696,36.55444658130765,02-01-2021 17:00
42,4591.255433,3355.918141,0.903940568,2.117984839,9421.548793,13724.68352,1.779985659,4.170608966,9916.573795,14925.244,1.839545323,4.31016069,9569.616378,14130.20746,1.79842642,4.213816733,36.57663421949816,02-01-2021 18:00
43,4590.12049,3339.931401,0.901231393,2.111637085,9386.504108,13587.91956,1.769910572,4.147002458,9783.240506,14533.45209,1.814252207,4.250897463,9560.685287,14057.88094,1.792523236,4.199985231,36.50925255292541,02-01-2021 19:00
44,4586.038499,3332.768432,0.900206232,2.109235073,9383.88829,13579.19756,1.769140945,4.145199177,9781.462274,14526.34618,1.813636392,4.249454574,9548.930052,14025.24232,1.790268822,4.19470301,36.47035578652747,02-01-2021 20:00
45,4570.794732,3316.989156,0.899872065,2.108452102,9366.493132,13574.06428,1.771695971,4.15118575,9795.737338,14603.67229,1.821353029,4.267535099,9571.23049,14121.93946,1.799350994,4.215983062,36.53644870620941,02-01-2021 21:00
46,4572.604642,3301.36265,0.896846602,2.101363268,9350.565027,13469.65554,1.762948926,4.130690918,9802.237157,14551.60898,1.816230361,4.255532392,9573.870378,14062.15779,1.793597825,4.202503057,36.49847956253055,02-01-2021 22:00
47,4576.706909,3317.33135,0.900105972,2.109000159,9380.831573,13582.73014,1.772621533,4.153354396,9799.678382,14585.37784,1.820686353,4.265973038,9577.161535,14109.60286,1.799007517,4.215178275,36.511500966729336,02-01-2021 23:00
48,4571.636558,3307.993541,0.899061069,2.106551891,9375.40254,13565.81479,1.771698953,4.151192737,9805.854689,14597.58516,1.821650888,4.268233,9584.577008,14124.41773,1.800049818,4.217620448,36.528673670539725,03-01-2021 00:00
49,4582.549576,3330.174305,0.901920332,2.113251309,9370.761708,13569.66242,1.772286119,4.1525685,9797.813629,14593.04825,1.821627664,4.268178583,9573.579079,14111.46085,1.799423709,4.216153438,36.50786297434654,03-01-2021 01:00
50,4589.881229,3331.471587,0.901495709,2.112256392,9354.045355,13490.86701,1.766096575,4.138066041,9799.457023,14558.32134,1.818385256,4.260581434,9579.574519,14089.58862,1.797011618,4.210501769,36.50020495380033,03-01-2021 02:00
51,4592.011858,3336.196117,0.903315809,2.116520993,9362.439855,13523.59725,1.770544632,4.148488097,9809.511228,14596.45525,1.82305591,4.271525047,9583.584632,14112.18642,1.800776673,4.219323511,36.48230951320855,03-01-2021 03:00
52,4593.802463,3329.785335,0.901194239,2.111550031,9368.823277,13502.49768,1.766758975,4.139618083,9816.002338,14572.89034,1.81904014,4.262115865,9583.44666,14073.44381,1.795811563,4.20768997,36.48274392610408,03-01-2021 04:00
53,4590.895024,3319.751813,0.90071046,2.110416509,9397.473828,13562.33487,1.772014505,4.151932094,9819.070859,14568.65173,1.820228402,4.264900033,9600.987481,14106.0876,1.799272083,4.21579817,36.49703717357216,03-01-2021 05:00
54,4592.618043,3335.418995,0.903414917,2.116753209,9418.214289,13659.66588,1.779661606,4.169849691,9820.531444,14621.36684,1.824952855,4.275969698,9597.409359,14143.67989,1.803087583,4.224738106,36.51686373324944,03-01-2021 06:00
55,4596.34994,3332.39012,0.902146567,2.11378139,9407.972608,13599.69358,1.774082249,4.156776936,9837.520324,14628.64181,1.823743096,4.273135162,9591.738971,14094.12429,1.798274632,4.213461083,36.48631088275091,03-01-2021 07:00
56,4599.526472,3326.770859,0.901673873,2.112673842,9379.598664,13496.65768,1.767830838,4.14212952,9856.495346,14643.67154,1.825138548,4.276404787,9585.319652,14045.83719,1.795592525,4.207176754,36.415620651294546,03-01-2021 08:00
57,4591.472644,3321.723555,0.901972018,2.113372412,9363.214411,13487.11068,1.76889254,4.144617149,9870.883993,14714.43457,1.831265469,4.290760515,9596.452386,14106.31156,1.801094292,4.22006771,36.460691143034154,03-01-2021 09:00
58,4589.482456,3320.804067,0.901790327,2.112946701,9353.104242,13469.17877,1.767664915,4.141740754,9892.496515,14778.10962,1.835179879,4.299932205,9595.039193,14110.35502,1.801268724,4.220476413,36.467610497506676,03-01-2021 10:00
59,4586.777006,3309.691745,0.901116896,2.111368812,9343.376942,13428.47856,1.766331005,4.138615325,9898.930403,14776.9356,1.836450169,4.302908568,9584.375994,14067.08131,1.799838194,4.217124599,36.384667383306656,03-01-2021 11:00
60,4586.967674,3297.2928,0.898974711,2.106349549,9305.752392,13291.65189,1.756302348,4.115117604,9906.164475,14748.65999,1.833641984,4.296328828,9576.598564,14003.27983,1.79472943,4.205154471,36.3227446850817,03-01-2021 12:00
61,4592.527205,3314.127631,0.90250623,2.114624102,9282.06494,13266.08526,1.757190458,4.117198496,9904.387291,14781.67032,1.838471443,4.307644528,9583.541311,14056.1167,1.800769862,4.219307552,36.33749755626753,03-01-2021 13:00
62,4578.401112,3286.338268,0.897892046,2.103812803,9304.116727,13297.87236,1.757185119,4.117185987,9922.53962,14801.42238,1.837438978,4.305225403,9588.502271,14043.90488,1.797895297,4.212572279,36.3639756201998,03-01-2021 14:00
63,4573.661822,3282.065284,0.898314475,2.104802578,9319.409366,13353.47982,1.762637117,4.129960334,9945.201238,14878.7776,1.844093976,4.320818447,9600.726718,14093.11994,1.802863886,4.224213972,36.3908402805459,03-01-2021 15:00
64,4559.815957,3251.29854,0.894118929,2.094972172,9306.670758,13292.43288,1.7579886,4.119068591,9939.415046,14831.9148,1.840510979,4.312423278,9606.087048,14076.09763,1.801096295,4.220072402,36.38255650647969,03-01-2021 16:00
65,4563.341966,3259.237871,0.896445938,2.100424487,9296.304142,13281.50187,1.759630273,4.122915123,9918.817138,14797.31613,1.840899663,4.313333987,9613.105533,14110.98455,1.805732764,4.230935918,36.37908011096085,03-01-2021 17:00
66,4564.818929,3265.788943,0.89620051,2.099849436,9291.90628,13276.81639,1.757454566,4.117817316,9913.132992,14788.96473,1.838410928,4.307502739,9604.673238,14094.56898,1.80269747,4.223824048,36.39794171455447,03-01-2021 18:00
67,4566.87459,3263.892314,0.896186839,2.099817404,9294.606825,13269.01198,1.757387563,4.117660325,9917.098146,14783.66546,1.838579176,4.307896954,9610.41307,14094.31768,1.80310804,4.224786038,36.38900504520049,03-01-2021 19:00
68,4575.335908,3271.378058,0.89630022,2.100083062,9335.715663,13347.35571,1.761015086,4.126159821,9906.180503,14729.38009,1.833626158,4.296291746,9614.719483,14080.1386,1.800680921,4.219099157,36.40139621539613,03-01-2021 20:00
69,4559.541154,3243.137542,0.892998966,2.092348033,9347.180594,13368.60021,1.762918192,4.130618907,9887.627997,14674.29452,1.830750775,4.289554558,9611.413806,14063.77759,1.800072492,4.217673573,36.371387546098575,03-01-2021 21:00
70,4555.767928,3229.019662,0.891587872,2.08904176,9362.773323,13383.50347,1.764464291,4.134241508,9893.805293,14665.34026,1.830874305,4.289843997,9606.219785,14027.08114,1.79841402,4.213787678,36.30993777205349,03-01-2021 22:00
71,4553.739008,3227.727878,0.890879934,2.08738302,9347.920294,13349.69531,1.761248389,4.126706462,9877.779894,14628.4963,1.827586215,4.282139812,9606.9876,14031.72147,1.797669332,4.212042832,36.33699598145503,03-01-2021 23:00
72,4545.66132,3207.648249,0.889092536,2.083195043,9350.981551,13339.3486,1.761841256,4.128095584,9887.89345,14634.78427,1.829318755,4.286199254,9600.541964,13997.84924,1.796904734,4.210251333,36.26470373989534,04-01-2021 00:00
73,4530.731164,3193.056345,0.887594942,2.079686096,9355.960242,13383.28897,1.765403708,4.136442614,9894.805233,14685.47337,1.833045361,4.294930905,9603.794192,14038.06223,1.800073559,4.217676073,36.30486160960509,04-01-2021 01:00
74,4524.719795,3188.605625,0.888233376,2.081181983,9331.969949,13347.60159,1.765230528,4.136036844,9882.085103,14680.33208,1.835035122,4.29959303,9597.728232,14048.79778,1.803018364,4.224575921,36.2732848325705,04-01-2021 02:00
75,4511.53974,3157.092537,0.883252638,2.069511827,9354.419575,13362.82413,1.764431482,4.134164634,9880.057176,14631.12626,1.830098435,4.288026089,9593.672812,13995.73885,1.797727294,4.21217864,36.242645668034356,04-01-2021 03:00
76,4518.479274,3177.329189,0.886515327,2.077156495,9371.655124,13440.00489,1.77072242,4.148904665,9890.167473,14693.83056,1.835276204,4.300157899,9593.303333,14030.2617,1.80120355,4.220323708,36.26192476826521,04-01-2021 04:00
77,4525.299133,3176.546488,0.886776162,2.077767646,9357.669168,13370.12162,1.76679917,4.139712262,9899.150025,14678.7689,1.835006956,4.299527036,9605.669909,14025.80283,1.801640474,4.221347446,36.2416093430204,04-01-2021 05:00
78,4528.026864,3177.367804,0.88685542,2.077953353,9379.789372,13414.38787,1.769687096,4.146478841,9888.441182,14639.66252,1.832560267,4.293794303,9594.136864,13985.2301,1.799039099,4.215252273,36.18902554913486,04-01-2021 06:00
79,4532.142732,3184.867485,0.888188568,2.081076995,9387.614242,13439.94161,1.772095873,4.152122743,9886.111812,14640.44343,1.833330846,4.295599813,9588.317287,13976.65284,1.799277515,4.215810898,36.16203817262918,04-01-2021 07:00
80,4540.276912,3210.806882,0.891494785,2.088823651,9392.885319,13493.86503,1.775551773,4.160220117,9876.340228,14659.98482,1.834577622,4.298521081,9590.589409,14024.68623,1.802361801,4.223037558,36.224220957559154,04-01-2021 08:00
81,4545.415724,3201.709515,0.889586757,2.084353031,9390.851384,13428.34787,1.769880469,4.146931924,9849.872735,14527.09939,1.824782468,4.27557047,9605.630612,14000.43432,1.799415582,4.216134396,36.22078902050868,04-01-2021 09:00
82,4559.159592,3237.488193,0.895024438,2.097093832,9388.752831,13473.82211,1.774540781,4.157851303,9851.703403,14585.4105,1.830120024,4.288076673,9614.092518,14073.29458,1.805737197,4.230946305,36.2818237285966,04-01-2021 10:00
83,4561.434358,3226.269815,0.892426893,2.091007635,9384.456264,13407.31884,1.767971652,4.142459455,9833.602732,14479.92643,1.821275902,4.267354386,9611.787276,14010.40415,1.799473043,4.21626903,36.245424726259415,04-01-2021 11:00
84,4573.659737,3244.925948,0.895045655,2.097143543,9394.352318,13431.25006,1.769985382,4.14717774,9826.948668,14462.18778,1.820663941,4.265920525,9608.524649,14002.02806,1.799533776,4.21641133,36.222532950726425,04-01-2021 12:00
85,4569.497948,3237.917044,0.894090792,2.094906245,9372.411842,13374.70973,1.766139981,4.138167746,9805.164791,14405.16323,1.816934805,4.257182946,9609.152701,14001.38322,1.79930579,4.215877147,36.22545424702888,04-01-2021 13:00
86,4564.385708,3241.53783,0.895831975,2.098985938,9354.733938,13376.31551,1.768625776,4.143992107,9797.77132,14435.17899,1.821189819,4.267152688,9620.598965,14077.64551,1.806467432,4.232657287,36.27836982535697,04-01-2021 14:00
87,4561.036283,3226.581377,0.893653263,2.093881091,9358.325625,13353.8511,1.76666031,4.139386905,9798.758255,14403.60103,1.818681789,4.261276229,9616.618441,14034.32286,1.803150254,4.224884948,36.23326087464234,04-01-2021 15:00
88,4568.217802,3240.686654,0.895880563,2.099099783,9347.984151,13339.73355,1.766536444,4.139096681,9786.534399,14386.13135,1.818566718,4.261006611,9624.63041,14067.27054,1.806111616,4.23182359,36.25877513612616,04-01-2021 16:00
89,4566.563431,3235.344004,0.893731102,2.094063472,9332.251169,13282.57189,1.7600727,4.123951757,9808.301842,14421.99514,1.818120375,4.259960804,9627.22653,14053.7535,1.802463876,4.223276724,36.29724285789597,04-01-2021 17:00
90,4556.392752,3229.693259,0.894384132,2.095593559,9290.753444,13221.46609,1.75855175,4.120388082,9795.748507,14436.67394,1.821735767,4.268431874,9628.901086,14102.17051,1.808067656,4.236406703,36.309407252112635,04-01-2021 18:00
91,4685.637317,3431.55191,0.918638324,2.152422528,9298.351463,13214.23604,1.756480646,4.115535367,9802.321131,14424.55702,1.819334474,4.262805507,9628.515903,14072.78185,1.804520668,4.228095906,36.3049606083241,04-01-2021 19:00
92,4677.021107,3414.598693,0.917031015,2.14865651,9290.247545,13189.01654,1.755713251,4.113737316,9797.886194,14407.57354,1.819166714,4.262412436,9616.658024,14037.42744,1.803198015,4.224996854,36.24031624022447,04-01-2021 20:00
93,4691.483057,3441.036109,0.920555005,2.156913422,9307.42752,13241.63601,1.759616486,4.12288282,9804.376007,14435.20082,1.821415786,4.267682141,9623.863523,14065.92303,1.805484672,4.230354623,36.267891333875255,04-01-2021 21:00
94,4687.087551,3422.495327,0.917310115,2.149310457,9313.526568,13216.85409,1.75629823,4.115107956,9796.414886,14371.98296,1.815718498,4.254333067,9626.412731,14030.6939,1.801530139,4.221088925,36.25646789361128,04-01-2021 22:00
95,4690.453821,3440.368874,0.9194563,2.154339093,9308.496059,13241.15449,1.757879452,4.11881285,9800.237157,14420.36917,1.81863407,4.261164422,9630.640901,14078.63342,1.804483626,4.228009115,36.32080205704097,04-01-2021 23:00
96,4681.874326,3431.734021,0.919845831,2.155251786,9290.402392,13221.69056,1.759286042,4.122108571,9799.423944,14446.00784,1.822955261,4.271289219,9625.25476,14091.44887,1.807911684,4.236041251,36.284931928791494,05-01-2021 00:00
97,4694.435608,3436.408084,0.919177599,2.15368608,9286.804474,13158.32165,1.752870633,4.107076897,9812.369559,14419.28467,1.818935461,4.261870597,9636.244002,14061.80679,1.803701314,4.226176112,36.29312627318016,05-01-2021 01:00
98,4697.93529,3457.838952,0.922923735,2.162463493,9249.457099,13118.66137,1.752246855,4.105615351,9813.409677,14479.51436,1.824703058,4.27538441,9638.579446,14123.84995,1.809734287,4.240311716,36.331736474955235,05-01-2021 02:00
99,4696.810676,3455.342973,0.921338592,2.15874941,9412.223276,13513.94339,1.77597923,4.161221673,9806.43991,14449.7793,1.820427299,4.265366059,9655.566917,14155.6123,1.809446518,4.239637457,36.41923200605668,05-01-2021 03:00
100,4696.672175,3454.566399,0.921331179,2.158732041,9397.342461,13475.92888,1.773643988,4.155750065,9805.185497,14446.18513,1.82034214,4.265166528,9658.5631,14162.25835,1.809995436,4.240923602,36.42528075000392,05-01-2021 04:00
101,4692.617741,3449.735074,0.921260357,2.158566102,9403.423154,13499.6056,1.776080168,4.161458177,9814.029634,14478.28869,1.823357986,4.272232829,9660.559448,14176.53854,1.811807414,4.245169172,36.42554390822437,05-01-2021 05:00
102,4698.163644,3453.985209,0.920938406,2.157811752,9410.836075,13497.86413,1.774474392,4.157695749,9807.036639,14439.58055,1.819414179,4.262992261,9662.243287,14159.41555,1.809179139,4.239010972,36.434400772482164,05-01-2021 06:00
103,4688.618011,3442.456304,0.919779042,2.155095296,9403.635382,13494.27317,1.77468509,4.158189428,9809.020818,14460.48342,1.821254319,4.267303814,9652.183076,14148.70439,1.808972587,4.23852701,36.41099627853951,05-01-2021 07:00
104,4688.589837,3446.274911,0.920669882,2.157182586,9414.315145,13534.37301,1.777967114,4.165879399,9799.521625,14451.4588,1.821441218,4.26774173,9656.299654,14173.91374,1.81132446,4.244037583,36.42851003888568,05-01-2021 08:00
105,4690.044909,3448.335118,0.92015224,2.155969721,9408.751053,13515.24006,1.775351563,4.159751013,9808.532248,14468.00285,1.820969741,4.266637032,9416.757498,13565.52523,1.770900248,4.149321324,35.6607431730285,05-01-2021 09:00
106,4696.762646,3461.233959,0.921538361,2.15921748,9388.948094,13471.10165,1.772190067,4.152343444,9809.86869,14476.86276,1.821232096,4.267251744,9425.564925,13592.36541,1.772305816,4.152614651,35.70296249423198,05-01-2021 10:00
107,4686.451229,3439.090973,0.918623046,2.152386731,9402.699822,13488.42578,1.772983496,4.154202495,9804.351104,14444.69282,1.818912386,4.261816531,9426.554036,13577.42056,1.770957465,4.149455389,35.69086018926188,05-01-2021 11:00
108,4695.032372,3451.488047,0.921065313,2.158109103,9372.32789,13413.59652,1.769833336,4.14682149,9798.866789,14432.74556,1.819980127,4.26431831,9439.493484,13611.39673,1.774891359,4.158672729,35.70086940859057,05-01-2021 12:00
109,4687.62728,3443.744862,0.918822139,2.152853216,9345.231571,13351.14528,1.763442027,4.131846284,9798.187401,14436.28171,1.817854624,4.259338135,9234.278257,13104.86062,1.739569021,4.075910454,35.07023017639103,05-01-2021 13:00
110,4681.262401,3437.956226,0.917944756,2.150797457,9338.485015,13346.49191,1.762721215,4.130157379,9806.271425,14469.51925,1.819460255,4.26310022,9241.986639,13136.09625,1.741296969,4.079959136,35.118936263451886,05-01-2021 14:00
111,4681.322286,3432.457072,0.917455495,2.149651092,9336.792005,13326.37932,1.761677317,4.127711466,9815.352284,14475.40191,1.820120673,4.264647617,9245.464275,13129.13512,1.741065906,4.079417743,35.10498419151486,05-01-2021 15:00
112,4693.640808,3460.949551,0.921024499,2.158013472,9319.81437,13309.43809,1.760650273,4.125305043,9823.506259,14522.91258,1.823142513,4.271727962,9234.20285,13126.29451,1.741039205,4.07935518,35.097927165081664,05-01-2021 16:00
113,4697.443588,3461.984782,0.921357718,2.158794224,9346.747427,13362.27713,1.764493923,4.134310936,9833.995708,14533.94286,1.824197742,4.274200424,9222.003893,13082.40181,1.738483591,4.073367229,35.03198634875414,05-01-2021 17:00
114,4689.582848,3464.706466,0.921846848,2.159940285,9351.680242,13421.34342,1.768497528,4.143691614,9831.496561,14577.3737,1.827036158,4.280850996,9372.768572,13503.78867,1.76621743,4.138349213,35.59256947642695,05-01-2021 18:00
115,4688.928842,3454.098278,0.918919242,2.153080734,9328.706432,13326.05583,1.75941887,4.122419795,9827.163881,14524.76001,1.820821015,4.266288558,9625.351522,14098.67881,1.801378049,4.22073257,36.43522245591568,05-01-2021 19:00
116,4685.475157,3450.68407,0.920110282,2.15587141,9323.737291,13329.17419,1.762371523,4.129338031,9840.391661,14576.68881,1.826964333,4.280682706,9617.600991,14097.22256,1.804179647,4.227296875,36.37488692873237,05-01-2021 20:00
117,4679.591345,3447.151195,0.918246113,2.151503554,9303.369371,13287.9191,1.757114725,4.11702105,9852.714341,14617.20005,1.826819552,4.280343477,9621.981849,14116.27135,1.80274592,4.22393757,36.45300638484412,05-01-2021 21:00
