Unnamed: 0,CMP_SPEED_1,POWER_1,FUEL_FLOW_1,CO2_1,CMP_SPEED_2,POWER_2,FUEL_FLOW_2,CO2_2,CMP_SPEED_3,POWER_3,FUEL_FLOW_3,CO2_3,CMP_SPEED_4,POWER_4,FUEL_FLOW_4,CO2_4,CMP_SPEED_5,POWER_5,FUEL_FLOW_5,CO2_5,THERMAL_EFF,DATE_TIME
10,8891.858086,13130.42342,1.80446499,4.898887429,8273.990281,11534.85441,1.673181765,4.542470572,0.0,0.0,0.0,0.0,6312.338194,6888.659844,1.299927486,3.529133819,8237.989345,11418.98279,1.670637212,4.53556244,31.7520984686453,01-01-2021 10:00
11,8897.651012,13167.19743,1.807819721,4.907995085,8274.240995,11555.42719,1.67542514,4.548561042,0.0,0.0,0.0,0.0,6300.964656,6875.971291,1.299389215,3.527672481,8218.215713,11388.97852,1.669250129,4.531796691,31.6949827986669,01-01-2021 11:00
12,8880.479083,13135.25258,1.805974975,4.902986842,8247.104147,11499.10552,1.671783545,4.538674585,0.0,0.0,0.0,0.0,6305.836012,6894.243079,1.301321637,3.532918755,8215.273862,11393.1397,1.669894189,4.53354523,31.69433428763141,01-01-2021 12:00
13,8872.418911,13103.8402,1.804515123,4.899023532,8237.667044,11464.44017,1.669724021,4.533083246,0.0,0.0,0.0,0.0,6307.734199,6891.398538,1.301528131,3.53347936,8241.42032,11448.158,1.674366567,4.545687154,31.762321401543037,01-01-2021 13:00
14,8854.141191,13034.10989,1.796611074,4.877565069,8233.377813,11435.77538,1.664716498,4.519488474,0.0,0.0,0.0,0.0,6301.980333,6869.376499,1.29721838,3.521778948,8244.033113,11436.50579,1.670604256,4.535472971,31.80145098589284,01-01-2021 14:00
15,8844.148276,13029.38111,1.798616602,4.883009817,8258.453612,11516.50251,1.672677593,4.541101809,0.0,0.0,0.0,0.0,6297.217425,6869.151885,1.298970992,3.52653706,8235.338169,11432.9688,1.672567915,4.540804048,31.75429111197487,01-01-2021 15:00
16,8854.375134,13062.50409,1.801785362,4.891612588,8233.364442,11458.52663,1.669364908,4.532108301,0.0,0.0,0.0,0.0,6298.646856,6874.935134,1.300173513,3.529801748,8258.501153,11496.00848,1.67789372,4.555262915,31.828032431914956,01-01-2021 16:00
17,8840.143964,13024.93865,1.797109995,4.878919573,8255.92194,11517.59283,1.671719338,4.538500273,0.0,0.0,0.0,0.0,6279.566768,6835.773275,1.295088157,3.515995668,8284.782298,11564.03358,1.68094865,4.563556653,31.958181758546434,01-01-2021 17:00
18,8831.745423,13009.19889,1.797361113,4.879601328,8244.248773,11492.62537,1.671238341,4.537194428,0.0,0.0,0.0,0.0,6285.13417,6849.768461,1.297376858,3.522209195,8293.241064,11590.3476,1.684172652,4.572309398,31.96958619879744,01-01-2021 18:00
19,8830.551106,13014.49355,1.796231946,4.876535785,8216.155908,11430.98211,1.665332658,4.521161269,0.0,0.0,0.0,0.0,6291.083844,6869.808606,1.298029042,3.52397979,8294.502338,11602.47007,1.683624206,4.570820439,32.0134486228625,01-01-2021 19:00
20,8819.115795,12982.70087,1.795400156,4.874277585,8200.750811,11389.53126,1.66363011,4.516539072,0.0,0.0,0.0,0.0,6287.575324,6859.812408,1.298186543,3.524407383,8309.258051,11637.46648,1.687430363,4.581153658,32.03758332387938,01-01-2021 20:00
21,8818.104082,12959.13974,1.792247294,4.865717974,8187.712217,11338.45477,1.658498274,4.502606805,0.0,0.0,0.0,0.0,6303.928715,6883.998214,1.299138844,3.526992756,8324.027216,11656.30303,1.687374234,4.581001277,32.09050718687416,01-01-2021 21:00
22,8836.91686,13049.65341,1.799746979,4.886078643,8200.691067,11408.8519,1.664687421,4.519409534,0.0,0.0,0.0,0.0,6303.990502,6907.94667,1.302208108,3.535325408,8334.323061,11719.98127,1.693043618,4.596392915,32.15777080907659,01-01-2021 22:00
23,8830.522797,13001.26925,1.796496257,4.877253355,8182.675982,11333.75689,1.659378438,4.504996337,0.0,0.0,0.0,0.0,6294.521765,6867.944614,1.298689369,3.525772492,8348.60649,11726.28038,1.69362427,4.597969311,32.1640234854753,01-01-2021 23:00
24,8840.576674,13026.91493,1.79691955,4.878402542,8204.279072,11388.27307,1.661962194,4.512010898,0.0,0.0,0.0,0.0,6292.405676,6864.486696,1.297355459,3.522151099,8350.323343,11730.58006,1.692604808,4.595201603,32.195196692104446,02-01-2021 00:00
25,8843.322633,13009.81454,1.795403753,4.874287351,8210.278116,11380.91081,1.661073322,4.509597727,0.0,0.0,0.0,0.0,6294.096018,6853.896558,1.296110651,3.518771607,8352.631419,11713.49868,1.690948947,4.590706157,32.17979716630518,02-01-2021 01:00
26,8865.974432,13060.89303,1.799262585,4.884763577,7947.931774,10719.99381,1.613245422,4.379751207,0.0,0.0,0.0,0.0,6267.90592,6792.132345,1.2907891,3.504324289,8330.43274,11649.95138,1.686793808,4.579425494,32.08405704148423,02-01-2021 02:00
27,8865.896842,13068.75636,1.798282741,4.882103427,7957.738716,10752.91045,1.614272678,4.382540073,0.0,0.0,0.0,0.0,6277.329323,6819.560824,1.292178077,3.508095182,8327.505264,11650.98833,1.685395088,4.575628152,32.11354194093832,02-01-2021 03:00
28,8867.902551,13078.60612,1.800330714,4.887663408,7963.479321,10769.6759,1.61669801,4.389124532,0.0,0.0,0.0,0.0,6271.367573,6807.8406,1.292111404,3.507914173,8306.007249,11599.93242,1.682942267,4.568969062,32.019415975462856,02-01-2021 04:00
29,8879.06991,13103.94777,1.802250181,4.892874509,7975.513801,10796.35874,1.618910408,4.395130907,0.0,0.0,0.0,0.0,6256.091832,6772.65027,1.289113189,3.499774411,8307.534088,11600.25078,1.683219533,4.569721804,32.0150202493492,02-01-2021 05:00
30,8867.30584,13065.14294,1.798470616,4.882613483,7966.066606,10767.06798,1.61574693,4.386542475,0.0,0.0,0.0,0.0,6242.554527,6739.833749,1.285229964,3.489231961,8297.831722,11569.12753,1.679856945,4.560592815,31.99303744251593,02-01-2021 06:00
31,8876.417339,13108.74645,1.80195636,4.892076824,7968.633672,10790.85107,1.617923193,4.392450746,0.0,0.0,0.0,0.0,6220.160564,6702.884149,1.28214659,3.480861001,8309.856518,11616.99412,1.683650259,4.57089117,32.053027273024284,02-01-2021 07:00
32,8874.777378,13093.30162,1.800846819,4.889064564,7944.436078,10721.3842,1.61281523,4.378583291,0.0,0.0,0.0,0.0,6229.246165,6715.981965,1.28332091,3.484049126,8316.624861,11623.78995,1.684053475,4.571985847,32.064098981774755,02-01-2021 08:00
33,8873.276021,13106.695,1.803449557,4.89613066,7928.406294,10695.17908,1.612353539,4.37732986,0.0,0.0,0.0,0.0,6227.72119,6720.996193,1.28504095,3.488718811,8339.75325,11697.65149,1.691013917,4.590882542,32.13502642639538,02-01-2021 09:00
34,8858.44703,13035.01633,1.79805073,4.881473548,7916.67629,10636.95688,1.607620921,4.364481418,0.0,0.0,0.0,0.0,6231.877099,6710.429211,1.283755364,3.485228612,8364.771864,11729.78773,1.692884286,4.595960349,32.18770735961588,02-01-2021 10:00
35,8876.942452,13083.93007,1.800852374,4.889079647,7909.434171,10620.66972,1.605917212,4.359856071,0.0,0.0,0.0,0.0,6239.618536,6728.133214,1.284926186,3.488407242,8353.862836,11703.42541,1.690529641,4.589567794,32.16009823767423,02-01-2021 11:00
36,8881.473728,13115.77821,1.805060846,4.900505101,7889.986332,10588.25801,1.605287217,4.358145716,0.0,0.0,0.0,0.0,6230.552133,6718.091718,1.28544181,3.489807095,8350.787788,11713.31176,1.693125671,4.596615679,32.13791317370733,02-01-2021 12:00
37,8875.019092,13075.18174,1.801893412,4.891905928,7893.884221,10576.84311,1.604020086,4.35470562,0.0,0.0,0.0,0.0,6239.64984,6723.297063,1.285536011,3.490062836,8357.460762,11707.70848,1.692351847,4.594514846,32.13722736413771,02-01-2021 13:00
38,8870.941411,13089.35278,1.802744896,4.894217598,7881.602695,10568.62747,1.603299723,4.352749928,0.0,0.0,0.0,0.0,6241.130452,6741.435613,1.287114908,3.494349338,8380.575518,11789.86119,1.698145684,4.61024436,32.25231637110786,02-01-2021 14:00
39,8880.815277,13115.76288,1.80727531,4.90651708,7891.184273,10589.85535,1.607356872,4.36376456,0.0,0.0,0.0,0.0,6233.437318,6722.146656,1.287401583,3.495127622,8383.541641,11796.37793,1.701202545,4.618543341,32.21215789497014,02-01-2021 15:00
40,8883.445555,13092.88917,1.80256834,4.893738271,7867.09449,10507.89678,1.59835953,4.339337949,0.0,0.0,0.0,0.0,6257.611005,6760.387321,1.288584242,3.498338388,8381.603986,11765.5651,1.696001006,4.60442184,32.22655266263389,02-01-2021 16:00
41,8887.11245,13127.09701,1.807607158,4.907418006,7873.67427,10542.56315,1.603331266,4.352835564,0.0,0.0,0.0,0.0,6272.720365,6804.137996,1.294539511,3.514506166,8383.130244,11790.64761,1.70028304,4.616047003,32.21392193274526,02-01-2021 17:00
42,8903.125424,13169.27931,1.809808172,4.91339347,7890.258038,10584.58214,1.605829507,4.359617963,0.0,0.0,0.0,0.0,6255.476859,6768.052335,1.290728101,3.504158685,8387.475311,11802.29408,1.700435949,4.616462131,32.24284229145666,02-01-2021 18:00
43,8908.407525,13142.97459,1.808359183,4.909459654,7888.63929,10544.03187,1.60293927,4.351771345,0.0,0.0,0.0,0.0,6264.982939,6763.952878,1.290568383,3.503725072,8425.317763,11859.56995,1.704815302,4.628351504,32.316087187318765,02-01-2021 19:00
44,8907.929933,13164.84752,1.811083258,4.916855164,7881.630893,10545.74494,1.604137446,4.355024238,0.0,0.0,0.0,0.0,6249.246879,6742.499578,1.289545799,3.500948891,8435.870646,11908.43454,1.709524642,4.641136748,32.35984803115875,02-01-2021 20:00
45,8899.71002,13111.72704,1.805671943,4.902164148,7893.135534,10548.1755,1.602846106,4.351518419,0.0,0.0,0.0,0.0,6236.651185,6698.598002,1.284245369,3.486558914,8423.667445,11848.65083,1.703657605,4.625208508,32.30827346009021,02-01-2021 21:00
46,8871.812117,13047.48102,1.803577523,4.89647807,7923.176185,10627.05195,1.610724369,4.372906876,0.0,0.0,0.0,0.0,6234.505315,6695.964431,1.285631929,3.490323241,8395.739749,11784.64751,1.701263325,4.61870835,32.17897616743083,02-01-2021 22:00
47,8866.002459,13051.08915,1.804506155,4.898999186,7935.21549,10672.75897,1.614725092,4.383768317,0.0,0.0,0.0,0.0,6238.673384,6715.020551,1.287835154,3.496304712,8399.761382,11812.38793,1.703919525,4.625919586,32.20444260026367,02-01-2021 23:00
48,9131.470614,13737.43289,1.851754327,5.027271819,7935.691078,10664.66942,1.614644164,4.383548607,0.0,0.0,0.0,0.0,6258.967068,6752.460904,1.291795804,3.507057359,8375.043323,11740.40537,1.69932865,4.613455957,32.09466728888176,03-01-2021 00:00
49,9126.434069,13709.86072,1.849859454,5.022127485,7966.703235,10729.45776,1.619484156,4.396688556,0.0,0.0,0.0,0.0,6255.915839,6737.731192,1.290348777,3.503128871,8354.410635,11675.72905,1.694705005,4.600903366,32.00494321892952,03-01-2021 01:00
50,9118.575918,13691.63957,1.849637521,5.021524967,7944.049797,10674.81368,1.616310764,4.388073211,0.0,0.0,0.0,0.0,6273.516633,6775.795493,1.294509719,3.514425285,8342.091958,11646.12668,1.693455271,4.5975105,31.947357720349988,03-01-2021 02:00
51,9117.443124,13646.31961,1.84488662,5.008626888,7941.116614,10633.45819,1.611787395,4.375792852,0.0,0.0,0.0,0.0,6267.364649,6739.907636,1.28995798,3.502067907,8324.258428,11564.42907,1.686068549,4.577456511,31.862227512470927,03-01-2021 03:00
52,9090.93717,13617.43862,1.843579726,5.005078842,7928.762371,10636.98535,1.612524192,4.377793161,0.0,0.0,0.0,0.0,6271.722569,6772.294404,1.29335575,3.511292409,8312.879595,11572.21006,1.687229904,4.580609438,31.861719455297088,03-01-2021 04:00
53,9102.378779,13610.52183,1.842477222,5.002085688,7936.438218,10625.1232,1.611068192,4.373840311,0.0,0.0,0.0,0.0,6280.156372,6769.39644,1.292544237,3.509089257,8309.054351,11530.05149,1.683629703,4.570835363,31.813527948121617,03-01-2021 05:00
54,9092.721736,13588.35358,1.84258503,5.002378371,7929.392355,10608.05869,1.611107469,4.373946943,0.0,0.0,0.0,0.0,6293.910161,6798.787659,1.296322694,3.519347277,8315.655536,11547.82863,1.686322388,4.578145652,31.811700828135532,03-01-2021 06:00
55,9100.279057,13619.9981,1.84674702,5.013677632,7888.063346,10513.71809,1.605743841,4.359385391,0.0,0.0,0.0,0.0,6314.068811,6846.033141,1.301995483,3.53474816,8316.515748,11558.31688,1.688831654,4.584957981,31.793284872718854,03-01-2021 07:00
56,9106.408771,13628.80151,1.846220078,5.012247055,7899.165896,10535.4926,1.606309362,4.360920707,0.0,0.0,0.0,0.0,6332.258275,6881.97873,1.304333439,3.541095406,8305.149848,11523.6462,1.685278451,4.575311498,31.764747936642262,03-01-2021 08:00
57,9095.779502,13561.24936,1.84051469,4.996757668,7885.018131,10468.45298,1.600243363,4.344452309,0.0,0.0,0.0,0.0,6331.189315,6857.555787,1.301280977,3.53280837,8287.977321,11445.98761,1.67854192,4.557022693,31.67730635010699,03-01-2021 09:00
58,9077.825333,13558.62776,1.842317357,5.001651674,7886.675248,10507.92304,1.604975176,4.357298566,0.0,0.0,0.0,0.0,6329.588616,6877.795575,1.304588723,3.541788469,8285.828539,11479.04404,1.682823897,4.568647705,31.68795528049438,03-01-2021 10:00
59,9073.267125,13521.48263,1.840016222,4.995404392,7889.016645,10491.70462,1.603884071,4.354336357,0.0,0.0,0.0,0.0,6320.428124,6842.551851,1.301459693,3.53329356,8325.930525,11556.88712,1.688634323,4.584422253,31.7930669046655,03-01-2021 11:00
60,9096.268962,13576.24351,1.845017605,5.008982496,7877.009559,10455.96947,1.602324338,4.350101885,0.0,0.0,0.0,0.0,6314.318864,6824.522412,1.300759805,3.531393454,8321.750976,11540.37893,1.688638197,4.584432772,31.747579939282083,03-01-2021 12:00
61,9098.072067,13561.17092,1.841351336,4.999029054,7892.512437,10480.19646,1.601739787,4.348514907,0.0,0.0,0.0,0.0,6324.758502,6838.732912,1.300053475,3.529475861,8320.725629,11522.07029,1.684826318,4.574084017,31.768927055955498,03-01-2021 13:00
62,9100.29236,13552.92786,1.841841496,5.000359775,7879.460394,10435.15026,1.599268221,4.341804927,0.0,0.0,0.0,0.0,6340.34811,6862.984934,1.303039113,3.537581481,8333.342426,11540.79194,1.687193876,4.580511628,31.77589459335259,03-01-2021 14:00
63,9102.044382,13585.85575,1.844302164,5.007040167,7869.169697,10433.68389,1.599347985,4.342021475,0.0,0.0,0.0,0.0,6322.04329,6839.736834,1.301101422,3.532320901,8314.710627,11519.05192,1.685785677,4.576688552,31.742530181527183,03-01-2021 15:00
64,9093.773964,13541.35674,1.843061721,5.003672526,7867.617206,10408.01147,1.598919484,4.34085815,0.0,0.0,0.0,0.0,6295.587102,6767.019736,1.295744627,3.517777901,8319.81313,11509.61505,1.686709895,4.579197681,31.69914663191499,03-01-2021 16:00
65,9079.316314,13521.32246,1.842857055,5.003116884,7888.058729,10471.79304,1.604762891,4.35672224,0.0,0.0,0.0,0.0,6302.101715,6790.059172,1.298734774,3.525895759,8329.127137,11548.30394,1.690616701,4.589804152,31.732202397369385,03-01-2021 17:00
66,9077.081862,13485.65448,1.839946345,4.995214687,7887.443291,10445.33445,1.60234041,4.350145519,0.0,0.0,0.0,0.0,6301.166056,6771.021722,1.296614563,3.520139664,8349.465993,11572.53314,1.691907491,4.593308478,31.774518993285728,03-01-2021 18:00
67,9072.564752,13448.93778,1.836525732,4.985928168,7888.600773,10428.18443,1.600260694,4.34449936,0.0,0.0,0.0,0.0,6285.893007,6724.674244,1.291700796,3.506799425,8329.613467,11500.97373,1.685897373,4.57699179,31.690613189468454,03-01-2021 19:00
68,9054.665046,13411.86735,1.833223774,4.976963781,7908.938655,10487.24723,1.604037345,4.354752476,0.0,0.0,0.0,0.0,6279.00527,6716.560555,1.290414337,3.503306857,8335.91512,11526.56834,1.687088634,4.580225909,31.738711740261248,03-01-2021 20:00
69,9050.597421,13401.1134,1.834498383,4.980424177,7901.538817,10466.83099,1.604268872,4.355381042,0.0,0.0,0.0,0.0,6285.291648,6727.182012,1.292818302,3.50983331,8320.845843,11486.6889,1.685950534,4.577136116,31.650253717859655,03-01-2021 21:00
70,9050.420219,13394.89639,1.834427102,4.980230659,7891.447883,10436.35688,1.602219293,4.349816703,0.0,0.0,0.0,0.0,6278.449376,6708.740125,1.291333969,3.505803538,8331.30058,11506.78464,1.687619353,4.581666741,31.674272804985414,03-01-2021 22:00
71,9045.740036,13399.61211,1.83511284,4.982092348,7884.764895,10434.7179,1.602540192,4.3506879,0.0,0.0,0.0,0.0,6281.481012,6725.005163,1.293229672,3.510950125,8322.020635,11499.28196,1.687554263,4.581490032,31.654841372794273,03-01-2021 23:00
72,9048.298737,13401.73465,1.836815324,4.986714371,7895.498162,10455.06399,1.60541021,4.358479626,0.0,0.0,0.0,0.0,6272.126009,6700.49441,1.292150455,3.50802019,8312.611454,11470.42694,1.686918363,4.579763645,31.587312884978914,04-01-2021 00:00
73,9040.881358,13400.31708,1.836851804,4.986813409,7900.126644,10481.39107,1.607423423,4.363945238,0.0,0.0,0.0,0.0,6276.123538,6719.533055,1.293986787,3.513005595,8287.209962,11422.70621,1.68350149,4.570487282,31.519742936107132,04-01-2021 01:00
74,9042.960147,13375.28262,1.832940456,4.976194611,7877.402675,10402.42295,1.599537952,4.342537209,0.0,0.0,0.0,0.0,6258.877196,6667.613907,1.287619082,3.495718102,8295.696532,11418.16563,1.68115242,4.564109861,31.55123863804576,04-01-2021 02:00
75,9050.076222,13426.40022,1.838529387,4.991367828,7886.774217,10450.47309,1.604974953,4.357297961,0.0,0.0,0.0,0.0,6265.146947,6697.489946,1.291906932,3.507359057,8313.445231,11490.30851,1.688355979,4.583666586,31.615119982903067,04-01-2021 03:00
76,9054.38218,13384.11635,1.833742179,4.978371182,7884.442565,10401.22367,1.59962622,4.342776847,0.0,0.0,0.0,0.0,6262.46894,6662.976337,1.287315907,3.494895024,8316.849358,11451.77638,1.683810909,4.571327312,31.594152134236325,04-01-2021 04:00
77,9082.515825,13437.93735,1.837796368,4.989377777,7878.856863,10370.62881,1.597688867,4.337517185,0.0,0.0,0.0,0.0,6265.044569,6656.591025,1.287017965,3.49408615,8321.269315,11445.03075,1.683758312,4.571184519,31.576528058408666,04-01-2021 05:00
78,9088.732208,13508.13452,1.844421243,5.00736345,7886.833188,10433.70207,1.604092267,4.354901583,0.0,0.0,0.0,0.0,6254.597273,6663.407438,1.288992058,3.499445554,8323.970983,11499.68706,1.689550326,4.586909083,31.618557642380924,04-01-2021 06:00
79,9083.930683,13454.0515,1.840205596,4.995918517,7908.159501,10450.86474,1.604961867,4.357262434,0.0,0.0,0.0,0.0,6258.694639,6649.071402,1.287345708,3.494975929,8349.502375,11526.60485,1.691025067,4.590912811,31.664929447159125,04-01-2021 07:00
80,9085.909225,13474.18484,1.842583579,5.002374433,7920.242154,10492.18983,1.608977368,4.368163994,0.0,0.0,0.0,0.0,6261.509168,6662.612158,1.289344321,3.500401902,8366.890206,11583.15148,1.696095131,4.604677375,31.725150683323644,04-01-2021 08:00
81,9105.436063,13535.55935,1.847496454,5.015712248,7955.554094,10586.38847,1.616626776,4.388931141,0.0,0.0,0.0,0.0,6256.277377,6656.64625,1.289279667,3.500226376,8364.838801,11586.53645,1.697006313,4.607151115,31.717382474158782,04-01-2021 09:00
82,9115.490482,13555.33992,1.848659388,5.018869463,7955.700411,10581.51818,1.61608349,4.38745619,0.0,0.0,0.0,0.0,6273.655551,6690.292966,1.292207877,3.508176084,8367.794387,11588.03126,1.696884738,4.606821057,31.723747135030244,04-01-2021 10:00
83,9125.186342,13568.34875,1.849043254,5.01991161,7935.77471,10522.3666,1.611113124,4.373962296,0.0,0.0,0.0,0.0,6271.186779,6678.409853,1.29073396,3.504174591,8378.401841,11603.37644,1.697492097,4.608469956,31.754390847950837,04-01-2021 11:00
84,9130.642399,13594.12128,1.852748988,5.029972194,7954.154562,10574.94304,1.616841401,4.389513821,0.0,0.0,0.0,0.0,6245.183665,6627.135687,1.287427771,3.495198718,8367.273413,11584.32055,1.697960326,4.609741137,31.6934993289368,04-01-2021 12:00
85,9123.618944,13543.90881,1.845388729,5.009990048,7930.732758,10494.65219,1.60720313,4.363347171,0.0,0.0,0.0,0.0,6244.296401,6612.01918,1.283112222,3.483482564,8369.360022,11563.32932,1.692691281,4.595436366,31.734546923311385,04-01-2021 13:00
86,9113.81313,13516.73761,1.845954893,5.01152711,7926.785341,10480.82739,1.608224897,4.366121135,0.0,0.0,0.0,0.0,6253.156031,6626.88193,1.286202207,3.491871472,8370.806255,11563.32198,1.694823332,4.601224606,31.694605432786567,04-01-2021 14:00
87,9123.854592,13547.91955,1.84701971,5.01441795,7940.346022,10519.29741,1.610204107,4.371494433,0.0,0.0,0.0,0.0,6264.028188,6654.217006,1.288024254,3.496818094,8362.052247,11546.87466,1.692774696,4.595662827,31.68782698609307,04-01-2021 15:00
88,9111.426242,13494.40092,1.843727835,5.005480938,7948.358249,10520.76214,1.610660965,4.372734743,0.0,0.0,0.0,0.0,6277.043169,6669.361728,1.289703401,3.501376759,8350.993541,11500.02322,1.689749045,4.587448578,31.615763383703577,04-01-2021 16:00
89,9101.744465,13487.81913,1.842703143,5.002699034,7951.991535,10546.3605,1.612082186,4.376593172,0.0,0.0,0.0,0.0,6281.720078,6691.402765,1.291375747,3.505916959,8343.744789,11499.58965,1.689213354,4.585994246,31.624597173117774,04-01-2021 17:00
90,9105.751782,13515.81521,1.847677504,5.016203776,7967.581273,10595.74877,1.618520874,4.394073372,0.0,0.0,0.0,0.0,6277.949987,6689.727387,1.293516499,3.511728822,8304.359502,11415.05014,1.685962965,4.577169863,31.452629422471368,04-01-2021 18:00
91,9113.580759,13530.39623,1.848341363,5.018006066,7951.735812,10551.80792,1.614957334,4.384398824,0.0,0.0,0.0,0.0,6262.402457,6653.400835,1.289921224,3.50196812,8301.516252,11402.78127,1.684856325,4.574165481,31.43946058310785,04-01-2021 19:00
92,9103.512924,13490.39064,1.843831798,5.005763186,7922.744914,10471.38774,1.607363796,4.363783358,0.0,0.0,0.0,0.0,6251.218173,6624.281389,1.285979725,3.491267464,8320.799656,11440.21508,1.686040783,4.577381131,31.520513143151067,04-01-2021 20:00
93,9093.219818,13464.48505,1.842681013,5.002638954,7923.676775,10474.49287,1.608231972,4.366140341,0.0,0.0,0.0,0.0,6244.368908,6610.14223,1.285221262,3.489208334,8347.304013,11507.77054,1.691584915,4.592432727,31.602726677459636,04-01-2021 21:00
94,9095.640315,13497.08569,1.844814132,5.008430094,7915.099952,10476.9503,1.608441758,4.366709885,0.0,0.0,0.0,0.0,6262.552459,6664.369291,1.290214575,3.50276453,8336.621246,11505.38848,1.691382681,4.591883687,31.599962915640695,04-01-2021 22:00
95,9078.691321,13435.94985,1.839306527,4.993477663,7917.946067,10470.7642,1.606790995,4.362228279,0.0,0.0,0.0,0.0,6259.628377,6650.123953,1.28787425,3.496410851,8335.462611,11487.48567,1.688745123,4.58472306,31.600069649308892,04-01-2021 23:00
96,9087.916889,13473.74761,1.844884001,5.008619778,7916.061711,10474.23141,1.609660218,4.370017843,0.0,0.0,0.0,0.0,6275.905998,6689.224539,1.293690323,3.512200732,8342.887969,11516.36415,1.693579094,4.597846663,31.589086708802505,05-01-2021 00:00
97,9075.623959,13455.12681,1.84282141,5.003020112,7914.59124,10483.20928,1.609651361,4.369993798,0.0,0.0,0.0,0.0,6274.170146,6694.330916,1.29361781,3.512003868,8330.588468,11498.83468,1.691607569,4.592494228,31.57776405608056,05-01-2021 01:00
98,9073.561776,13413.38338,1.839707753,4.994566939,7916.798692,10457.76783,1.607431619,4.363967489,0.0,0.0,0.0,0.0,6296.48658,6721.069974,1.295897027,3.518191646,8321.51138,11443.45898,1.687303086,4.580808119,31.505863087130216,05-01-2021 02:00
99,9075.024731,13459.68602,1.84276923,5.002878452,7903.503404,10461.93896,1.607671643,4.364619123,0.0,0.0,0.0,0.0,6311.070629,6777.541027,1.301068387,3.532231215,8335.876515,11518.54547,1.692768778,4.595646761,31.61019434102067,05-01-2021 03:00
100,9072.043623,13388.51523,1.836476678,4.985794991,7929.189277,10471.83033,1.607145415,4.363190482,0.0,0.0,0.0,0.0,6314.607918,6749.489811,1.297382044,3.522223275,8353.698891,11506.55398,1.690500554,4.589488828,31.6196549793855,05-01-2021 04:00
101,9078.580747,13423.68969,1.839768375,4.994731521,7945.045123,10525.02219,1.611878968,4.37604146,0.0,0.0,0.0,0.0,6315.161299,6760.403002,1.299034933,3.526710654,8375.297766,11576.06085,1.696292689,4.605213721,31.702037527615072,05-01-2021 05:00
