Unnamed: 0,CMP_SPEED_1,POWER_1,FUEL_FLOW_1,CO2_1,CMP_SPEED_2,POWER_2,FUEL_FLOW_2,CO2_2,CMP_SPEED_3,POWER_3,FUEL_FLOW_3,CO2_3,CMP_SPEED_4,POWER_4,FUEL_FLOW_4,CO2_4,THERMAL_EFF
01-01-2021 10.00,0.0,0.0,0.0,0.0,4770.790095,3864.872369,0.973241134,2.438592299,9996.185058,16144.0967,1.961040545,4.913662403,0.0,0.0,0.0,0.0,
01-01-2021 11.00,0.0,0.0,0.0,0.0,4775.05001,3867.575772,0.973811566,2.440021595,9990.345844,16114.76031,1.959732173,4.910384094,0.0,0.0,0.0,0.0,
01-01-2021 12.00,0.0,0.0,0.0,0.0,4775.916223,3863.817911,0.973302595,2.438746298,10000.0,16124.23176,1.960259365,4.911705047,0.0,0.0,0.0,0.0,
01-01-2021 13.00,0.0,0.0,0.0,0.0,4778.729181,3871.268766,0.973059401,2.43813694,10000.0,16123.64678,1.95812592,4.906359401,0.0,0.0,0.0,0.0,
01-01-2021 14.00,0.0,0.0,0.0,0.0,4778.491108,3874.217393,0.974440401,2.441597231,10000.0,16142.19381,1.961293246,4.914295581,0.0,0.0,0.0,0.0,
01-01-2021 15.00,0.0,0.0,0.0,0.0,4779.887003,3866.685033,0.972617995,2.437030936,9980.229768,16050.08242,1.953935295,4.895859202,0.0,0.0,0.0,0.0,
01-01-2021 16.00,0.0,0.0,0.0,0.0,4784.991978,3879.875216,0.975130478,2.443326314,9981.998261,16074.74708,1.957169748,4.903963578,0.0,0.0,0.0,0.0,
01-01-2021 17.00,0.0,0.0,0.0,0.0,4783.937372,3889.619081,0.976232682,2.446088042,9959.131489,16048.9266,1.9555298,4.899854459,0.0,0.0,0.0,0.0,
01-01-2021 18.00,0.0,0.0,0.0,0.0,4777.929896,3867.053252,0.972412158,2.436515181,9966.139391,16021.12109,1.95162556,4.890071838,0.0,0.0,0.0,0.0,
01-01-2021 19.00,0.0,0.0,0.0,0.0,4774.675073,3870.667982,0.973956139,2.440383844,9949.37435,16014.25311,1.953390427,4.894493958,0.0,0.0,0.0,0.0,
01-01-2021 20.00,0.0,0.0,0.0,0.0,4773.811058,3860.450252,0.972901287,2.437740763,9985.239167,16085.36085,1.957920474,4.905844627,0.0,0.0,0.0,0.0,
01-01-2021 21.00,0.0,0.0,0.0,0.0,4771.842344,3857.025885,0.972760651,2.437388381,10000.0,16128.46111,1.961123364,4.913869917,0.0,0.0,0.0,0.0,
01-01-2021 22.00,0.0,0.0,0.0,0.0,4771.974955,3857.968664,0.97139801,2.433974093,10000.0,16118.35519,1.957639394,4.905140342,0.0,0.0,0.0,0.0,
01-01-2021 23.00,0.0,0.0,0.0,0.0,4772.78767,3854.06282,0.97199024,2.435458008,10000.0,16109.66442,1.959083914,4.90875979,0.0,0.0,0.0,0.0,
02-01-2021 0.00,0.0,0.0,0.0,0.0,4772.882973,3855.853059,0.972073239,2.435665973,10000.0,16113.2634,1.958934229,4.908384732,0.0,0.0,0.0,0.0,
02-01-2021 1.00,0.0,0.0,0.0,0.0,4771.596366,3856.884706,0.972591171,2.436963726,9991.082906,16101.1819,1.958793458,4.908032012,0.0,0.0,0.0,0.0,
02-01-2021 2.00,0.0,0.0,0.0,0.0,4768.910122,3856.581827,0.973652825,2.439623848,10000.0,16147.88323,1.963747925,4.920446124,0.0,0.0,0.0,0.0,
02-01-2021 3.00,0.0,0.0,0.0,0.0,4770.161663,3854.163302,0.972358866,2.436381653,9992.42574,16105.85853,1.959499297,4.90980059,0.0,0.0,0.0,0.0,
02-01-2021 4.00,0.0,0.0,0.0,0.0,4771.618359,3864.183638,0.973339253,2.438838149,9987.09165,16113.85332,1.959612045,4.910083095,0.0,0.0,0.0,0.0,
02-01-2021 5.00,0.0,0.0,0.0,0.0,4774.409601,3864.626799,0.974574275,2.441932669,9989.551932,16116.43205,1.962062295,4.916222542,0.0,0.0,0.0,0.0,
02-01-2021 6.00,0.0,0.0,0.0,0.0,4769.347079,3854.811592,0.971702367,2.434736702,9971.781784,16052.45737,1.955024181,4.89858756,0.0,0.0,0.0,0.0,
02-01-2021 7.00,0.0,0.0,0.0,0.0,4770.57145,3854.261022,0.97298462,2.437949565,9980.713416,16078.88706,1.959232999,4.909133344,0.0,0.0,0.0,0.0,
02-01-2021 8.00,0.0,0.0,0.0,0.0,4770.259128,3854.974001,0.973055403,2.438126923,9932.61476,15951.76362,1.95149939,4.889755701,0.0,0.0,0.0,0.0,
02-01-2021 9.00,0.0,0.0,0.0,0.0,4768.098244,3847.57555,0.970800473,2.432476879,9959.311281,16003.31131,1.952050005,4.891135344,0.0,0.0,0.0,0.0,
02-01-2021 10.00,0.0,0.0,0.0,0.0,4763.002992,3835.597661,0.971020754,2.433028824,9955.951259,15996.58513,1.954679324,4.897723471,0.0,0.0,0.0,0.0,
02-01-2021 11.00,0.0,0.0,0.0,0.0,4763.433886,3837.206469,0.969788518,2.429941284,9950.956058,15975.76825,1.950778537,4.887949502,0.0,0.0,0.0,0.0,
02-01-2021 12.00,0.0,0.0,0.0,0.0,4758.843232,3826.626937,0.970362281,2.431378928,9950.059264,15979.48979,1.954473173,4.897206931,0.0,0.0,0.0,0.0,
02-01-2021 13.00,0.0,0.0,0.0,0.0,4759.579768,3836.580435,0.971312543,2.433759942,9916.944925,15913.87097,1.9499536,4.885882507,0.0,0.0,0.0,0.0,
02-01-2021 14.00,0.0,0.0,0.0,0.0,4760.0096,3821.887655,0.969057337,2.428109208,9911.354743,15846.23684,1.944831669,4.87304879,0.0,0.0,0.0,0.0,
02-01-2021 15.00,0.0,0.0,0.0,0.0,4760.715589,3830.399329,0.971376161,2.433919346,9885.330736,15809.23082,1.945107675,4.873740361,0.0,0.0,0.0,0.0,
02-01-2021 16.00,0.0,0.0,0.0,0.0,4980.664338,4226.312181,1.016697005,2.547477084,9918.792306,15903.21473,1.950458796,4.887148346,0.0,0.0,0.0,0.0,
02-01-2021 17.00,0.0,0.0,0.0,0.0,4981.658335,4233.35648,1.017235705,2.548826871,9939.810486,15974.49124,1.954417266,4.897066849,0.0,0.0,0.0,0.0,
02-01-2021 18.00,0.0,0.0,0.0,0.0,4978.599968,4213.499516,1.014401572,2.541725554,9965.721549,15998.77603,1.954766953,4.897943038,0.0,0.0,0.0,0.0,
02-01-2021 19.00,0.0,0.0,0.0,0.0,4976.396705,4206.999203,1.012918445,2.538009372,9945.274902,15931.31486,1.94933411,4.884330286,0.0,0.0,0.0,0.0,
02-01-2021 20.00,0.0,0.0,0.0,0.0,4976.1291,4218.724604,1.015325431,2.544040412,9919.129736,15903.10963,1.949595466,4.884985151,0.0,0.0,0.0,0.0,
02-01-2021 21.00,0.0,0.0,0.0,0.0,4973.924139,4198.994805,1.012523968,2.537020953,9907.077012,15821.19061,1.943610208,4.869988248,0.0,0.0,0.0,0.0,
02-01-2021 22.00,0.0,0.0,0.0,0.0,4974.626469,4215.541308,1.015751057,2.545106879,9878.353293,15797.21756,1.944588115,4.872438529,0.0,0.0,0.0,0.0,
02-01-2021 23.00,0.0,0.0,0.0,0.0,4977.484355,4205.656192,1.014453142,2.541854771,9920.686478,15866.78178,1.948486039,4.882205325,0.0,0.0,0.0,0.0,
03-01-2021 0.00,0.0,0.0,0.0,0.0,4977.154755,4205.850552,1.013371253,2.539143945,9915.319801,15848.2629,1.94548654,4.87468966,0.0,0.0,0.0,0.0,
03-01-2021 1.00,0.0,0.0,0.0,0.0,4978.981349,4212.265592,1.016360103,2.546632928,9907.714391,15852.25582,1.949802294,4.885503387,0.0,0.0,0.0,0.0,
03-01-2021 2.00,0.0,0.0,0.0,0.0,4977.34744,4214.7692,1.016343369,2.546590999,9933.475281,15935.87068,1.954346777,4.896890229,0.0,0.0,0.0,0.0,
03-01-2021 3.00,0.0,0.0,0.0,0.0,4978.198632,4194.858741,1.012922012,2.538018308,9927.079954,15847.97995,1.9467962,4.877971196,0.0,0.0,0.0,0.0,
03-01-2021 4.00,0.0,0.0,0.0,0.0,4981.296422,4215.566358,1.016337699,2.546576793,9907.507865,15846.18769,1.948640172,4.882591529,0.0,0.0,0.0,0.0,
03-01-2021 5.00,0.0,0.0,0.0,0.0,4980.149124,4200.636814,1.013761604,2.540122026,9875.605213,15716.63195,1.939055113,4.858574818,0.0,0.0,0.0,0.0,
03-01-2021 6.00,0.0,0.0,0.0,0.0,4975.854815,4199.270455,1.013431121,2.539293952,9889.998886,15774.15079,1.942369188,4.866878698,0.0,0.0,0.0,0.0,
03-01-2021 7.00,0.0,0.0,0.0,0.0,4981.118539,4197.458068,1.01299561,2.538202719,9891.795948,15744.76488,1.940232169,4.861524096,0.0,0.0,0.0,0.0,
03-01-2021 8.00,0.0,0.0,0.0,0.0,4978.22433,4201.779016,1.014451546,2.541850772,9901.147178,15804.12766,1.945553017,4.874856229,0.0,0.0,0.0,0.0,
03-01-2021 9.00,0.0,0.0,0.0,0.0,4977.607466,4195.276688,1.013647603,2.53983638,9889.398705,15755.60505,1.942442156,4.867061529,0.0,0.0,0.0,0.0,
03-01-2021 10.00,0.0,0.0,0.0,0.0,4980.790257,4197.612202,1.014954282,2.543110447,9859.261148,15670.79565,1.939042318,4.858542756,0.0,0.0,0.0,0.0,
03-01-2021 11.00,0.0,0.0,0.0,0.0,4973.101381,4186.375145,1.012235766,2.536298822,9819.011258,15560.74625,1.929701889,4.835139001,0.0,0.0,0.0,0.0,
03-01-2021 12.00,0.0,0.0,0.0,0.0,4975.348216,4187.837926,1.013001946,2.538218596,9805.133722,15520.46546,1.928307487,4.831645131,0.0,0.0,0.0,0.0,
03-01-2021 13.00,0.0,0.0,0.0,0.0,4978.321829,4196.643213,1.015485521,2.544441541,9823.193779,15588.71113,1.935183862,4.848874855,0.0,0.0,0.0,0.0,
03-01-2021 14.00,0.0,0.0,0.0,0.0,4981.738123,4188.058354,1.013743121,2.540075713,9797.619715,15472.38564,1.926635419,4.827455531,0.0,0.0,0.0,0.0,
03-01-2021 15.00,0.0,0.0,0.0,0.0,4983.281541,4185.298165,1.012987694,2.538182885,9772.68892,15386.97372,1.920630884,4.812410325,0.0,0.0,0.0,0.0,
03-01-2021 16.00,0.0,0.0,0.0,0.0,4986.964266,4216.742822,1.017552551,2.549620774,9768.758969,15453.46565,1.926592102,4.827346994,0.0,0.0,0.0,0.0,
03-01-2021 17.00,0.0,0.0,0.0,0.0,4983.587285,4204.48101,1.016863486,2.547894225,9776.628747,15460.88247,1.928221435,4.831429516,0.0,0.0,0.0,0.0,
03-01-2021 18.00,0.0,0.0,0.0,0.0,4988.036853,4203.11396,1.016308922,2.546504687,9806.511702,15511.28078,1.930608325,4.837410204,0.0,0.0,0.0,0.0,
03-01-2021 19.00,0.0,0.0,0.0,0.0,4983.394516,4201.316855,1.016208188,2.546252284,9807.699131,15533.1819,1.932093727,4.841132088,0.0,0.0,0.0,0.0,
03-01-2021 20.00,0.0,0.0,0.0,0.0,4977.33776,4171.551546,1.011920988,2.535510104,9835.533323,15547.61382,1.931288937,4.839115572,0.0,0.0,0.0,0.0,
03-01-2021 21.00,0.0,0.0,0.0,0.0,4980.995342,4184.562067,1.013384125,2.539176198,9837.449986,15571.14738,1.932740254,4.842752052,0.0,0.0,0.0,0.0,
03-01-2021 22.00,0.0,0.0,0.0,0.0,4975.55784,4186.982619,1.015270709,2.543903298,9838.454041,15619.61151,1.938701299,4.857688286,0.0,0.0,0.0,0.0,
03-01-2021 23.00,0.0,0.0,0.0,0.0,4972.647093,4173.032456,1.012830666,2.537789429,9846.653064,15611.12398,1.936718234,4.852719439,5029.019423,4242.775584,1.022835967,2.562859116,19.29348273975915
04-01-2021 0.00,0.0,0.0,0.0,0.0,4977.626918,4184.938884,1.01449135,2.541950506,9849.928219,15630.13895,1.938419497,4.856982192,5031.721961,4250.652438,1.0240536,2.565910065,19.306318564495797
04-01-2021 1.00,0.0,0.0,0.0,0.0,4978.554025,4188.229715,1.015272271,2.543907212,9840.552517,15612.23049,1.938158125,4.856327288,5047.631282,4281.203542,1.027918824,2.575594927,19.371962420352844
04-01-2021 2.00,0.0,0.0,0.0,0.0,4978.268674,4182.58455,1.013372267,2.539146485,9848.132138,15609.98761,1.935872501,4.850600336,5049.354125,4279.109739,1.026415924,2.5718292,19.390839164830904
04-01-2021 3.00,0.0,0.0,0.0,0.0,4980.814129,4182.118305,1.013637883,2.539812024,9841.986634,15581.27168,1.934742107,4.847767974,5039.438635,4255.990916,1.024145415,2.566140121,19.328832757622134
04-01-2021 4.00,0.0,0.0,0.0,0.0,4983.231201,4184.995521,1.013161077,2.53861732,9856.720779,15611.61603,1.935193799,4.848899753,5046.552056,4267.334148,1.024617969,2.567324171,19.371410491622605
04-01-2021 5.00,0.0,0.0,0.0,0.0,4979.071896,4180.691666,1.014403891,2.541731364,9846.184604,15602.99896,1.937678499,4.855125517,5024.227473,4230.036768,1.022153014,2.561147881,19.248406856363832
04-01-2021 6.00,0.0,0.0,0.0,0.0,4980.101918,4181.224775,1.014984358,2.543185806,9824.378279,15543.67669,1.934977411,4.848357562,5020.314336,4221.587894,1.021779621,2.560212293,19.216980977771968
04-01-2021 7.00,0.0,0.0,0.0,0.0,4980.919596,4187.284857,1.015153159,2.543608762,9849.368818,15621.22367,1.938928395,4.858257307,4996.539189,4182.955732,1.016919527,2.548034644,19.13212645824514
04-01-2021 8.00,0.0,0.0,0.0,0.0,4983.555764,4192.077184,1.016180216,2.546182196,9818.250388,15541.36367,1.93494353,4.848272669,5018.84048,4223.627214,1.021980603,2.560715879,19.222483089726474
04-01-2021 9.00,0.0,0.0,0.0,0.0,4984.283002,4191.468414,1.015921086,2.545532911,9834.078578,15576.56334,1.936654942,4.852560852,5032.399046,4246.022231,1.024227628,2.566346116,19.282011530765114
04-01-2021 10.00,0.0,0.0,0.0,0.0,4986.817172,4190.405269,1.015030335,2.543301007,9847.126382,15589.91686,1.936098094,4.85116559,5004.622892,4189.856903,1.017125469,2.54855066,19.15981107861838
04-01-2021 11.00,0.0,0.0,0.0,0.0,4986.760867,4198.37509,1.016258377,2.546378039,9845.41627,15611.5811,1.938089616,4.856155628,5004.129073,4197.134614,1.01829228,2.551474268,19.171098929714482
04-01-2021 12.00,0.0,0.0,0.0,0.0,4984.059623,4184.190962,1.014242916,2.54132802,9850.437774,15595.65192,1.936386176,4.851887421,5013.228319,4204.387109,1.018726522,2.552562323,19.19603990060941
04-01-2021 13.00,0.0,0.0,0.0,0.0,4985.042529,4190.915576,1.016355046,2.546620258,9834.587868,15576.15605,1.937577498,4.854872445,5032.684584,4244.965185,1.024677695,2.567473822,19.26874419117689
04-01-2021 14.00,0.0,0.0,0.0,0.0,4983.619168,4193.518973,1.016704342,2.547495467,9843.921072,15617.04676,1.940292231,4.861674591,5037.432988,4258.630696,1.026291212,2.571516717,19.30038316890765
04-01-2021 15.00,0.0,0.0,0.0,0.0,4983.050525,4170.835637,1.01253198,2.53704103,9862.344952,15594.63622,1.936043863,4.851029708,5027.924365,4219.864238,1.020360427,2.556656303,19.235852276828545
04-01-2021 16.00,0.0,0.0,0.0,0.0,4979.965069,4179.637013,1.013043167,2.538321879,9854.653221,15611.55316,1.936136247,4.851261189,5053.090296,4279.389941,1.026460734,2.571941478,19.391262343883334
04-01-2021 17.00,0.0,0.0,0.0,0.0,4980.83155,4172.193943,1.012498845,2.536958006,9856.994874,15592.89329,1.935455771,4.84955616,5039.603941,4245.726836,1.022937361,2.563113171,19.30498947443097
04-01-2021 18.00,0.0,0.0,0.0,0.0,4982.148615,4182.354357,1.013975066,2.540656883,9855.309384,15613.07014,1.937257074,4.854069578,5047.506862,4268.279512,1.025851397,2.570414699,19.352405646027247
04-01-2021 19.00,0.0,0.0,0.0,0.0,4983.898578,4180.19649,1.014710165,2.542498778,9827.918096,15531.55887,1.93404111,4.846011529,5031.847078,4234.673588,1.023098028,2.563515747,19.251707458984807
04-01-2021 20.00,0.0,0.0,0.0,0.0,4981.058574,4177.408143,1.013884501,2.540429962,9829.052197,15537.94693,1.933508881,4.844677954,5035.720179,4243.948888,1.023651496,2.564902537,19.28344308883726
04-01-2021 21.00,0.0,0.0,0.0,0.0,4981.075471,4170.221499,1.012343884,2.536569727,9817.569705,15481.4176,1.928713171,4.832661629,5014.208621,4197.481295,1.01766999,2.549915035,19.184406260868762
04-01-2021 22.00,0.0,0.0,0.0,0.0,4978.241713,4182.90357,1.014237283,2.541313906,9820.485571,15543.08273,1.933341415,4.844258345,4991.579682,4174.070499,1.015473944,2.544412532,19.11866469861441
04-01-2021 23.00,0.0,0.0,0.0,0.0,4979.638927,4189.952927,1.0155655,2.544641939,9824.999122,15572.22322,1.936173212,4.851353811,5022.804323,4235.337827,1.022891026,2.562997074,19.258623798269305
05-01-2021 0.00,0.0,0.0,0.0,0.0,4979.745783,4172.858709,1.012737024,2.537554796,9810.476534,15477.78219,1.928784196,4.832839592,5017.827787,4209.004948,1.018988119,2.553217791,19.212190179981015
05-01-2021 1.00,0.0,0.0,0.0,0.0,4975.558809,4174.314812,1.013254879,2.538852354,9800.405062,15479.17559,1.929579325,4.8348319,5023.140623,4227.475148,1.021412006,2.559291181,19.250706196961534
05-01-2021 2.00,0.0,0.0,0.0,0.0,4975.185803,4174.91811,1.013632563,2.539798695,9811.393255,15514.96622,1.932408173,4.841919975,5024.284507,4230.895088,1.022107618,2.561034135,19.25316763966437
05-01-2021 3.00,0.0,0.0,0.0,0.0,4974.690402,4169.867325,1.01181066,2.535233662,9791.658614,15442.10013,1.925568761,4.824782868,5039.316441,4254.076421,1.02343162,2.564351606,19.33361284573584
05-01-2021 4.00,0.0,0.0,0.0,0.0,4975.328998,4172.590078,1.013240357,2.538815967,9830.130093,15557.70805,1.934745178,4.84777567,5020.156905,4221.2719,1.020919362,2.558056792,19.231734174618413
05-01-2021 5.00,0.0,0.0,0.0,0.0,4974.025297,4182.16008,1.014323565,2.541530096,9827.147171,15584.33784,1.936426606,4.851988724,5060.815816,4307.435851,1.030570727,2.582239641,19.440506561023238
05-01-2021 6.00,0.0,0.0,0.0,0.0,4973.494539,4170.76511,1.013829197,2.540291388,9825.156608,15553.69142,1.93592125,4.850722484,5064.411369,4303.721209,1.03095157,2.583193897,19.41656616851666
05-01-2021 7.00,0.0,0.0,0.0,0.0,4976.45606,4181.054139,1.015331658,2.544056015,9823.623599,15565.05467,1.937158472,4.853822517,5076.354378,4330.495885,1.034252631,2.59146517,19.475004064027534
05-01-2021 8.00,0.0,0.0,0.0,0.0,4973.906673,4168.643905,1.011174535,2.533639759,9843.741297,15578.73456,1.933053967,4.843538103,5081.752838,4332.039738,1.031649395,2.584942397,19.53110725820046
05-01-2021 9.00,0.0,0.0,0.0,0.0,4975.800028,4177.859752,1.013882973,2.540426133,9835.612866,15584.62323,1.936387974,4.851891925,5094.715575,4362.027552,1.036709025,2.597620009,19.570327174306833
05-01-2021 10.00,0.0,0.0,0.0,0.0,4977.939063,4176.215474,1.012045758,2.53582273,9838.950279,15566.72728,1.93233713,4.841741968,5099.165376,4364.291895,1.035285304,2.594052678,19.60741321744436
05-01-2021 11.00,0.0,0.0,0.0,0.0,4978.851199,4170.660119,1.011805785,2.535221445,9826.694778,15515.96901,1.929851702,4.835514379,5085.08209,4331.166049,1.032031197,2.585899054,19.51994409511418
05-01-2021 12.00,0.0,0.0,0.0,0.0,4977.48339,4185.499938,1.01336419,2.539126247,9850.639731,15628.41944,1.936536785,4.852264793,5064.345402,4310.520427,1.029659644,2.579956797,19.47164203983024
05-01-2021 13.00,0.0,0.0,0.0,0.0,4984.151934,4193.616534,1.01357023,2.53964251,9852.58425,15617.44589,1.93455655,4.847303035,5081.236079,4337.093044,1.031831747,2.585399305,19.550434521738268
05-01-2021 14.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9851.376578,15610.27159,1.935061803,4.848569019,5060.067177,4295.928837,1.027765791,2.575211481,19.441487098221124
05-01-2021 15.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9872.357085,15699.20081,1.941204215,4.863959693,5062.257154,4310.431094,1.029804292,2.580319232,19.468503539406203
05-01-2021 16.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9863.075353,15687.47107,1.94193253,4.865784589,5090.248086,4364.989965,1.036650618,2.597473662,19.58472148252995
05-01-2021 17.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9846.578948,15621.66574,1.936035522,4.851008808,5100.284656,4377.937122,1.037031979,2.598429216,19.63558894196991
05-01-2021 18.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9866.056405,15654.87358,1.936774145,4.852859532,5094.132536,4361.484067,1.034460334,2.591985598,19.610425137260208
05-01-2021 19.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9865.622028,15703.18114,1.9416065,4.864967676,5080.505734,4351.579293,1.034385088,2.591797059,19.567313878830507
05-01-2021 20.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9875.401844,15734.87857,1.942937892,4.868303666,5084.367869,4361.353449,1.035117256,2.59363161,19.59739274674694
05-01-2021 21.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9863.281086,15653.35819,1.937222101,4.853981948,5053.425698,4288.335648,1.026607617,2.572309513,19.429017931460415
05-01-2021 22.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9861.514381,15721.66104,1.942884437,4.868169726,5047.160598,4300.57796,1.028807783,2.577822338,19.442815046847876
05-01-2021 23.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9894.735115,15750.62424,1.942512072,4.867236712,5048.870788,4285.13904,1.025838076,2.570381322,19.429099142921327
06-01-2021 0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9889.602952,15759.73489,1.943576727,4.869904356,5038.419369,4273.289397,1.024840781,2.567882459,19.394226689526118
06-01-2021 1.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9895.286167,15806.96858,1.947951301,4.880865466,5034.910587,4275.968223,1.025978639,2.57073352,19.384861897937693
06-01-2021 2.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9898.680926,15783.57425,1.944000458,4.870966073,5064.549936,4321.868265,1.029648978,2.579930071,19.523105147880464
06-01-2021 3.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9891.472276,15797.27845,1.947652892,4.880117759,5073.014863,4345.731795,1.033811096,2.590358842,19.551869569912597
06-01-2021 4.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9869.084666,15744.78714,1.9444056,4.871981212,5078.75624,4358.851595,1.035202148,2.593844318,19.584544698994122
06-01-2021 5.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9884.202862,15780.48982,1.945241878,4.874076626,5065.049702,4333.338855,1.03159917,2.584816549,19.53791554631823
06-01-2021 6.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9874.863237,15716.42644,1.939519126,4.859737467,5089.688967,4367.228157,1.0343115,2.591612673,19.63907772844741
06-01-2021 7.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9880.456722,15727.40132,1.939642347,4.860046214,5071.730451,4333.333449,1.030307543,2.581580198,19.562384507006602
06-01-2021 8.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9881.443496,15746.63022,1.942363771,4.866865124,5074.782127,4342.714683,1.032185182,2.586284887,19.56907231362447
06-01-2021 9.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9883.239699,15776.0292,1.944990572,4.873446942,5079.539746,4358.986836,1.034449258,2.591957847,19.5994067552225
06-01-2021 10.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9859.955687,15707.24378,1.93796912,4.85585371,5081.716792,4364.204812,1.033423383,2.589387371,19.642347991639586
06-01-2021 11.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9899.339355,15792.0576,1.943470876,4.869639132,5065.603268,4326.644367,1.029395362,2.5792946,19.54949545191059
06-01-2021 12.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9892.204344,15815.97554,1.947615641,4.880024421,5057.590131,4323.784165,1.030621821,2.582367665,19.51332304336802
06-01-2021 13.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9890.055277,15830.39266,1.947955871,4.880876916,5051.734024,4320.351822,1.029927273,2.580627377,19.510981488594137
06-01-2021 14.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9880.076402,15783.13647,1.944588305,4.872439006,5033.810808,4281.094964,1.025233986,2.568867689,19.42220027995557
06-01-2021 15.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9878.215763,15799.73626,1.945918825,4.875772811,4996.342837,4219.852826,1.018615435,2.55228398,19.268753141572276
06-01-2021 16.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9877.882347,15783.37612,1.944377356,4.871910443,5009.189079,4238.680028,1.020428888,2.556827842,19.320325981414324
06-01-2021 17.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9852.502872,15736.39873,1.940410845,4.861971793,5018.901449,4265.152109,1.022787886,2.56273864,19.3961489084853
06-01-2021 18.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9864.833562,15774.12883,1.94341388,4.869496321,5019.110151,4266.171855,1.023312691,2.564053614,19.390836615879977
06-01-2021 19.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9878.724134,15818.99472,1.945503603,4.874732413,5025.207585,4280.70811,1.024591016,2.567256637,19.43263229645222
